event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.004783034790307283,0.009463665075600147,1.0981507301330566,0.9906215071678162
0,go_to_door,1,fetch,16,0.0632820725440979,0.061776258051395416,1.2354230880737305,1.1346960067749023
0,go_to_door,2,go_to_object,16,0.0002807019336614758,0.0409020259976387,0.8281059265136719,0.7451409101486206
0,go_to_door,3,put_near,16,2.275340011692606e-05,0.6533524990081787,1.0348546504974365,0.9098086357116699
0,go_to_door,4,unlock_pickup,16,0.023721154779195786,0.01008481252938509,0.9816180467605591,0.8662689328193665
0,go_to_door,5,pickup_dist,16,0.020815446972846985,0.01365597452968359,1.0036472082138062,0.8881107568740845
1,fetch,0,go_to_door,14,0.4620499908924103,0.00010480756463948637,1.4125787019729614,1.403281807899475
1,fetch,1,fetch,14,0.5269747972488403,0.00013252113421913236,1.5206705331802368,1.5183963775634766
1,fetch,2,go_to_object,14,0.31003430485725403,0.0001997573854168877,1.3011966943740845,1.290487289428711
1,fetch,3,put_near,14,0.20088839530944824,0.035854458808898926,1.4267311096191406,1.4186086654663086
1,fetch,4,unlock_pickup,14,0.5036461353302002,6.556211883435026e-05,1.410212516784668,1.4013382196426392
1,fetch,5,pickup_dist,14,0.5075634121894836,7.633171480847523e-05,1.4118144512176514,1.402776837348938
