observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,1.1151777505874634,1.0988397598266602,1.1315157413482666,0.38671875,0.43295697854029513
0,go_to_door,1,fetch,32,16,1.3762367963790894,1.3624801635742188,1.38999342918396,0.3828125,0.44636979602619264
0,go_to_door,2,go_to_object,32,16,1.1300196647644043,1.124333143234253,1.1357061862945557,0.43359375,0.5072333814142345
0,go_to_door,3,put_near,32,16,0.7369164228439331,0.7416070103645325,0.7322258353233337,0.51171875,0.5244588694546659
0,go_to_door,4,unlock_pickup,32,16,1.1154286861419678,1.0960341691970825,1.134822964668274,0.359375,0.4318001399269313
0,go_to_door,5,pickup_dist,32,16,1.1088995933532715,1.0913437604904175,1.126455545425415,0.37109375,0.43813610014093407
1,fetch,0,go_to_door,30,14,1.05561363697052,1.078396201133728,1.0356788635253906,0.625,0.5993645852198484
1,fetch,1,fetch,30,14,1.4174796342849731,1.419157862663269,1.416010856628418,0.5714285714285714,0.5430316091954023
1,fetch,2,go_to_object,30,14,1.0589238405227661,1.070283055305481,1.0489845275878906,0.6205357142857143,0.6044657806687882
1,fetch,3,put_near,30,14,0.4667709171772003,0.5446177124977112,0.3986550569534302,0.6160714285714286,0.6097501751283263
1,fetch,4,unlock_pickup,30,14,0.9389899373054504,0.9823500514030457,0.9010499715805054,0.5625,0.5312769068980249
1,fetch,5,pickup_dist,30,14,0.9162997603416443,0.9724213480949402,0.8671934008598328,0.59375,0.5535308084586491
2,go_to_object,0,go_to_door,16,0,1.0430176258087158,,1.0430176258087158,,
2,go_to_object,1,fetch,16,0,1.327571153640747,,1.327571153640747,,
2,go_to_object,2,go_to_object,16,0,1.0101723670959473,,1.0101723670959473,,
2,go_to_object,3,put_near,16,0,0.4429490268230438,,0.4429490268230438,,
2,go_to_object,4,unlock_pickup,16,0,0.9615876078605652,,0.9615876078605652,,
2,go_to_object,5,pickup_dist,16,0,0.949700117111206,,0.949700117111206,,
3,put_near,0,go_to_door,16,0,0.6693810820579529,,0.6693810820579529,,
3,put_near,1,fetch,16,0,1.1782140731811523,,1.1782140731811523,,
3,put_near,2,go_to_object,16,0,0.6808500289916992,,0.6808500289916992,,
3,put_near,3,put_near,16,0,0.07478993386030197,,0.07478993386030197,,
3,put_near,4,unlock_pickup,16,0,0.3373332917690277,,0.3373332917690277,,
3,put_near,5,pickup_dist,16,0,0.31755515933036804,,0.31755515933036804,,
