observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.0011514150452107566,0.9994345490528697,0.9379514004514004,0.8571891625722249,0.0008285175029793592,0.00397096060301444,0.999661680911681,0.9999926729015279,0.9946608123616275,0.0551479472084111
0,go_to_door,1,fetch,0.012253609434870963,,,,0.012253609434870963,0.020789045065363217,,1.0,0.9765974077748381,
0,go_to_door,2,go_to_object,0.012030033944515916,,,,0.012030033944515916,0.02524262715909152,,1.0,0.9718513477858427,
0,go_to_door,3,put_near,0.012085037670678646,,,,0.012085037670678646,0.024536011076178848,,1.0,0.9726264747653518,
0,go_to_door,4,unlock_pickup,0.012044313517025004,,,,0.012044313517025004,0.024433460033130138,,1.0,0.9727529989562737,
0,go_to_door,5,pickup_dist,0.012071027732535785,,,,0.012071027732535785,0.025417920457219027,,1.0,0.9716794313853705,
1,fetch,0,go_to_door,0.0020221308341681014,,,,0.0020221308341681014,0.007156141670999428,,1.0,0.990196773754455,
1,fetch,1,fetch,0.002580716564806698,0.9986266431234059,0.7519230769230769,0.5670699998736382,0.0014668454402096015,0.0037271107926871217,1.0,1.0,0.9937997780841122,0.012606918974294482
1,fetch,2,go_to_object,0.0030521413216218376,,,,0.0030521413216218376,0.010386862649261074,,1.0,0.9866931254500021,
1,fetch,3,put_near,0.003024419026016434,,,,0.003024419026016434,0.009797074039399424,,1.0,0.9873560736049121,
1,fetch,4,unlock_pickup,0.002976772338147041,,,,0.002976772338147041,0.009590173594930477,,1.0,0.9876059563046399,
1,fetch,5,pickup_dist,0.003071505674447477,,,,0.003071505674447477,0.010614877707289758,,1.0,0.9864760135322904,
2,go_to_object,0,go_to_door,0.0007338095168325535,,,,0.0007338095168325535,0.006842790897990252,,1.0,0.9904387683288093,
2,go_to_object,1,fetch,0.004492559424737088,,,,0.004492559424737088,0.006649320011089974,,1.0,0.9906541710156849,
2,go_to_object,2,go_to_object,0.013587684192650521,0.7510200296735905,0.023290213158015532,8.335889436494881e-06,0.003295055345235088,0.02223483040448158,0.9457681806899976,0.9989171427486314,0.9874438818097558,0.8298626797539848
2,go_to_object,3,put_near,0.0032891619199092222,,,,0.0032891619199092222,0.011520456642873825,,1.0,0.985576764732337,
2,go_to_object,4,unlock_pickup,0.003142982772635768,,,,0.003142982772635768,0.011195319641894958,,1.0,0.9859347198584563,
2,go_to_object,5,pickup_dist,0.0035003707250586833,,,,0.0035003707250586833,0.012759501589707964,,1.0,0.9842918774337014,
3,put_near,0,go_to_door,0.0002617344433951399,,,,0.0002617344433951399,0.0029624699439742778,,1.0,0.9943634615012324,
3,put_near,1,fetch,0.0015318434848467747,,,,0.0015318434848467747,0.0037615812835421892,,1.0,0.9935239438188843,
3,put_near,2,go_to_object,0.0012254611234327785,,,,0.0012254611234327785,0.006269494956820318,,1.0,0.9907817725313477,
3,put_near,3,put_near,0.0012034065732550434,,,,0.0012034065732550434,0.005764043622530333,,1.0,0.991332640539449,
3,put_near,4,unlock_pickup,0.0011048295443277778,,,,0.0011048295443277778,0.00549596933518896,,1.0,0.9916339273758159,
3,put_near,5,pickup_dist,0.0012152006117347096,,,,0.0012152006117347096,0.006529469079900496,,1.0,0.9905245251732298,
