observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.9835778474807739,0.9899665117263794,0.9771892428398132,0.57421875,0.5881302788087013
0,go_to_door,1,fetch,32,16,0.8379841446876526,0.8448634147644043,0.8311048746109009,0.63671875,0.7076573963742282
0,go_to_door,2,go_to_object,32,16,0.900962233543396,0.9060664176940918,0.895858108997345,0.58203125,0.656064379699248
0,go_to_door,3,put_near,32,16,0.9040347337722778,0.9153071641921997,0.892762303352356,0.62890625,0.6878369715397747
0,go_to_door,4,unlock_pickup,32,16,0.9092410802841187,0.9128904342651367,0.9055917263031006,0.5625,0.6455883238923099
0,go_to_door,5,pickup_dist,32,16,0.895682692527771,0.9002898931503296,0.8910754919052124,0.57421875,0.6227075767658732
1,fetch,0,go_to_door,22,6,1.0050199031829834,1.025131106376648,0.997478187084198,0.5729166666666666,0.4371947496947497
1,fetch,1,fetch,22,6,0.8107272982597351,0.8353080153465271,0.8015094995498657,0.84375,0.7096611721611722
1,fetch,2,go_to_object,22,6,0.8946027755737305,0.9208747744560242,0.8847508430480957,0.78125,0.5952380952380952
1,fetch,3,put_near,22,6,0.8905004262924194,0.9199450612068176,0.8794584274291992,0.7916666666666666,0.5814204314204314
1,fetch,4,unlock_pickup,22,6,0.8941362500190735,0.9227340817451477,0.8834121227264404,0.8020833333333334,0.6054945054945056
1,fetch,5,pickup_dist,22,6,0.8970792293548584,0.9255566596984863,0.8864001035690308,0.78125,0.5742775742775743
2,go_to_object,0,go_to_door,32,16,0.9798173904418945,0.9680676460266113,0.9915670156478882,0.40625,0.44116572484526684
2,go_to_object,1,fetch,32,16,0.7975705862045288,0.7971559762954712,0.7979851961135864,0.50390625,0.5324620162194413
2,go_to_object,2,go_to_object,32,16,0.8794124722480774,0.8754218816757202,0.8834030628204346,0.4765625,0.47018025097135285
2,go_to_object,3,put_near,32,16,0.8733178973197937,0.8688855767250061,0.8777502775192261,0.484375,0.4793223633879218
2,go_to_object,4,unlock_pickup,32,16,0.8802495002746582,0.8765950202941895,0.8839038610458374,0.4375,0.46321624156122276
2,go_to_object,5,pickup_dist,32,16,0.8821910619735718,0.8772979378700256,0.8870841264724731,0.5,0.4770216843298264
3,put_near,0,go_to_door,16,0,0.9580317139625549,,0.9580317139625549,,
3,put_near,1,fetch,16,0,0.808221161365509,,0.808221161365509,,
3,put_near,2,go_to_object,16,0,0.8763698935508728,,0.8763698935508728,,
3,put_near,3,put_near,16,0,0.8724565505981445,,0.8724565505981445,,
3,put_near,4,unlock_pickup,16,0,0.8765207529067993,,0.8765207529067993,,
3,put_near,5,pickup_dist,16,0,0.8769692182540894,,0.8769692182540894,,
