event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,6.532919627488809e-08,0.9979016780853271,0.38363564014434814,0.38800668716430664
0,go_to_door,1,fetch,16,5.150218029825737e-08,0.9979636073112488,0.38261646032333374,0.38677191734313965
0,go_to_door,2,go_to_object,16,7.205369456642075e-08,0.9978780746459961,0.3833400011062622,0.38764795660972595
0,go_to_door,3,put_near,16,6.77422491435209e-08,0.9980095624923706,0.3832108974456787,0.3875316083431244
0,go_to_door,4,unlock_pickup,16,7.050624617477297e-08,0.9980059862136841,0.38325977325439453,0.38756638765335083
0,go_to_door,5,pickup_dist,16,6.97643756097932e-08,0.9978481531143188,0.38318437337875366,0.3874017000198364
1,fetch,0,go_to_door,6,0.11775710433721542,0.6571492552757263,0.3916517198085785,0.39784178137779236
1,fetch,1,fetch,6,0.10451459884643555,0.655771791934967,0.3894289433956146,0.395329087972641
1,fetch,2,go_to_object,6,0.119913749396801,0.6459395289421082,0.39104366302490234,0.39719197154045105
1,fetch,3,put_near,6,0.12003537267446518,0.646643877029419,0.3909236490726471,0.3968273401260376
1,fetch,4,unlock_pickup,6,0.12466388195753098,0.648091197013855,0.39077624678611755,0.39692461490631104
1,fetch,5,pickup_dist,6,0.12144234776496887,0.6447817087173462,0.3906225264072418,0.39659246802330017
2,go_to_object,0,go_to_door,16,2.4768110051809344e-07,0.9969090819358826,0.38370075821876526,0.38797527551651
2,go_to_object,1,fetch,16,1.9369360870769015e-07,0.9969654083251953,0.3825432062149048,0.38649800419807434
2,go_to_object,2,go_to_object,16,2.6239018779961043e-07,0.9967844486236572,0.3833366632461548,0.38751643896102905
2,go_to_object,3,put_near,16,2.523767648199282e-07,0.9969914555549622,0.38322287797927856,0.3873734772205353
2,go_to_object,4,unlock_pickup,16,2.627071751248877e-07,0.9970142841339111,0.38322722911834717,0.3874392509460449
2,go_to_object,5,pickup_dist,16,2.697772174542479e-07,0.9967672824859619,0.3831622302532196,0.38729462027549744
