event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,2.199752344722583e-07,0.9973570108413696,0.737057626247406,0.7484930753707886
0,go_to_door,1,fetch,16,2.536886540838168e-07,0.9967570304870605,0.7390817999839783,0.7507845163345337
0,go_to_door,2,go_to_object,16,2.2408117672512162e-07,0.9964444637298584,0.7363926768302917,0.7469344139099121
0,go_to_door,3,put_near,16,1.7777747984837333e-07,0.9968248009681702,0.7395970821380615,0.7511297464370728
0,go_to_door,4,unlock_pickup,16,2.303540469483778e-07,0.9973494410514832,0.7384063601493835,0.7497149705886841
0,go_to_door,5,pickup_dist,16,2.284810705077689e-07,0.9971750378608704,0.7385884523391724,0.7496808767318726
1,fetch,0,go_to_door,6,2.1181068632358802e-07,0.6788812279701233,0.8068898320198059,0.814864456653595
1,fetch,1,fetch,6,2.6573846412247804e-07,0.8742230534553528,0.8084072470664978,0.8161543011665344
1,fetch,2,go_to_object,6,2.5836260419964674e-07,0.5192036032676697,0.8003645539283752,0.8104078769683838
1,fetch,3,put_near,6,1.9691701425017527e-07,0.6044633388519287,0.8125107288360596,0.8198958039283752
1,fetch,4,unlock_pickup,6,2.573841015873768e-07,0.6717315316200256,0.8082664608955383,0.8160140514373779
1,fetch,5,pickup_dist,6,2.431478094422346e-07,0.6452305912971497,0.8075718879699707,0.8155108094215393
2,go_to_object,0,go_to_door,16,5.981585786685173e-07,0.9974935054779053,0.7454904317855835,0.7581604719161987
2,go_to_object,1,fetch,16,6.585479468412814e-07,0.9971518516540527,0.7481855154037476,0.7607478499412537
2,go_to_object,2,go_to_object,16,6.080775278860528e-07,0.9962158203125,0.7410179376602173,0.7531641125679016
2,go_to_object,3,put_near,16,4.84343217976857e-07,0.997025728225708,0.7476022839546204,0.7601036429405212
2,go_to_object,4,unlock_pickup,16,6.577230919901922e-07,0.9974530935287476,0.7465415000915527,0.7588344216346741
2,go_to_object,5,pickup_dist,16,6.157308121146343e-07,0.9973070621490479,0.7465692758560181,0.7591697573661804
