actor_modal_goal_diversity,actor_pairwise_goal_js_mean,actor_pairwise_goal_js_p95,arm,continuation_all_mean,continuation_factual_mean,continuation_nonmatching_mean,goal_queries,jobs,reward_all_mean,reward_factual_mean,reward_factual_minus_nonmatching,reward_goal_range_mean,reward_goal_std_mean,reward_goal_top1_accuracy,reward_nonmatching_event_rate,reward_nonmatching_mean,reward_slowvalue_within_state_correlation,reward_value_within_state_correlation,reward_value_within_state_slope,scope,slowvalue_all_mean,slowvalue_factual_mean,slowvalue_nonmatching_mean,slowvalue_query_over_threshold_rate,state_kind,states,step,stop_factual_mean,stop_factual_minus_nonmatching,stop_goal_top1_accuracy,stop_nonmatching_mean,value_all_goals_above_factual_return_state_rate,value_all_goals_over_threshold_state_rate,value_all_mean,value_factual_bias_vs_realized,value_factual_mae_vs_realized,value_factual_mean,value_factual_minus_nonmatching,value_goal_range_mean,value_goal_relative_range_mean,value_goal_std_mean,value_goal_top1_accuracy,value_max_across_goals_mean,value_min_across_goals_mean,value_nonmatching_mean,value_query_above_factual_return_rate,value_query_over_threshold_rate,value_slowvalue_within_state_correlation
0.16922728666177478,0.0008114807214668586,0.0048921975978857375,current_old_50_50,0.9699206352233887,0.9698872566223145,0.9699272910753886,37318.0,3,0.003257756858753661,0.003212616235638658,-5.4168738036726914e-05,0.000295613538279819,9.838033414174181e-05,0.2481413841535519,0.0011426718103921848,0.003266784973675385,-0.02873823627810473,-0.03217526175913484,-0.6463440407380138,all_slots,0.6820313533147176,0.6823534369468689,0.6819669008255005,0.0,all,6219.666666666667,200000,0.02730662313600381,5.102033416430155e-05,0.20490084225807184,0.027255602801839512,0.9399852134862421,0.0,0.6801380117734274,0.6038408279418945,0.6256081660588583,0.6804564793904623,0.0003822048505147298,0.014251417480409145,0.027430035173892975,0.004800732325141628,0.17499711944731844,0.6885445316632589,0.6742931405703226,0.6800742745399475,0.9409612924079092,0.0,0.9816578304465136
0.1736045925462384,0.0047358304632892775,0.026222195586542606,current_old_50_50,0.9287362496058146,0.9312334259351095,0.9282368024190267,584.0,3,0.004929358644100527,0.005163851931380729,0.0002813920533905427,0.001985626392221699,0.0006434043364909788,0.26165084828257545,0.0,0.004882459877990186,-0.08774562706755283,-0.08378814050212856,-0.839135919048954,all_slots,0.6756543517112732,0.6804712812105814,0.6746909419695536,0.0,episode_initial,97.33333333333333,200000,0.0659789244333903,-0.002998489886522293,0.1424262967598387,0.0689774143199126,0.7522901891252954,0.0,0.6762582659721375,0.42535977562268573,0.5141676465670267,0.6808136105537415,0.0054664214452107745,0.03323667620619138,0.053238252798716225,0.01131589338183403,0.26738718537060213,0.6940813660621643,0.6608447233835856,0.6753471891085306,0.7590673237380058,0.0,0.9940325551133764
0.16959064327485382,0.0003436779599477258,0.002606578311622042,current_old_50_50,0.17511329303185144,0.1738779554143548,0.17536035273224115,200.0,3,0.1604064581139634,0.15377416904084384,-0.007958739995956421,0.01027122353358815,0.0034309638819346824,0.11955409356725145,0.1820175438596491,0.16173290903680027,-0.11044826946938646,-0.095615993917761,-0.3038666703732729,all_slots,0.68899005651474,0.6905531088511149,0.6886774698893229,0.0,goal_completion,33.333333333333336,200000,0.8256234923998514,0.001481016476949056,0.16070906432748536,0.8241424759229025,0.23022660818713447,0.0,0.6897043585777283,-0.09349232787887256,0.19849027196566263,0.6905399362246195,0.0010027289390563965,0.01603167224675417,0.029825853183865547,0.005391557856152455,0.3325292397660819,0.6991659005482992,0.6831342577934265,0.6895372072855631,0.23890716374269005,0.0,0.9786571008650071
0.16922294853121955,0.0008140735890830456,0.004893959988766499,current_old_50_50,0.9743666648864746,0.9743382533391317,0.974372386932373,37118.0,3,0.002267901203595102,0.002259268402970823,-1.035963638666241e-05,0.00023985619676144174,7.972404773681774e-05,0.2488446965920136,0.0,0.0022696280393574852,-0.03310707871331325,-0.03816106739415352,-0.7995593400080004,all_slots,0.6819607218106588,0.6822797656059265,0.6818969051043192,0.0,ordinary,6186.333333333333,200000,0.022842719840506714,4.517923419674238e-05,0.20515770549054999,0.02279754060630997,0.9439583048463417,0.0,0.680056651433309,0.6076964934666952,0.6279527346293131,0.6803757548332214,0.0003829201062520345,0.014243584126234055,0.027422872682412464,0.004798124854763349,0.17422089871989654,0.6884587407112122,0.6742151776949564,0.6799928347269694,0.9448905917792709,0.0,0.9816941697229632
,,,current_old_50_50,,,,0.0,3,,,,,,,,,,,,all_slots,,,,,physical_terminal,0.0,200000,,,,,,,,,,,,,,,,,,,,,
0.2531969683228362,0.0008199207171233743,0.004518899087065149,current_old_50_50,0.9700344999631246,0.9698872566223145,0.9700835943222046,24878.666666666668,3,0.003253733598588345,0.003212616235638658,-5.482301154794792e-05,0.00029455670846800786,0.00011736914317831786,0.3042113333053298,0.0011426718103921848,0.0032674392471866063,-0.030489236442295092,-0.034774157009925914,-0.6058027549849146,trained,0.6828638315200806,0.6823534369468689,0.6830339630444845,0.0,all,6219.666666666667,200000,0.02730662313600381,0.00019883488615353903,0.2639898790795288,0.027107788249850273,0.9400986114564184,0.0,0.6810102661450704,0.6038408279418945,0.6256081660588583,0.6804564793904623,-0.0007383624712626139,0.013106266967952251,0.025270667547980945,0.005064834452544649,0.20218512738753994,0.6883906722068787,0.6752843658129374,0.6811948418617249,0.9411108991170082,0.0,0.9840254590855242
0.25774731435127235,0.00575988047484758,0.03183881279922935,current_old_50_50,0.9302089413007101,0.9312334259351095,0.9298673669497172,389.3333333333333,3,0.004879571924296518,0.005163851931380729,0.0003790402552112937,0.001985614188015461,0.0007757300918456167,0.26165084828257545,0.0,0.0047848116761694355,-0.09424169152460204,-0.09170894819142311,-0.7066633869992659,trained,0.6780069470405579,0.6804712812105814,0.6771855155626932,0.0,episode_initial,97.33333333333333,200000,0.0659789244333903,-0.0013638287782669067,0.253998053121958,0.06734275321165721,0.7555581629815046,0.0,0.6785674293835958,0.42535977562268573,0.5141676465670267,0.6808136105537415,0.0029948949813842773,0.028804457436005276,0.04608675340811411,0.011150849983096123,0.3155897997496871,0.6935650904973348,0.6647605895996094,0.6778187155723572,0.7598843172020581,0.0,0.9943176468367976
0.25219298245614036,0.0002866675403415563,0.001500794271921795,current_old_50_50,0.17535443448772034,0.1738779554143548,0.17584658600389957,133.33333333333334,3,0.16007318960813186,0.15377416904084384,-0.008398696314543486,0.010179686942137778,0.00402800933807157,0.1704312865497076,0.1820175438596491,0.16217286535538733,-0.1428434841127859,-0.12095053330539175,-0.6172302874749453,trained,0.6899641950925192,0.6905531088511149,0.6897679169972738,0.0,goal_completion,33.333333333333336,200000,0.8256234923998514,0.001966575781504313,0.191703216374269,0.8236569166183472,0.23022660818713447,0.0,0.6907947460810343,-0.09349232787887256,0.19849027196566263,0.6905399362246195,-0.00033980607986450195,0.01432536200930675,0.026837822049856186,0.005551465010891358,0.3325292397660819,0.699124793211619,0.6847994327545166,0.690879742304484,0.23803910818713447,0.0,0.9784581246577071
0.2532009402665269,0.0008228983541937866,0.004520421786064715,current_old_50_50,0.9744800527890524,0.9743382533391317,0.9745273590087891,24745.333333333332,3,0.0022656563584556957,0.002259268402970823,-8.517172318533994e-06,0.000239370843701181,9.551862285661628e-05,0.3049676466182434,0.0,0.002267785575289357,-0.03460619015091409,-0.040724955139037046,-0.6699046369869905,trained,0.6827925046284994,0.6822797656059265,0.6829633712768555,0.0,ordinary,6186.333333333333,200000,0.022842719840506714,0.00019163514177004495,0.2644227645273669,0.022651084698736668,0.9440724405536977,0.0,0.6809277137120565,0.6076964934666952,0.6279527346293131,0.6803757548332214,-0.0007359186808268229,0.013101765575508276,0.025268201405803364,0.0050629737476507826,0.20156010067286598,0.6883042057355245,0.6752024292945862,0.6811116735140482,0.9450460016416491,0.0,0.9840792529425343
,,,current_old_50_50,,,,0.0,3,,,,,,,,,,,,trained,,,,,physical_terminal,0.0,200000,,,,,,,,,,,,,,,,,,,,,
