all_goal_value_over_threshold_anchor_rate,anchors,arm,bootstrap_mean_factual_mean,bootstrap_mean_goal_range_mean,bootstrap_mean_goal_std_mean,bootstrap_mean_nonmatching_mean,comparison_scope,goal_ids,goal_names,horizon,imagined_reward_event_posterior_sample_rate_factual_mean,imagined_reward_event_posterior_sample_rate_goal_range_mean,imagined_reward_event_posterior_sample_rate_goal_std_mean,imagined_reward_event_posterior_sample_rate_nonmatching_mean,imagined_reward_sum_mean_factual_mean,imagined_reward_sum_mean_goal_range_mean,imagined_reward_sum_mean_goal_std_mean,imagined_reward_sum_mean_nonmatching_mean,imagined_stop_posterior_sample_rate_factual_mean,imagined_stop_posterior_sample_rate_goal_range_mean,imagined_stop_posterior_sample_rate_goal_std_mean,imagined_stop_posterior_sample_rate_nonmatching_mean,incomplete_goal_sweeps,minimum_goal_value_mean,online_value_start_mean_factual_mean,online_value_start_mean_goal_range_mean,online_value_start_mean_goal_std_mean,online_value_start_mean_nonmatching_mean,proposal,raw_rows,return_mean_factual_mean,return_mean_goal_range_mean,return_mean_goal_std_mean,return_mean_nonmatching_mean,reward_only_bootstrap_within_anchor_correlation,reward_only_mean_factual_mean,reward_only_mean_goal_range_mean,reward_only_mean_goal_std_mean,reward_only_mean_nonmatching_mean,reward_only_return_within_anchor_correlation,reward_only_value_within_anchor_correlation,reward_sum_return_within_anchor_correlation,scope,seed,slow_value_start_mean_factual_mean,slow_value_start_mean_goal_range_mean,slow_value_start_mean_goal_std_mean,slow_value_start_mean_nonmatching_mean,step
1.0,88,current_old_50_50,2.2528087400176022,1.2480372084680482,0.39515402834797386,2.010276514646599,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",6,0.0003551136363636364,0.0003551136363636364,0.0001323430384410387,0.00028409090909090913,0.0003590462347657112,0.0005605026714765996,0.00017157559276694434,0.00043228318656222015,0.016335227272727272,0.03196022727272727,0.010241230946844098,0.018039772727272727,0,1.2807475165887312,2.3186000775207174,2.314161100170829,0.7375429497229498,1.9497410560196096,recorded,528,2.2531303802625136,1.2485222433175196,0.3952693692896133,2.010655821876195,0.064879435431931,0.0003216402449117257,0.00048518446798966503,0.00014879042168572092,0.0003793072295954334,0.0674232314436904,0.0662216982413187,0.06591175503133506,all_slots,0,2.2427225681868466,2.2007123326713387,0.7115346379871043,1.8775264517827468,600000
1.0,83,current_old_50_50,2.188293289435611,1.1979065449315824,0.3806612710249184,1.9199860366787649,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",15,0.0007530120481927711,0.0011295180722891566,0.000399044528308073,0.0007530120481927711,0.0006702600546742519,0.0009686780781538642,0.00031781880715911584,0.0008176763978145757,0.07643072289156627,0.05233433734939759,0.01707071986317079,0.08124999999999999,0,1.2737757628222546,2.346018646136824,2.3484479907047318,0.7490573148100901,1.946231503084482,recorded,498,2.1886589177149482,1.1984881807877548,0.3807927851311687,1.920445861299585,0.11169257365625591,0.00036562827933707176,0.0005817309349987323,0.00018980076112543737,0.00045982462082030956,0.11386548568791482,0.124951423115173,0.10293927365505352,all_slots,0,2.271501479378666,2.2343415682574355,0.7227840748993717,1.8754551356097302,600000
0.3763440860215054,186,current_old_50_50,1.1059797561719376,0.16731232563465254,0.06261263233428278,1.0958025724420999,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.00016801075268817206,0.0015120967741935483,0.0006547571097160574,0.00044802867383512545,0.00019014175842253176,0.00141660058092248,0.0006130992843210919,0.00040970142594710273,0.00016801075268817206,0.0015120967741935483,0.0006547571097160573,0.00044802867383512545,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.19198314222965568,1.0053989255273428,actor,744,1.1061698979246315,0.16824720102432505,0.06291790576318332,1.096212273888175,0.06902070933199955,0.00019014175269400763,0.001416600635549855,0.0006130993079709552,0.00040970144607495394,0.11823072952155765,0.12749307000631058,0.11823073334476256,trained,0,1.0378835138574403,0.531744432485392,0.1954712843562594,0.991046258712381,800000
0.3763440860215054,186,current_old_50_50,1.1493970497484678,0.11241247764563514,0.042043937076249635,1.1336037152329395,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0003360215053763441,0.0018481182795698926,0.0008002586896529591,0.0005040322580645161,0.0006938995135995269,0.0022568808980472114,0.0009681631886394403,0.0005493575637522204,0.0003360215053763441,0.0016801075268817205,0.0007275078996845082,0.00044802867383512545,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.19198314222965568,1.0053989255273428,actor,744,1.150029744024973,0.11398505381231726,0.042636008628662306,1.134133638457306,0.09660393704851576,0.0006326942765050331,0.0021449958993141724,0.0009205993239839915,0.0005299232243664831,0.18663000838873695,0.15195963077383082,0.1902919781962239,trained,0,1.0378835138574403,0.531744432485392,0.1954712843562594,0.991046258712381,800000
0.3763440860215054,186,current_old_50_50,1.1597454429761453,0.09758162234677431,0.03633483552033641,1.1452276114074467,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",6,0.0005040322580645161,0.004704301075268817,0.0020153209893117086,0.0014560931899641576,0.0015368970616729523,0.006026098626648615,0.0025330336892691535,0.0017503201725064532,0.0003360215053763441,0.0021841397849462364,0.0009682694423411311,0.0007280465949820788,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.19198314222965568,1.0053989255273428,actor,744,1.1610278161095322,0.10217430775525346,0.03807968552530146,1.146679389993743,0.15268322905244922,0.0012823731333867676,0.005043114952808277,0.00212407721731749,0.0014517785862966741,0.3589778819519641,0.12122025005634174,0.35145356746870376,trained,0,1.0378835138574403,0.531744432485392,0.1954712843562594,0.991046258712381,800000
0.3763440860215054,186,current_old_50_50,1.1553144056419258,0.0979980516878051,0.037543435127840266,1.1438421238654544,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",15,0.006888440860215054,0.0198252688172043,0.008459118403871075,0.006328405017921147,0.014182989950106608,0.03563177722989193,0.014936699917329032,0.010818464242433786,0.003192204301075269,0.00655241935483871,0.0028423787509308913,0.0021281362007168456,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.19198314222965568,1.0053989255273428,actor,744,1.163182275029352,0.11726565897549225,0.04452690853469398,1.1502209348794759,0.22598496453667227,0.0078678693874263,0.02111589866769016,0.008834087677141616,0.006378811014021538,0.6041682192334094,0.1697115269934817,0.5983307324888383,trained,0,1.0378835138574403,0.531744432485392,0.1954712843562594,0.991046258712381,800000
0.3763440860215054,186,current_old_50_50,1.1059797561719376,0.16731232563465254,0.06261263233428278,1.0958025724420999,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.00016801075268817206,0.0015120967741935483,0.0006547571097160574,0.00044802867383512545,0.00019014175842253176,0.00141660058092248,0.0006130992843210919,0.00040970142594710273,0.00016801075268817206,0.0015120967741935483,0.0006547571097160573,0.00044802867383512545,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.19198314222965568,1.0053989255273428,actor,744,1.1061698979246315,0.16824720102432505,0.06291790576318332,1.096212273888175,0.06902070933199955,0.00019014175269400763,0.001416600635549855,0.0006130993079709552,0.00040970144607495394,0.11823072952155765,0.12749307000631058,0.11823073334476256,trained,0,1.0378835138574403,0.531744432485392,0.1954712843562594,0.991046258712381,800000
0.1111111111111111,90,current_old_50_50,1.1287719368586684,0.12282052551393574,0.04564521378865507,1.1178535328947732,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0006944444444444445,0.0038194444444444443,0.0016538679586161151,0.0010416666666666667,0.0010793092092123264,0.004200852642076974,0.0018013758703110002,0.0010958684349214078,0.0006944444444444445,0.003472222222222222,0.0015035163260146503,0.0009259259259259259,0,0.4508086942550209,1.0108700760122802,0.9016584545787838,0.3303647481055275,0.9388537938396138,actor,360,1.1297564353468879,0.12566268536722155,0.04670978711459734,1.1189110980213473,0.12209587619477201,0.000984498488219552,0.004006456465977952,0.0017189750557796565,0.0010575651265740435,0.24135808989138996,0.15831212553395796,0.2462148069276715,trained,0,1.0033312780161698,0.915354128016366,0.33516044518229365,0.9312806370357671,800000
0.11363636363636363,88,current_old_50_50,1.1308908563007096,0.10313770861979114,0.03860515563961952,1.118120948173624,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",6,0.0007102272727272727,0.004616477272727273,0.00199899329708766,0.0013020833333333333,0.0013444248580037595,0.00546635732879186,0.0023391230786573955,0.001461659088483509,0.0007102272727272727,0.004261363636363636,0.0018690126849482999,0.0013020833333333333,0,0.45662508087910036,1.0001916812140157,0.8929272429932925,0.32717404749991386,0.9423222111142947,actor,352,1.1320972254601824,0.1072773042470644,0.040176875628789445,1.1194782719167335,0.21714928648127255,0.0012063691594729096,0.0050489268746127195,0.002162036790978115,0.0013573237431097564,0.3665542670958756,0.19240614466839925,0.3739805361818653,trained,0,0.99253967768428,0.9066336791623723,0.3320052879569134,0.9350007515344205,800000
0.10843373493975904,83,current_old_50_50,1.1163582094605247,0.09965309443122657,0.038072365775721755,1.1032577753694586,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",15,0.0030120481927710845,0.012048192771084338,0.005255034353239343,0.003765060240963855,0.007375230389439497,0.02083625799450617,0.008688908996466219,0.006117087171527584,0.0018825301204819277,0.00677710843373494,0.0029597951551836327,0.002259036144578313,0,0.44229840922606994,0.9932690350316375,0.9071013699902828,0.3321934038379676,0.9354192940106834,actor,332,1.120884342440837,0.11218922272790097,0.042672280830972915,1.1071960676784063,0.31755219792968925,0.004526132980312071,0.013537658103567407,0.005653225902067884,0.0039382923089475354,0.5373501034568668,0.28081918149056445,0.538746376083137,trained,0,0.9864051078996027,0.9198696317083864,0.3367378114466675,0.9285816168150748,800000
0.3763440860215054,186,current_old_50_50,0.8312950715627032,0.20106652444800488,0.07787675956509062,0.8530623905705667,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.039146505376344086,0.04586693548387097,0.01930122319484076,0.02139336917562724,0.04180067475744995,0.04251223297874176,0.017491680388841687,0.0286808380479696,0.1827956989247312,0.0667002688172043,0.028693432090108925,0.16549059139784947,0,0.7254873374176602,1.0516351824125616,0.5221369634232214,0.19198947653245743,1.0053843701839127,recorded,744,0.8730957466316329,0.2233964505411407,0.08623885999942314,0.8817432284375448,-0.12417250238203338,0.04180067506892973,0.04251223302763783,0.01749168040591066,0.02868083786697826,0.304828908955116,0.06376039149498103,0.3048289096958964,trained,0,1.037899877235133,0.5316822580312208,0.19544744322123564,0.9910693885591615,800000
0.1111111111111111,90,current_old_50_50,1.03534384849497,0.1293349613133924,0.04800387012971832,1.0236487723938736,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0,0.0,0.0,0.0,6.035493917107498e-05,0.0001675721210017874,7.073820654162407e-05,4.0810224004316924e-05,0.0,0.016666666666666666,0.007216878364870323,0.005555555555555556,0,0.4508280758642488,1.0108524767474996,0.9016310342897972,0.330350534927622,0.9388602473117688,recorded,360,1.035398331094849,0.12948447714494413,0.048058690439446376,1.0236864168435926,0.23444587241790915,5.44825998790693e-05,0.0001534800242879435,6.478869878684005e-05,3.764444971907363e-05,0.23886524104120405,0.1447774516154043,0.2367137749374709,trained,0,1.0033013525108496,0.9152608616484537,0.3351298583353412,0.9312767356910087,800000
0.11363636363636363,88,current_old_50_50,1.0173429678972417,0.10969073497587122,0.04107475148796688,1.009668316604387,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",6,0.0,0.0,0.0,0.0,0.0001147243397581412,0.0008867779323156693,0.0003754984133694487,0.0002795843143572383,0.0,0.017045454545454544,0.0073808983277082844,0.005681818181818182,0,0.45663183635439386,1.0001756028610875,0.892914187036116,0.3271656109292449,0.9423260731679022,recorded,352,1.017439640280056,0.11039731126564473,0.04135802157347274,1.0098918424942227,0.4573933114083791,9.66723828144684e-05,0.0007131795538740406,0.00030195240147086824,0.00022352588983566023,0.49281735763319556,0.0462364643487939,0.4912642975642675,trained,0,0.9925157938321884,0.9065541807900775,0.33197843631853236,0.9349881246065102,800000
0.10843373493975904,83,current_old_50_50,0.9654991816796101,0.11404314616266353,0.04288478465203536,0.9629959932433473,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",15,0.0007530120481927711,0.0011295180722891566,0.0005143167935935387,0.0007530120481927711,0.0010729010906873962,0.002559881644231026,0.0010327617403905983,0.0011425683081061136,0.03426204819277109,0.045180722891566265,0.0186231916019915,0.031249999999999993,0,0.44229840922606994,0.9932690350316375,0.9071013699902828,0.3321934038379676,0.9354192940106834,recorded,332,0.9660649458330252,0.11435107369655288,0.04302746554566744,0.9635544211518569,0.09727768514734693,0.0005657641534152108,0.0011937472012933563,0.0004829800011234311,0.0005584279085094687,0.13185880113906004,0.14851941470834742,0.11901088234691592,trained,0,0.9864051078996027,0.9198696317083864,0.3367378114466675,0.9285816168150748,800000
0.3763440860215054,186,current_old_50_50,1.1059797561719376,0.1685900508649938,0.053008785051961806,1.0887748543784181,all,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",1,0.00016801075268817206,0.0015120967741935483,0.0005801123136409194,0.0003024193548387097,0.00019014175842253176,0.0014166048213336468,0.0005335456263954094,0.00029379804054099564,0.00016801075268817206,0.003696236559139785,0.0014591142394127462,0.0010080645161290322,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.16172629655637566,0.9950765061803082,actor,1116,1.1061698979246315,0.16941750170328976,0.05324182828610126,1.0890686524314996,0.05169107987656974,0.00019014175269400763,0.0014166048759614908,0.0005335456479295375,0.00029379805308151483,0.10185473649697059,0.11643914897127709,0.10185473980140242,all_slots,0,1.0378835138574403,0.531744432485392,0.1647556520033883,0.980401093853257,800000
0.3763440860215054,186,current_old_50_50,1.1493970497484678,0.11440455919348512,0.03603258644036074,1.1294836315907917,all,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",3,0.0003360215053763441,0.0018481182795698926,0.0006918455279024964,0.0003360215053763441,0.0006938995135995269,0.002256923088279403,0.0008306824427523579,0.0003854277503390418,0.0003360215053763441,0.003864247311827957,0.0015254844945160934,0.001075268817204301,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.16172629655637566,0.9950765061803082,actor,1116,1.150029744024973,0.11589320079673329,0.036503149146085996,1.1298565162191432,0.09619311619125344,0.0006326942765050331,0.0021450335177976643,0.0007901554409096758,0.000372884628351644,0.18412567590160034,0.1413880353465359,0.1905822754798475,all_slots,0,1.0378835138574403,0.531744432485392,0.1647556520033883,0.980401093853257,800000
0.3763440860215054,186,current_old_50_50,1.1597454429761453,0.10027413035241109,0.03149507760606006,1.14121946963626,all,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",6,0.0005040322580645161,0.004704301075268817,0.0016978308279826722,0.0011760752688172046,0.0015368970616729523,0.006034475902734075,0.0021771220844817273,0.0016974099218087459,0.0003360215053763441,0.004704301075268817,0.0018883154009127706,0.0014784946236559141,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.16172629655637566,0.9950765061803082,actor,1116,1.1610278161095322,0.10476881504920174,0.03292676016651216,1.1425965423012547,0.1360343947371484,0.0012823731333867676,0.0050494055279395565,0.0018248685536186352,0.0013770726649947097,0.3366138147164856,0.10867133512912223,0.3298014555319062,all_slots,0,1.0378835138574403,0.531744432485392,0.1647556520033883,0.980401093853257,800000
0.3763440860215054,186,current_old_50_50,1.1553144056419258,0.10188181722558128,0.033394470064592785,1.1373425941558222,all,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",15,0.006888440860215054,0.02200940860215054,0.008652265331882488,0.008837365591397849,0.014182989950106608,0.037806977520429844,0.013945800816764952,0.014411376877077758,0.003192204301075269,0.010920698924731184,0.004411176888244537,0.004200268817204301,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.16172629655637566,0.9950765061803082,actor,1116,1.163182275029352,0.12044542844630445,0.03890867515189488,1.1454045194307547,0.14751510396294995,0.0078678693874263,0.022119482239973745,0.00807511135988666,0.008061925274932536,0.5458521345073395,0.14949613189681685,0.5221991308855664,all_slots,0,1.0378835138574403,0.531744432485392,0.1647556520033883,0.980401093853257,800000
0.3763440860215054,186,current_old_50_50,1.1059797561719376,0.1685900508649938,0.053008785051961806,1.0887748543784181,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",1,0.00016801075268817206,0.0015120967741935483,0.0005801123136409194,0.0003024193548387097,0.00019014175842253176,0.0014166048213336468,0.0005335456263954094,0.00029379804054099564,0.00016801075268817206,0.003696236559139785,0.0014591142394127462,0.0010080645161290322,0,0.7255244814260031,1.0516750046642878,0.5221116770339268,0.16172629655637566,0.9950765061803082,actor,1116,1.1061698979246315,0.16941750170328976,0.05324182828610126,1.0890686524314996,0.05169107987656974,0.00019014175269400763,0.0014166048759614908,0.0005335456479295375,0.00029379805308151483,0.10185473649697059,0.11643914897127709,0.10185473980140242,all_slots,0,1.0378835138574403,0.531744432485392,0.1647556520033883,0.980401093853257,800000
0.1111111111111111,90,current_old_50_50,1.1287719368586684,0.12693651883113705,0.039965938254006905,1.1109239600754988,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",3,0.0006944444444444445,0.0038194444444444443,0.0014298140909984923,0.0006944444444444445,0.0010793092092123264,0.004200869870332576,0.0015471187361901651,0.0007614029831069561,0.0006944444444444445,0.00798611111111111,0.0031526679553332596,0.0022222222222222222,0,0.4508086942550209,1.0108700760122802,0.9016584545787838,0.27873160496854493,0.9197574848102197,actor,540,1.1297564353468879,0.12960579080148515,0.04080451659025975,1.1116610014008428,0.11847917801537705,0.000984498488219552,0.004006471274805104,0.0014769722532334464,0.0007370413253441255,0.2313647193050582,0.14717448544330333,0.23981660109680436,all_slots,0,1.0033312780161698,0.915354128016366,0.28288916090084115,0.9123448952370219,800000
0.11363636363636363,88,current_old_50_50,1.1308908563007096,0.10881971501103802,0.03469318949529501,1.1117151305478161,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",6,0.0007102272727272727,0.004616477272727273,0.00172699594267599,0.0008522727272727274,0.0013444248580037595,0.005469903472218924,0.0019952563298513723,0.0010902425788188372,0.0007102272727272727,0.009232954545454546,0.0036564077502310903,0.0026988636363636364,0,0.45662508087910036,1.0001916812140157,0.8929272429932925,0.27614731017507554,0.9226914168928158,actor,528,1.1320972254601824,0.11275237475768712,0.03593801390762586,1.1127190061236796,0.19766593108289074,0.0012063691594729096,0.005051530150443352,0.0018459160310841667,0.001003875575863724,0.33235696727315983,0.1778150542320553,0.3428017961256268,all_slots,0,0.99253967768428,0.9066336791623723,0.28031371235089675,0.9155943266708743,800000
0.10843373493975904,83,current_old_50_50,1.1163582094605247,0.10684096057559832,0.03513062430093252,1.095166246989202,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",15,0.0030120481927710845,0.01355421686746988,0.00562238640600835,0.00496987951807229,0.007375230389439497,0.021558967102693692,0.00797334204698942,0.0074737432606023545,0.0018825301204819277,0.012801204819277108,0.005152365842434624,0.004216867469879518,0,0.44229840922606994,0.9932690350316375,0.9071013699902828,0.2806690179691838,0.9137614027383814,actor,498,1.120884342440837,0.11912305011971563,0.03881578807609733,1.099648968408048,0.2443656091329902,0.004526132980312071,0.013926734682527418,0.005104425629538331,0.004482721418845803,0.45547903230434744,0.2545849299930693,0.4454161698446732,all_slots,0,0.9864051078996027,0.9198696317083864,0.2846341842375829,0.9071992659425161,800000
0.3763440860215054,186,current_old_50_50,0.8312950715627032,0.20127147927366604,0.0665647627280363,0.8364466103354748,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",1,0.039146505376344086,0.046875,0.018029208603080615,0.029233870967741934,0.04180067475744995,0.04286503719731087,0.015903790617204486,0.03557085082379,0.1827956989247312,0.0667002688172043,0.02473063900481549,0.17268145161290321,0,0.7254873374176602,1.0516351824125616,0.5221369634232214,0.161732111972167,0.9950619807887461,recorded,1116,0.8730957466316329,0.2239409484125321,0.07423575753280234,0.8720174611181567,-0.13354679581465553,0.04180067506892973,0.04286503734134205,0.015903790690343235,0.03557085078268181,0.32331524302108716,0.05083889659855011,0.32331524268426554,all_slots,0,1.037899877235133,0.5316822580312208,0.16473452861032314,0.9804282288277343,800000
0.1111111111111111,90,current_old_50_50,1.03534384849497,0.1293365481720339,0.040196552345747906,1.0186682938548566,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",3,0.0,0.0,0.0,0.0,6.035493917107498e-05,0.0001675721210017874,5.828262019587346e-05,4.589291966327833e-05,0.0,0.016666666666666666,0.006071982252189108,0.0038194444444444443,0,0.4508280758642488,1.0108524767474996,0.9016310342897972,0.27872024802238243,0.9197630211876497,recorded,540,1.035398331094849,0.12948575485344838,0.040239763799738607,1.0187104382170677,0.22441768566448977,5.44825998790693e-05,0.0001534800242879435,5.337585087064422e-05,4.214436221144968e-05,0.22876285766086202,0.13940411989312426,0.22663933669842737,all_slots,0,1.0033013525108496,0.9152608616484537,0.28286151964113,0.9123501553469234,800000
0.11363636363636363,88,current_old_50_50,1.0173429678972417,0.10969306993060252,0.03454854532120465,1.004256984196722,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",6,0.0,0.0,0.0,0.0,0.0001147243397581412,0.0008867779323156693,0.0003079196903912246,0.00028307879129570493,0.0,0.017045454545454544,0.00620998184882977,0.00390625,0,0.45663183635439386,1.0001756028610875,0.892914187036116,0.27613987672048523,0.9226985599337655,recorded,528,1.017439640280056,0.11039962775465197,0.03477135170176713,1.00448369817671,0.43696663049886814,9.66723828144684e-05,0.0007131795538740406,0.00024762668619611396,0.00022671397998821335,0.4723629392527878,0.044472213380103015,0.470704775999249,all_slots,0,0.9925157938321884,0.9065541807900775,0.2802912816763187,0.9155846483666789,800000
0.10843373493975904,83,current_old_50_50,0.9654991816796101,0.11453380939577779,0.03714967132098687,0.9536893842280104,paired_recorded,"0,1,2,3,4,5","go_to_door,fetch,go_to_object,put_near,unlock_pickup,pickup_dist",15,0.0007530120481927711,0.0011295180722891566,0.0004581176631366572,0.0007530120481927711,0.0010729010906873962,0.002559881644231026,0.0008980182063733587,0.0013853407584590483,0.03426204819277109,0.04631024096385542,0.016604495133572286,0.033734939759036145,0,0.44229840922606994,0.9932690350316375,0.9071013699902828,0.2806690179691838,0.9137614027383814,recorded,498,0.9660649458330252,0.11484050465711197,0.03720562735688752,0.9543586828112435,0.003559969300068998,0.0005657641534152108,0.0011937472012933563,0.00041834968495961647,0.0006692985832327996,0.0386933108067984,0.13583816930081677,0.02851834147869525,all_slots,0,0.9864051078996027,0.9198696317083864,0.2846341842375829,0.9071992659425161,800000
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36613805970149255,0.0701181592039801,0.027980774597491986,0.36473880597014924,0,0.0,0.0,0.0,0.0,0.0,actor,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887437810945274,0.07338308457711443,0.029240612365527267,0.6892620232172472,0,0.0,0.0,0.0,0.0,0.0,actor,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8821517412935324,0.05503731343283582,0.022361726895441834,0.8822035655058044,0,0.0,0.0,0.0,0.0,0.0,actor,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,all,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911380597014925,0.008706467661691543,0.0038207034843862502,0.9909307628524047,0,0.0,0.0,0.0,0.0,0.0,actor,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36613805970149255,0.0701181592039801,0.027980774597491986,0.36473880597014924,0,0.0,0.0,0.0,0.0,0.0,actor,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,95,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7993421052631579,0.06842105263157895,0.027545630451546548,0.7987938596491228,0,0.0,0.0,0.0,0.0,0.0,actor,380,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,90,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9357638888888888,0.036458333333333336,0.015130693438617388,0.9385416666666667,0,0.0,0.0,0.0,0.0,0.0,actor,360,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,66,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966856060606061,0.004261363636363636,0.0019086595233170146,0.9949494949494948,0,0.0,0.0,0.0,0.0,0.0,actor,264,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,201,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558768656716418,0.06887437810945274,0.027896197969172733,0.35748341625207297,0,0.0,0.0,0.0,0.0,0.0,recorded,804,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
0.0,95,current_old_50_50,0.0,0.0,0.0,0.0,paired_recorded,"0,1,2,3","go_to_door,fetch,go_to_object,put_near",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095394736842105,0.07039473684210526,0.027977811858702285,0.8104166666666666,0,0.0,0.0,0.0,0.0,0.0,recorded,380,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,trained,1,0.0,0.0,0.0,0.0,0
