all_goal_value_over_threshold_anchor_rate,anchors,arm,bootstrap_mean_factual_mean,bootstrap_mean_goal_range_mean,bootstrap_mean_goal_std_mean,bootstrap_mean_nonmatching_mean,comparison_scope,horizon,imagined_reward_event_posterior_sample_rate_factual_mean,imagined_reward_event_posterior_sample_rate_goal_range_mean,imagined_reward_event_posterior_sample_rate_goal_std_mean,imagined_reward_event_posterior_sample_rate_nonmatching_mean,imagined_reward_sum_mean_factual_mean,imagined_reward_sum_mean_goal_range_mean,imagined_reward_sum_mean_goal_std_mean,imagined_reward_sum_mean_nonmatching_mean,imagined_stop_posterior_sample_rate_factual_mean,imagined_stop_posterior_sample_rate_goal_range_mean,imagined_stop_posterior_sample_rate_goal_std_mean,imagined_stop_posterior_sample_rate_nonmatching_mean,incomplete_goal_sweeps,jobs,minimum_goal_value_mean,online_value_start_mean_factual_mean,online_value_start_mean_goal_range_mean,online_value_start_mean_goal_std_mean,online_value_start_mean_nonmatching_mean,proposal,raw_rows,return_mean_factual_mean,return_mean_goal_range_mean,return_mean_goal_std_mean,return_mean_nonmatching_mean,reward_only_bootstrap_within_anchor_correlation,reward_only_mean_factual_mean,reward_only_mean_goal_range_mean,reward_only_mean_goal_std_mean,reward_only_mean_nonmatching_mean,reward_only_return_within_anchor_correlation,reward_only_value_within_anchor_correlation,reward_sum_return_within_anchor_correlation,scope,slow_value_start_mean_factual_mean,slow_value_start_mean_goal_range_mean,slow_value_start_mean_goal_std_mean,slow_value_start_mean_nonmatching_mean,step
0.4321115247945377,192.66666666666666,current_old_50_50,1.9671918957659404,1.490709285992154,0.504208061468939,1.7187821142275241,all,15,0.1202458484263365,0.08981282592974442,0.03087750841624083,0.11852121373933126,0.33672008849694257,0.35753688531562716,0.1193948211562555,0.36406213310682783,0.15818768375232437,0.2216853326608527,0.08637259455118007,0.21669941631285114,0.0,3,1.060744339927702,1.7656648952864638,1.66075585177326,0.5385578570037247,1.5550143907280676,actor,1156.0,2.041865886799942,1.5162832556729908,0.5121603251237916,1.7918818490036752,0.06986905027037756,0.07467399103400135,0.07458104374503988,0.025279879326458907,0.0730997347761512,0.1655197945181012,0.16002290858412305,-0.014133632759755951,all_slots,1.7428822539520745,1.6303322082681335,0.5307169873112692,1.533521096365768,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.9531746788920739,1.596146081542568,0.5293086466075135,1.7203687960650405,paired_recorded,1,0.0022365810563239647,0.016152603040643206,0.006050467941928404,0.004868111449732143,0.0034396848434055695,0.019159344567596798,0.007046646253777978,0.005568049448540751,0.008205590720047232,0.07504819012800659,0.031841067379933585,0.03591204171676662,0.0,3,1.060744339927702,1.7656648952864638,1.66075585177326,0.5385578570037247,1.5550143907280676,actor,1156.0,1.956614363794025,1.6095968879632638,0.5336551404243821,1.7259368455504571,0.09751791188264526,0.003439684901951335,0.01915934467857629,0.007046646312516092,0.005568049485416421,0.12045165033276356,0.16805837267010712,0.12045165188144365,all_slots,1.7428822539520745,1.6303322082681335,0.5307169873112692,1.533521096365768,600000
0.3368421052631579,92.0,current_old_50_50,1.9703091297704634,1.8720492391540502,0.6291970943388715,1.7086681034740832,paired_recorded,3,0.018584923848081743,0.038062704839020634,0.014225556985162266,0.02524966261808367,0.029545679762561713,0.05280017362747613,0.019166985466566932,0.036644895437084095,0.0438945922498554,0.19747458925090502,0.0835848194012449,0.11307336182336182,0.0,3,0.841664313699292,1.6660753620414475,2.1862750856671016,0.7057173686495433,1.4850612311809537,actor,552.0,1.9902915726068722,1.8986419410535946,0.6376454873784346,1.7327081150131447,0.151495082555254,0.019982442836408956,0.04403376809608417,0.016019067658745233,0.024040011539061306,0.19660972988248526,0.28250514879047095,0.17027251022192588,all_slots,1.6323486294754674,2.137373703859527,0.6941515176618337,1.4533303712578416,600000
0.337037037037037,87.66666666666667,current_old_50_50,2.0225707594029756,1.8310922501812075,0.6190124047214867,1.75265749142498,paired_recorded,6,0.026559095860566446,0.047760076252723306,0.0175083231929892,0.030950435729847497,0.06583240440608924,0.08086813741268747,0.028460950970048554,0.07334833007634732,0.0628199891067538,0.2365705152010299,0.0982421361550276,0.14059538398692809,0.0,3,0.8417581084394814,1.6789353195405947,2.1839201841248834,0.7046456344569457,1.484060399213931,actor,526.0,2.0493539801484677,1.8562838427400443,0.6276277947239054,1.780336253827139,0.1815159197972943,0.026783220745491814,0.05158585161862736,0.018303543874994183,0.027678762402159208,0.23154354370369765,0.30089906959233054,0.13476530287003072,all_slots,1.6451205912864568,2.1351193874637593,0.693132720494202,1.4520730827996982,600000
0.3383838383838384,70.33333333333333,current_old_50_50,2.1354532906305477,2.006385495329552,0.6799709671036882,1.7800567589771588,paired_recorded,15,0.072886119257087,0.0815615835777126,0.028367101148322197,0.0782553356142066,0.2278227632879639,0.23056974238334052,0.07828682724118467,0.23156448671121002,0.14100175138481588,0.30774865100676413,0.12196597491780568,0.21384409828954132,0.0,3,0.8388466797281632,1.7951857585281836,2.219290236841396,0.7144747100181567,1.4820119737803459,actor,422.0,2.188933804609549,2.0317906703587822,0.6883076995454256,1.8268418835116715,0.19074059127018517,0.053480513979000686,0.062212681519216495,0.02187840149225175,0.04678512453451213,0.2469013157884783,0.24773655911981018,-0.07674352792647,all_slots,1.760100109137167,2.17142224717598,0.7033977010382118,1.4506718880295038,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.4592153436358073,1.3673063794558065,0.4542842117111756,1.2901704002373628,paired_recorded,1,0.04834157006584484,0.018274704315779655,0.006708358535415358,0.044684450677704206,0.045554999579514754,0.015555016432101438,0.005652938592848947,0.0435847209626349,0.20766325528384652,0.10482293747162404,0.03791715669366665,0.18842058391541702,0.0,3,1.0606980436652986,1.7657085256249612,1.6609078881686983,0.5386044720975354,1.555043440420224,recorded,1156.0,1.5047703428424102,1.3778719517532958,0.45706408332275134,1.3337551211343852,-0.040098048871372416,0.04555499920660291,0.015555016649598524,0.005652938636294606,0.04358472089702226,0.016984323259927676,0.05904193913428574,0.016984323252917526,all_slots,1.7428110711462406,1.6299550301104724,0.5305793789001678,1.5333792429168718,600000
0.3368421052631579,92.0,current_old_50_50,1.6370297207227622,1.2895994037138696,0.4230419937464489,1.4649020286540473,paired_recorded,3,0.0006639863547758285,0.0006639863547758285,0.00025703570699870987,0.0005311890838206628,0.001449206437048205,0.0012305508852903156,0.0004766187192386678,0.0011950975475143058,0.02287984919563867,0.024651505901505902,0.008485694943417716,0.021055871516397835,0.0,3,0.8415530106065164,1.6660478363945834,2.1864536517420947,0.7057814434717673,1.4849797985909354,recorded,552.0,1.638366832925204,1.2899508760629654,0.42299593547661957,1.4659974281849601,-0.01474838565735064,0.0013371122024415712,0.0011314556193037508,0.00043859601943140996,0.00109539953091332,-0.01058955605211092,0.0005120240865791017,-0.012919974202953247,all_slots,1.632386606254857,2.1366275085387945,0.6938721376815589,1.4531415183048557,600000
0.337037037037037,87.66666666666667,current_old_50_50,1.5878549805890867,1.1235109685050864,0.36724845990286803,1.4395232297150902,paired_recorded,6,0.003937815656565656,0.00011837121212121212,4.41143461470129e-05,0.003914141414141414,0.0038244793785530908,0.0006048990705593069,0.00021487859724994614,0.0037462392685667385,0.0206275376312141,0.016821709744503862,0.0055954064235617836,0.02244980441671618,0.0,3,0.8416620358367277,1.6788802751115488,2.1840205422236814,0.7046830154192237,1.4839856124234734,recorded,526.0,1.5908737776161408,1.1239199214638134,0.36734424150725614,1.4424507848954644,0.07012200814905879,0.0030187970270543333,0.0005442496749525367,0.00019470466461594908,0.0029275551803741827,0.0725018859475506,0.0382840158285701,0.06850329318994235,all_slots,1.6451519635177456,2.1345131376653073,0.6929007922947795,1.4519455717893894,600000
0.3383838383838384,70.33333333333333,current_old_50_50,1.5522388780138616,1.0229130314274555,0.332767284807257,1.351972779674105,paired_recorded,15,0.0004088322988925399,0.0005445167767845576,0.00019562875342963408,0.0004424344494301743,0.0012069414020937494,0.0013962261643067353,0.0005149037424125674,0.0010780053221979065,0.042710737868384585,0.055389753049343016,0.019359982449880755,0.06761567285760835,0.0,3,0.8388466797281632,1.7951857585281836,2.219290236841396,0.7144747100181567,1.4820119737803459,recorded,422.0,1.553105942003891,1.0234951118176823,0.3328618838612927,1.3527056494317318,0.06324710304319943,0.0008670639900290205,0.0009360829127921631,0.00034798274917820286,0.0007328697576267601,0.06872496953100839,0.03872424492922427,0.06363355823117085,all_slots,1.760100109137167,2.17142224717598,0.7033977010382118,1.4506718880295038,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.9531746788920739,1.59526766454826,0.6285240488243845,1.778069619178641,all,1,0.0022365810563239647,0.015997130403827286,0.006901943938112631,0.0055933067356643195,0.0034396848434055695,0.019079867787231686,0.008131132274539217,0.006476774906027313,0.008205590720047232,0.07302585111793954,0.031007131119072755,0.02552649087548427,0.0,3,1.0608506127869644,1.7656648952864638,1.6606495789139977,0.6426132634596591,1.6204872443892067,actor,770.6666666666666,1.956614363794025,1.6089680839890759,0.6340671039575952,1.7845463941273705,0.12364768647827368,0.003439684901951335,0.019079867912075745,0.008131132333928847,0.006476774948729696,0.14513203268056168,0.18486422299273597,0.14513203493755902,trained,1.7428822539520745,1.6301474734724977,0.6330930400760195,1.600464258506368,600000
0.4321115247945377,192.66666666666666,current_old_50_50,2.02423393296968,1.448153702052221,0.5711971553756068,1.822315449325829,all,3,0.010500888670143623,0.024362915794556465,0.0102709342267265,0.014258803423256033,0.015814340320220267,0.035903796416109114,0.015004577060439917,0.02120755440239104,0.0238962265531544,0.11428291745125074,0.047693511952846025,0.046682292295395916,0.0,3,1.0608506127869644,1.7656648952864638,1.6606495789139977,0.6426132634596591,1.6204872443892067,actor,770.6666666666666,2.0352712810692823,1.4618615321290795,0.5771433185536786,1.8364533109954955,0.10850893978621774,0.011037348099602667,0.027881041571380685,0.01168985401101903,0.01413786166966624,0.15346654950044772,0.22223196367399836,0.10156503718314754,trained,1.7428822539520745,1.6301474734724977,0.6330930400760195,1.600464258506368,600000
0.4321115247945377,192.66666666666666,current_old_50_50,2.017257517510331,1.4046853767817158,0.5559676147345322,1.8120110752448186,all,6,0.04608757131277688,0.03741800466087061,0.0155025731878638,0.04898075431452395,0.08587563773162928,0.09646889662290083,0.038655654387097484,0.09863017806581259,0.06544160828324738,0.15681524802239996,0.06448515794931614,0.09462660175123183,0.0,3,1.0608506127869644,1.7656648952864638,1.6606495789139977,0.6426132634596591,1.6204872443892067,actor,770.6666666666666,2.0534620186038417,1.4276507936628677,0.5657198785190287,1.853236924470698,0.10083516102418079,0.03620450109351082,0.0486606700243107,0.019727689446486674,0.04122584922587926,0.1982023371090167,0.1819295931606464,0.09512033853369718,trained,1.7428822539520745,1.6301474734724977,0.6330930400760195,1.600464258506368,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.9671918957659404,1.4884646274421682,0.5920293121358237,1.7907529415306784,all,15,0.1202458484263365,0.08786819698025104,0.03466253346766,0.11598141129720796,0.33672008849694257,0.35300496796399766,0.1375369219407517,0.3516136634689035,0.15818768375232437,0.21667579739090956,0.08580764353262472,0.18325244519954972,0.0,3,1.0608506127869644,1.7656648952864638,1.6606495789139977,0.6426132634596591,1.6204872443892067,actor,770.6666666666666,2.041865886799942,1.5141065106047924,0.6016831752950978,1.8657296678462079,0.07242521772315651,0.07467399103400135,0.07378208535871353,0.029100663877021538,0.0749767263155293,0.17444579120543602,0.1661899774173746,-0.002437859485384155,trained,1.7428822539520745,1.6301474734724977,0.6330930400760195,1.600464258506368,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.9531746788920739,1.59526766454826,0.6285240488243845,1.778069619178641,paired_recorded,1,0.0022365810563239647,0.015997130403827286,0.006901943938112631,0.0055933067356643195,0.0034396848434055695,0.019079867787231686,0.008131132274539217,0.006476774906027313,0.008205590720047232,0.07302585111793954,0.031007131119072755,0.02552649087548427,0.0,3,1.0608506127869644,1.7656648952864638,1.6606495789139977,0.6426132634596591,1.6204872443892067,actor,770.6666666666666,1.956614363794025,1.6089680839890759,0.6340671039575952,1.7845463941273705,0.12364768647827368,0.003439684901951335,0.019079867912075745,0.008131132333928847,0.006476774948729696,0.14513203268056168,0.18486422299273597,0.14513203493755902,trained,1.7428822539520745,1.6301474734724977,0.6330930400760195,1.600464258506368,600000
0.3368421052631579,92.0,current_old_50_50,1.9703091297704634,1.869419251963966,0.7411020892501955,1.8037051870893095,paired_recorded,3,0.018584923848081743,0.03762410834779256,0.01590089544820178,0.02495943384101279,0.029545679762561713,0.052378511455239474,0.021802030485572294,0.036403715818395216,0.0438945922498554,0.1923523418589208,0.0801595460167754,0.08007440699326664,0.0,3,0.841664313699292,1.6660753620414475,2.1862750856671016,0.8429926618999962,1.5947232705570766,actor,368.0,1.9902915726068722,1.8966722792713888,0.7523081674360294,1.8280398151087789,0.1783403507392672,0.019982442836408956,0.04371933898037283,0.018340514878718128,0.024334628019469524,0.22435967184215075,0.305354985692403,0.20152663338060364,trained,1.6323486294754674,2.137373703859527,0.8284548976775209,1.5652208522674937,600000
0.337037037037037,87.66666666666667,current_old_50_50,2.0225707594029756,1.827078207068272,0.7264674212693465,1.8508867648224625,paired_recorded,6,0.026559095860566446,0.047052015250544664,0.019667710853752466,0.030492011619462595,0.06583240440608924,0.07999273827186947,0.0323842212609523,0.07197932012582393,0.0628199891067538,0.2295391104674193,0.0938810480139435,0.09999479063510928,0.0,3,0.8417581084394814,1.6789353195405947,2.1839201841248834,0.8417811841791852,1.5910414715987695,actor,350.6666666666667,2.0493539801484677,1.8527548705993337,0.7376787473187019,1.8789844368666018,0.20093093555013772,0.026783220745491814,0.0511222187275831,0.02109150178766832,0.028097672044139266,0.2535224249252026,0.3209968874512198,0.16405834749862808,trained,1.6451205912864568,2.1351193874637593,0.8273035954741236,1.5613738377761106,600000
0.3383838383838384,70.33333333333333,current_old_50_50,2.1354532906305477,2.0026835073768923,0.7972260219829366,1.8849991696828232,paired_recorded,15,0.072886119257087,0.0798152899967416,0.03167391761047036,0.07652804931030738,0.2278227632879639,0.22561316965063435,0.08798191171831611,0.22214571737603908,0.14100175138481588,0.30007487182356013,0.11810656051043278,0.15941760688894382,0.0,3,0.8388466797281632,1.7951857585281836,2.219290236841396,0.8545928294316174,1.5701493403853586,actor,281.3333333333333,2.188933804609549,2.02861169185331,0.8076582060631878,1.9324155582281568,0.20294740759261823,0.053480513979000686,0.06145292903756788,0.02481271451403563,0.047416388545333775,0.26210082401280826,0.261422763662268,-0.06881595524991078,trained,1.760100109137167,2.17142224717598,0.8406531177002873,1.541765494731241,600000
0.4321115247945377,192.66666666666666,current_old_50_50,1.4592153436358073,1.3665273312886859,0.5401703639354075,1.348010703227397,paired_recorded,1,0.04834157006584484,0.017718847845443166,0.007386607164715749,0.04177362211956226,0.045554999579514754,0.015204026005213077,0.006227654054875276,0.041155720640274514,0.20766325528384652,0.10440834377344825,0.043959986997632705,0.17608510383491352,0.0,3,1.060800521587348,1.7657085256249612,1.6608054102466487,0.6426696266412237,1.6205118290298965,recorded,770.6666666666666,1.5047703428424102,1.3770808909493966,0.5436990633016486,1.3891664239124424,-0.028465275850846284,0.04555499920660291,0.015204026230769075,0.0062276541424747395,0.0411557206850453,0.024540303442659377,0.07879099070463447,0.024540303274857966,trained,1.7428110711462406,1.6297739803586868,0.6329295358791921,1.600266963944459,600000
0.3368421052631579,92.0,current_old_50_50,1.6370297207227622,1.2893204123897555,0.5053539108045451,1.5152235891665393,paired_recorded,3,0.0006639863547758285,0.0005543372319688109,0.0002458800515618604,0.00036955815464587393,0.001449206437048205,0.0011645049576326093,0.0004940972827917217,0.0009376704462931225,0.02287984919563867,0.024541856778698884,0.009903374474886742,0.01889805086077016,0.0,3,0.8415530106065164,1.6660478363945834,2.1864536517420947,0.8430677183879132,1.5946528315178117,recorded,368.0,1.638366832925204,1.28967183629965,0.5053649544191364,1.5160827313067216,0.003831228401176915,0.0013371122024415712,0.0010728164474785426,0.0004558224216723135,0.000859142140181771,0.007491932323050186,0.011489859924920097,0.0050733944308304245,trained,1.632386606254857,2.1366275085387945,0.8281205585182295,1.5649483209437316,600000
0.337037037037037,87.66666666666667,current_old_50_50,1.5878549805890867,1.123471166432978,0.4390239896668519,1.4838602640142666,paired_recorded,6,0.003937815656565656,0.00011837121212121212,5.125623838686308e-05,0.0038983585858585854,0.0038244793785530908,0.0005962989556858862,0.0002394530677326842,0.0036614042001057875,0.0206275376312141,0.01670596900376312,0.006507102819245104,0.021522929457978474,0.0,3,0.8416620358367277,1.6788802751115488,2.1840205422236814,0.8418247402411936,1.5909719603826418,recorded,350.6666666666667,1.5908737776161408,1.1238801434450993,0.43916266706389906,1.4867089230574624,0.0825719309414522,0.0030187970270543333,0.0005376599831541575,0.00021734721131144862,0.0028486590431956037,0.08486130647869146,0.049743964879110425,0.08123080048688948,trained,1.6451519635177456,2.1345131376653073,0.8270267435455797,1.561178860540334,600000
0.3383838383838384,70.33333333333333,current_old_50_50,1.5522388780138616,1.0228091093721865,0.39805443902188825,1.3853888612315277,paired_recorded,15,0.0004088322988925399,0.0005445167767845576,0.00021583807449138842,0.0004230018804445544,0.0012069414020937494,0.0013728532913339312,0.0005616060352304442,0.0008530606017413891,0.042710737868384585,0.05428875816069754,0.022030376896126257,0.06488893419883508,0.0,3,0.8388466797281632,1.7951857585281836,2.219290236841396,0.8545928294316174,1.5701493403853586,recorded,281.3333333333333,1.553105942003891,1.023392937404356,0.3982175979636506,1.3859699597716888,0.0889057596700386,0.0008670639900290205,0.000925175872182861,0.0003832015522542663,0.0005810985401610043,0.09395741716138029,0.05981233167497246,0.09066953941194121,trained,1.760100109137167,2.17142224717598,0.8406531177002873,1.541765494731241,600000
0.3635420263989964,192.66666666666666,current_old_50_50,1.1853568614514398,0.48424150229741986,0.15675602302720973,1.2186767480956118,all,1,0.0002714403619463903,0.0020286408902960283,0.0008249730413177257,0.0008459355183212464,0.0005236094740894479,0.0034444340929537503,0.0013905183528500054,0.0017574180443575905,0.00016507862785940814,0.004665229417849109,0.0018011376806843637,0.0015353043233979295,0.0,3,0.7386409367323424,1.0936067809511394,0.7911694267168571,0.25445028584266266,1.1104364762328844,actor,1156.0,1.1858804709240192,0.48587126305247175,0.15742961344149645,1.2204341661440203,0.01894593517684681,0.0005236094725790168,0.003444434155520166,0.0013905183630528242,0.0017574180484085592,0.06133928578108561,0.07784084964947445,0.06133928813802164,all_slots,1.0851660278733484,0.7771467515017436,0.2505741424151265,1.1010443921369377,800000
0.3635420263989964,192.66666666666666,current_old_50_50,1.2271897787557575,0.4033598059366769,0.12952685486445228,1.239533235208486,all,3,0.006258467276296555,0.011977480476074843,0.004479494252128033,0.007517768501410081,0.0111982058335929,0.022078662501807674,0.008226118748095574,0.014295907050262208,0.00593938207403561,0.02245705216108278,0.00865987930350435,0.011587780080064688,0.0,3,0.7386409367323424,1.0936067809511394,0.7911694267168571,0.25445028584266266,1.1104364762328844,actor,1156.0,1.2340518649137353,0.4098486704255628,0.13225754160148337,1.2494904588523967,0.014119595864075874,0.006862086157977581,0.016296850996005304,0.0062226235865237255,0.009957223643911021,0.16152372895046915,0.12210333168847938,0.15647257621592822,all_slots,1.0851660278733484,0.7771467515017436,0.2505741424151265,1.1010443921369377,800000
0.3635420263989964,192.66666666666666,current_old_50_50,1.2207800498403827,0.3855087130464421,0.12345215163128744,1.219478991662013,all,6,0.03399267017807433,0.03216636340618587,0.011978593426336157,0.038186907570742806,0.07021192854152362,0.10118395308714306,0.03540554698846133,0.08714922934263446,0.0321173925452398,0.03548284166063787,0.013597243454076759,0.04122112723552199,0.0,3,0.7386409367323424,1.0936067809511394,0.7911694267168571,0.25445028584266266,1.1104364762328844,actor,1156.0,1.2501885502342498,0.42500574245703343,0.13720407398000734,1.2602062988501659,0.058560369371226835,0.029408500393867106,0.05937699153524471,0.02075504117393852,0.04072730718815296,0.42720360835173454,0.1160316308013844,0.34825880462683817,all_slots,1.0851660278733484,0.7771467515017436,0.2505741424151265,1.1010443921369377,800000
0.3635420263989964,192.66666666666666,current_old_50_50,1.1988759334478079,0.39350519630949415,0.1267022733806202,1.1867815891481401,all,15,0.0721277806696406,0.08011231543543332,0.029664661287617727,0.08400656232293467,0.20769808011084043,0.38325726454985,0.12898951273047646,0.27461754766348273,0.064663229796242,0.06458930524011144,0.02427941649474405,0.0830506826266685,0.0,3,0.7386409367323424,1.0936067809511394,0.7911694267168571,0.25445028584266266,1.1104364762328844,actor,1156.0,1.2628533847446544,0.4811581387428212,0.1572890200605299,1.2724699401253956,0.0876138581247582,0.06397745129684652,0.13629942243909512,0.047799321341685186,0.08568835097725545,0.5987549126911259,0.18661846435123064,0.5245514987447707,all_slots,1.0851660278733484,0.7771467515017436,0.2505741424151265,1.1010443921369377,800000
0.3635420263989964,192.66666666666666,current_old_50_50,1.1853568614514398,0.48424150229741986,0.15675602302720973,1.2186767480956118,paired_recorded,1,0.0002714403619463903,0.0020286408902960283,0.0008249730413177257,0.0008459355183212464,0.0005236094740894479,0.0034444340929537503,0.0013905183528500054,0.0017574180443575905,0.00016507862785940814,0.004665229417849109,0.0018011376806843637,0.0015353043233979295,0.0,3,0.7386409367323424,1.0936067809511394,0.7911694267168571,0.25445028584266266,1.1104364762328844,actor,1156.0,1.1858804709240192,0.48587126305247175,0.15742961344149645,1.2204341661440203,0.01894593517684681,0.0005236094725790168,0.003444434155520166,0.0013905183630528242,0.0017574180484085592,0.06133928578108561,0.07784084964947445,0.06133928813802164,all_slots,1.0851660278733484,0.7771467515017436,0.2505741424151265,1.1010443921369377,800000
0.13879142300194933,92.0,current_old_50_50,1.170654850585388,0.4329749591490048,0.1382062875545689,1.1724888528895925,paired_recorded,3,0.012250712250712248,0.014203310091467988,0.004808431202505775,0.010120627423259003,0.019058285341159727,0.02226365515813622,0.007494549447093417,0.016092903155879953,0.011907305657305656,0.04146216235032025,0.015994004668893006,0.02219124199387357,0.0,3,0.47374438546312914,1.0116853678460107,1.1565968724572833,0.3722546584398741,1.020585381432736,actor,552.0,1.1811091983466173,0.43262877007233186,0.13803265514892324,1.181077022680032,0.05594450493193962,0.0104543477612295,0.012469833519603587,0.004264198293482439,0.00858816979043971,0.1682955637277731,0.14798546144254576,0.16952026466493986,all_slots,1.006279424851824,1.1319023423303043,0.3650109998745852,1.0234772762149034,800000
0.1415824915824916,87.66666666666667,current_old_50_50,1.1882290336505237,0.4059707138085968,0.12960976550571668,1.1710694059187368,paired_recorded,6,0.015480478807684689,0.021493891117052882,0.007537109879920362,0.01381214101802337,0.04563454749231254,0.06038893156210115,0.020103546977190034,0.04054930679631679,0.013962232620320855,0.047692302931273516,0.018391305486496527,0.025507464349376115,0.0,3,0.4739837383583024,1.0132659073076276,1.1519891501138728,0.3716746855092863,1.0178767399569344,actor,526.0,1.2023678020051178,0.4086807193556316,0.13077571899470844,1.1833033584251393,0.04891010522094019,0.014138768354594327,0.020144682048859292,0.007063477178029016,0.012233952506402718,0.20436830733444936,0.16217629734926856,0.18935485642729044,all_slots,1.0072906560726962,1.1279002258916007,0.36459975119461413,1.0207369136476656,800000
0.12200316417183887,70.33333333333333,current_old_50_50,1.16345769844375,0.41588741065807283,0.13342668805170102,1.0971701308973187,paired_recorded,15,0.03506946898051639,0.0583629729082508,0.02184742273798075,0.04748079561648353,0.12890612978039387,0.2147993182129316,0.0718484652180222,0.1511832469844929,0.02879222167261421,0.07193976296191608,0.02774360389942886,0.055071311639519956,0.0,3,0.4387097084344956,0.9954406619732702,1.1603826233610033,0.3753025581642315,0.9815691616274749,actor,422.0,1.1972323016873267,0.4438084315460032,0.1432642557427916,1.1364852739844078,0.10812793856430823,0.0337746032435768,0.06537204532690773,0.022700850064612837,0.039315143087089215,0.35654917945411785,0.2737295373749822,0.2714483447101754,all_slots,0.9884944308023248,1.1370999730675553,0.3686721334728221,0.9861912971820407,800000
0.3635420263989964,192.66666666666666,current_old_50_50,0.8620972435306573,0.577594145684758,0.1955772306055218,0.9254544355864907,paired_recorded,1,0.050694648380290745,0.026169463546143624,0.010110109924182698,0.04446939638910665,0.04793742759679714,0.025213227794805778,0.00926861909771945,0.04294373897070696,0.19010035709254214,0.10972653113282878,0.04479069655672154,0.15588371283956282,0.0,3,0.7385535417182655,1.0935721339778355,0.7913394466055691,0.25449085627898094,1.1103417953847972,recorded,1156.0,0.9100346709449157,0.5878879839417644,0.1986612147722894,0.9683981746757415,-0.09707072817415163,0.047937427414258445,0.025213227754780212,0.009268619084120798,0.04294373908925087,0.11508865231446914,0.022109632269081872,0.11508865151079417,all_slots,1.0851415281391372,0.7772586946330063,0.2506071407906123,1.10095643632372,800000
0.13879142300194933,92.0,current_old_50_50,1.0535350253255864,0.4637652170588909,0.15097240112153015,1.0705698336593874,paired_recorded,3,0.0004385964912280702,0.000986842105263158,0.0003936523981823468,0.0005263157894736842,0.0008966769176991192,0.0012402313204346812,0.0004607872730356997,0.0007224650224875456,0.018983757470599577,0.024758611271769166,0.009500743940023315,0.014714684681789944,0.0,3,0.47366317728859486,1.0116631478450022,1.1568106830417662,0.3723024943422537,1.0204519153042368,recorded,552.0,1.0543391963907995,0.4632920583769979,0.15081485220325733,1.071200731932511,-0.012432276908264128,0.0008041710652130233,0.0010952308993455442,0.0004070524520774723,0.0006308982731236388,-0.00032102965469093153,0.06165324183900939,0.0004903699587189095,all_slots,1.0062270212804805,1.1321144003955805,0.3650795152401778,1.0233670465048208,800000
0.1415824915824916,87.66666666666667,current_old_50_50,1.0477661534455829,0.377064536400028,0.12138559890274618,1.0414410742741345,paired_recorded,6,0.004050925925925926,0.0006944444444444445,0.0002639512755924646,0.003912037037037037,0.003865189464919177,0.0011726254800354828,0.000417639149213478,0.003750766560222906,0.014712690631808278,0.014464497920380274,0.0054954628784322015,0.014722562636165578,0.0,3,0.4739057787909851,1.0132432125144852,1.152192981186354,0.37172123708643096,1.0177683717110906,recorded,526.0,1.0507349573290878,0.37722263789488114,0.12139683844808578,1.0443066906505567,0.1214484915331463,0.0029688038835050195,0.0009168243103294553,0.00032415407280079957,0.002865616376422563,0.1382330569473917,0.049921193702269946,0.1388158731134235,all_slots,1.0072423016688619,1.128045738303315,0.36465183762116404,1.0206576047325535,800000
0.12200316417183887,70.33333333333333,current_old_50_50,0.9811827884205266,0.3445145109726944,0.11033971638946148,0.9372819550739092,paired_recorded,15,0.0010401454302056713,0.0011656474382377997,0.0004726835604756687,0.0004088322988925399,0.0014885006342622447,0.0022355762861383734,0.000812443379462866,0.0010645066666974741,0.02523829433079336,0.042033358261982436,0.015758240445955096,0.03541510862609774,0.0,3,0.4387097084344956,0.9954406619732702,1.1603826233610033,0.3753025581642315,0.9815691616274749,recorded,422.0,0.981952256055684,0.3445481746310488,0.1103327826474801,0.9378432732896123,-0.03815010640231777,0.0007694676351572495,0.0011679658780665307,0.00042525965767353633,0.0005613182157029576,-0.020902084445606248,0.05973489549731719,-0.0324123665161018,all_slots,0.9884944308023248,1.1370999730675553,0.3686721334728221,0.9861912971820407,800000
0.3635420263989964,192.66666666666666,current_old_50_50,1.1853568614514398,0.4823738629516742,0.1853455376678593,1.2181139273285178,all,1,0.0002714403619463903,0.0018132041125790291,0.0007586553567607316,0.0006030082468738707,0.0005236094740894479,0.003103067200872301,0.0012421566239758735,0.001154654598249741,0.00016507862785940814,0.0018129327816247254,0.0007578381929805512,0.0006220014136751173,0.0,3,0.7387820825699835,1.0936067809511394,0.7908621155604778,0.30164176466176745,1.1121623189247603,actor,770.6666666666666,1.1858804709240192,0.48440204638077416,0.18609838921265887,1.2192685819294093,0.06416417692819139,0.0005236094725790168,0.003103067203289137,0.0012421566251627656,0.0011546546008916006,0.09789681513611614,0.1065693169845704,0.09789681660376996,trained,1.0851660278733484,0.7768254884086163,0.2970198896528918,1.102076756853374,800000
