observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,4.2992634773254395,4.287601947784424,4.310925483703613,0.49609375,0.5017279664816374
0,go_to_door,1,fetch,32,16,8.390233993530273,8.468952178955078,8.311514854431152,0.60546875,0.572887010470404
0,go_to_door,2,go_to_object,32,16,3.4643287658691406,3.4785447120666504,3.45011305809021,0.51171875,0.5426712199628942
0,go_to_door,3,put_near,32,16,4.134279727935791,4.1228132247924805,4.14574670791626,0.50390625,0.5105109818597537
0,go_to_door,4,unlock_pickup,32,16,4.166971206665039,4.16428279876709,4.169659614562988,0.51953125,0.5315624304321869
0,go_to_door,5,pickup_dist,32,16,4.199405193328857,4.200437545776367,4.198372840881348,0.53515625,0.5376144968768717
1,fetch,0,go_to_door,16,0,4.2405900955200195,,4.2405900955200195,,
1,fetch,1,fetch,16,0,8.52236557006836,,8.52236557006836,,
1,fetch,2,go_to_object,16,0,3.5677404403686523,,3.5677404403686523,,
1,fetch,3,put_near,16,0,4.114442348480225,,4.114442348480225,,
1,fetch,4,unlock_pickup,16,0,4.169529914855957,,4.169529914855957,,
1,fetch,5,pickup_dist,16,0,4.1509809494018555,,4.1509809494018555,,
2,go_to_object,0,go_to_door,32,16,4.023733139038086,4.135076522827148,3.9123897552490234,0.67578125,0.7034912131609625
2,go_to_object,1,fetch,32,16,8.595681190490723,8.593441009521484,8.597920417785645,0.4765625,0.4792220384322311
2,go_to_object,2,go_to_object,32,16,3.1078832149505615,3.239903450012207,2.975862979888916,0.703125,0.7178462342255445
2,go_to_object,3,put_near,32,16,3.6033477783203125,3.7639970779418945,3.4426980018615723,0.71875,0.6908515278581068
2,go_to_object,4,unlock_pickup,32,16,3.6857056617736816,3.857978343963623,3.513432502746582,0.72265625,0.6944856532356533
2,go_to_object,5,pickup_dist,32,16,3.6160531044006348,3.7928624153137207,3.4392435550689697,0.72265625,0.7011484796565441
3,put_near,0,go_to_door,16,0,4.191353797912598,,4.191353797912598,,
3,put_near,1,fetch,16,0,8.603967666625977,,8.603967666625977,,
3,put_near,2,go_to_object,16,0,3.4203176498413086,,3.4203176498413086,,
3,put_near,3,put_near,16,0,3.9219441413879395,,3.9219441413879395,,
3,put_near,4,unlock_pickup,16,0,4.006066799163818,,4.006066799163818,,
3,put_near,5,pickup_dist,16,0,3.977604389190674,,3.977604389190674,,
