accepted_mean_adapt_actor_adv,accepted_mean_adapt_actor_ret,accepted_mean_adapt_actor_rew,accepted_mean_adapt_actor_reward_only,accepted_mean_adapt_actor_reward_particle_rate,accepted_mean_gate_after_imagined_action_action_concentration,accepted_mean_gate_after_imagined_action_action_mode,accepted_mean_gate_after_reward_event_step_rate,accepted_mean_gate_after_reward_peak_mean,accepted_mean_gate_after_reward_peak_p95,accepted_mean_gate_after_reward_peak_timestep_mean,accepted_mean_gate_after_reward_preceding_action_action_concentration,accepted_mean_gate_after_reward_preceding_action_action_mode,accepted_mean_gate_after_reward_return_mean,accepted_mean_gate_before_imagined_action_action_concentration,accepted_mean_gate_before_imagined_action_action_mode,accepted_mean_gate_before_reward_event_step_rate,accepted_mean_gate_before_reward_peak_mean,accepted_mean_gate_before_reward_peak_p95,accepted_mean_gate_before_reward_peak_timestep_mean,accepted_mean_gate_before_reward_preceding_action_action_concentration,accepted_mean_gate_before_reward_preceding_action_action_mode,accepted_mean_gate_before_reward_return_mean,accepted_mean_gate_imagined_action_action_concentration,accepted_mean_gate_imagined_action_action_mode,accepted_mean_gate_reward_event_step_rate,accepted_mean_gate_reward_peak_mean,accepted_mean_gate_reward_peak_p95,accepted_mean_gate_reward_preceding_action_action_concentration,accepted_mean_gate_reward_preceding_action_action_mode,accepted_mean_gate_reward_return_mean,accepted_mean_gate_score_after,accepted_mean_gate_score_before,accepted_mean_gate_score_improvement,accepted_probe_fraction,action_length,canonical_stage,commit_events,committed_updates,condition,episode_index,family,first_adapt_actor_adv,first_adapt_actor_ret,first_adapt_actor_rew,first_adapt_actor_reward_only,first_adapt_actor_reward_particle_rate,first_commit_step,first_gate_after_imagined_action_action_concentration,first_gate_after_imagined_action_action_mode,first_gate_after_reward_event_step_rate,first_gate_after_reward_peak_mean,first_gate_after_reward_peak_p95,first_gate_after_reward_peak_timestep_mean,first_gate_after_reward_preceding_action_action_concentration,first_gate_after_reward_preceding_action_action_mode,first_gate_after_reward_return_mean,first_gate_before_imagined_action_action_concentration,first_gate_before_imagined_action_action_mode,first_gate_before_reward_event_step_rate,first_gate_before_reward_peak_mean,first_gate_before_reward_peak_p95,first_gate_before_reward_peak_timestep_mean,first_gate_before_reward_preceding_action_action_concentration,first_gate_before_reward_preceding_action_action_mode,first_gate_before_reward_return_mean,first_gate_imagined_action_action_concentration,first_gate_imagined_action_action_mode,first_gate_reward_event_step_rate,first_gate_reward_peak_mean,first_gate_reward_peak_p95,first_gate_reward_preceding_action_action_concentration,first_gate_reward_preceding_action_action_mode,first_gate_reward_return_mean,first_gate_score_after,first_gate_score_before,first_gate_score_improvement,item_buried_events,last_commit_step,mean_adapt_actor_adv,mean_adapt_actor_ret,mean_adapt_actor_rew,mean_adapt_actor_reward_only,mean_adapt_actor_reward_particle_rate,mean_gate_after_imagined_action_action_concentration,mean_gate_after_imagined_action_action_mode,mean_gate_after_reward_event_step_rate,mean_gate_after_reward_peak_mean,mean_gate_after_reward_peak_p95,mean_gate_after_reward_peak_timestep_mean,mean_gate_after_reward_preceding_action_action_concentration,mean_gate_after_reward_preceding_action_action_mode,mean_gate_after_reward_return_mean,mean_gate_before_imagined_action_action_concentration,mean_gate_before_imagined_action_action_mode,mean_gate_before_reward_event_step_rate,mean_gate_before_reward_peak_mean,mean_gate_before_reward_peak_p95,mean_gate_before_reward_peak_timestep_mean,mean_gate_before_reward_preceding_action_action_concentration,mean_gate_before_reward_preceding_action_action_mode,mean_gate_before_reward_return_mean,mean_gate_imagined_action_action_concentration,mean_gate_imagined_action_action_mode,mean_gate_reward_event_step_rate,mean_gate_reward_peak_mean,mean_gate_reward_peak_p95,mean_gate_reward_preceding_action_action_concentration,mean_gate_reward_preceding_action_action_mode,mean_gate_reward_return_mean,mean_gate_score_after,mean_gate_score_before,mean_gate_score_improvement,mix_beta,objective_label,probes,real_action_entropy,real_top_action_column,real_top_action_fraction,real_top_action_index,real_top_action_row,real_unique_action_fraction,replicate,reset_seed,success,task_progress_max,trace_steps,update_budget
0.014666819271966584,0.026915753704123687,0.003873020795135909,0.026915753704123687,0.047564338235294115,0.40530694699754904,134.51960784313727,0.004207835477941176,0.05523127971429043,0.22464036472284207,7.979932598039215,0.42557932231940476,104.59803921568627,0.038714238969066034,0.4070590150122549,135.54901960784315,0.0036142386642156864,0.0477239365090363,0.20988101198161901,7.989123774509804,0.4007352935332878,98.48039215686275,0.03335459962158564,nan,nan,nan,nan,nan,nan,nan,nan,0.038714238969066034,0.03335459962158564,0.005359639343977822,0.6580645161290323,200,stage5b2a,102,102.0,virtual_positive_reward_d25,38,virtual_update,8.964007314204991e-09,1.6450263373712914e-08,1.5811795037734555e-06,1.6450263373712914e-08,0.0,0,0.17138671875,23.0,0.0,5.4754589655203745e-05,0.00020240151206962764,0.0390625,0.0,0.0,4.717453805369587e-07,0.17626953125,23.0,0.0,5.4754589655203745e-05,0.00020240151206962764,0.0390625,0.0,0.0,4.7156444793472474e-07,nan,nan,nan,nan,nan,nan,nan,nan,4.717453805369587e-07,4.7156444793472474e-07,1.809326022339519e-10,0,175,0.013080423498676934,0.02400448578191147,0.0034073930205523397,0.02400448578191147,0.041179435483870964,0.40499936995967745,134.11612903225807,0.0034778225806451615,0.04676862410923904,0.19727297061902538,7.826008064516129,0.40225978897463893,98.86451612903225,0.032612847117832855,0.40678868447580646,133.73548387096776,0.0032006048387096774,0.042905274333379255,0.19252822804761044,7.83976814516129,0.398886328358804,98.0,0.029751872124523158,nan,nan,nan,nan,nan,nan,nan,nan,0.032612847117832855,0.029751872124523158,0.002860974991380121,0.0,reward_only,155,2.6504627796628526,23,0.2,191,6,0.15,0,1768878887659181886,0,0.0,201,0
0.03000312707809319,0.05506012011477838,0.007236436997123196,0.05506012011477838,0.06780133928571429,0.39865548270089285,177.41071428571428,0.007978166852678572,0.07430677328496145,0.29951220416952723,7.936802455357143,0.7108890765479633,175.0,0.061798107655883464,0.40335518973214285,177.28571428571428,0.006443568638392857,0.06196103151275501,0.26215527511097597,7.96875,0.6738368826253074,166.25,0.051520360388831454,nan,nan,nan,nan,nan,nan,nan,nan,0.061798107655883464,0.051520360388831454,0.01027774727559865,0.6222222222222222,200,stage5b2a,56,56.0,virtual_positive_reward_d25,39,virtual_update,0.001116050174459815,0.002048115013167262,0.00035243804450146854,0.002048115013167262,0.0078125,50,0.35986328125,191.0,0.0009765625,0.01825658604502678,0.004060879349708557,2.640625,1.0,245.0,0.013732211664319038,0.33154296875,191.0,0.00146484375,0.022915534675121307,0.02288978546857834,2.3828125,1.0,245.0,0.015880754217505455,nan,nan,nan,nan,nan,nan,nan,nan,0.013732211664319038,0.015880754217505455,-0.0021485425531864166,0,182,0.022706835332514594,0.04167035859998135,0.005331461670045301,0.04167035859998135,0.04991319444444445,0.3920084635416667,174.56666666666666,0.005403645833333333,0.051892639737598265,0.20792079401181718,7.706597222222222,0.6404791295528411,157.88888888888889,0.04253377120715817,0.39435763888888886,174.48888888888888,0.0045193142361111115,0.045226017140654405,0.19150890814600396,7.7288194444444445,0.6174244311120775,152.44444444444446,0.0367544666783041,nan,nan,nan,nan,nan,nan,nan,nan,0.04253377120715817,0.0367544666783041,0.0057793045348187334,0.0,reward_only,90,2.4177101681521487,23,0.315,191,6,0.11,0,6834237347863575917,0,0.0,201,0
0.000422138009646739,0.0007746848026000938,0.00017869054969578098,0.0007746848026000938,0.001953125,0.3815363103693182,162.97727272727272,0.0001886541193181818,0.003466505982676121,0.018946899636645764,7.460582386363637,0.09090909090909091,22.272727272727273,0.002925962412537937,0.3816583806818182,162.97727272727272,0.0001220703125,0.0024506573127822677,0.009674863292702084,7.416370738636363,0.06818181818181818,16.704545454545453,0.002245039656262637,nan,nan,nan,nan,nan,nan,nan,nan,0.002925962412537937,0.002245039656262637,0.0006809227537392324,0.5789473684210527,200,stage5b2a,44,44.0,virtual_positive_reward_d25,40,virtual_update,2.8633133641875474e-09,5.254597201798106e-09,1.314220732240301e-08,5.254597201798106e-09,0.0,25,0.35791015625,145.0,0.0,2.1621139012495405e-07,7.863569635446765e-07,0.1171875,0.0,0.0,1.2536581550648407e-08,0.3427734375,145.0,0.0,4.392938080854947e-06,8.17527734398027e-07,0.125,0.0,0.0,4.190407253190642e-06,nan,nan,nan,nan,nan,nan,nan,nan,1.2536581550648407e-08,4.190407253190642e-06,-4.177870778221404e-06,0,192,0.0003723445388564039,0.0006833065297032351,0.00013486741579716622,0.0006833065297032351,0.0015419407894736842,0.3566766036184211,165.22368421052633,0.00011564555921052631,0.0022080642740128055,0.011372341725300989,7.500616776315789,0.06578947368421052,16.11842105263158,0.0018266836507001827,0.3565609580592105,165.0,8.994654605263157e-05,0.0016732944626366526,0.006055225547369746,7.4848889802631575,0.05263157894736842,12.894736842105264,0.0014974773520338926,nan,nan,nan,nan,nan,nan,nan,nan,0.0018266836507001827,0.0014974773520338926,0.0003292062971867622,0.0,reward_only,76,2.6017354650320774,24,0.245,192,6,0.17,0,8278302421228704186,0,0.0,201,0
0.0654749419203691,0.12015607574091423,0.020257599176912403,0.12015607574091423,0.12912735849056603,0.39810583726415094,190.28301886792454,0.020636792452830188,0.14097000023497308,0.5261933283804676,8.493956367924529,0.7760458970969578,194.1509433962264,0.11729849802532696,0.39827166863207547,189.33962264150944,0.01911667158018868,0.12795691370942489,0.47506907589800496,8.409935141509434,0.7399576621235542,184.9056603773585,0.10586383617734703,nan,nan,nan,nan,nan,nan,nan,nan,0.11729849802532696,0.10586383617734703,0.011434661868572268,0.5760869565217391,200,stage5b2a,53,53.0,virtual_positive_reward_d25,41,virtual_update,8.749403787078336e-05,0.00016056434833444655,1.534257535240613e-05,0.00016056434833444655,0.0,0,0.43896484375,191.0,0.0,0.0012417210964486003,1.9745706595131196e-05,1.046875,0.0,0.0,0.000655999465379864,0.43701171875,191.0,0.0,0.0003293781483080238,1.9745706595131196e-05,0.9296875,0.0,0.0,0.00016635509382467717,nan,nan,nan,nan,nan,nan,nan,nan,0.000655999465379864,0.00016635509382467717,0.0004896443570032716,0,184,0.05669644303112049,0.10404624843365075,0.016864316453136016,0.10404624843365075,0.11633831521739131,0.4066321331521739,191.69565217391303,0.016182277513586956,0.12218081024138948,0.45898818916825357,8.515285326086957,0.7396300869143527,183.75,0.09905431086324497,0.40583602241847827,191.15217391304347,0.01558784816576087,0.11704093514681323,0.4463059400341047,8.46781589673913,0.7404525675203489,183.75,0.09424376387820058,nan,nan,nan,nan,nan,nan,nan,nan,0.09905431086324497,0.09424376387820058,0.004810547000661197,0.0,reward_only,92,1.963099032232901,23,0.425,191,6,0.075,0,8800302011177141036,0,0.0,201,0
0.18215694448013403,0.33428457086815305,0.08440539970012687,0.33428457086815305,0.2950556506849315,0.5486140839041096,180.0958904109589,0.0867535316780822,0.28564128200609534,0.376716131172336,8.639019691780822,0.4657534271070402,114.10958904109589,0.2902349177500337,0.5489351455479452,180.0958904109589,0.08433219178082192,0.2765421150395632,0.362958415694204,8.667701198630137,0.4657534246575342,114.10958904109589,0.2797030337952651,nan,nan,nan,nan,nan,nan,nan,nan,0.2902349177500337,0.2797030337952651,0.010531883954763704,0.7019230769230769,200,stage5b2a,73,73.0,virtual_positive_reward_d25,42,virtual_update,1.4477383181166203e-10,2.6568114375180585e-10,1.595303160684125e-07,2.6568114375180585e-10,0.0,0,0.40869140625,145.0,0.0,3.1157560442807153e-06,7.756432751193643e-06,0.0,0.0,0.0,6.117478745792937e-10,0.4130859375,145.0,0.0,3.1157560442807153e-06,7.756432751193643e-06,0.0,0.0,0.0,5.85935966412876e-10,nan,nan,nan,nan,nan,nan,nan,nan,6.117478745792937e-10,5.85935966412876e-10,2.5811908166417652e-11,0,199,0.21201766948265974,0.38908335957065737,0.0994009884893609,0.38908335957065737,0.33774038461538464,0.5397996168870193,183.07692307692307,0.10219163161057693,0.32385816438578624,0.4083924753871266,8.941781850961538,0.4903846165308586,120.14423076923077,0.33109417127385055,0.5398137019230769,182.55769230769232,0.10064697265625,0.31807202521020944,0.4005381414469268,8.978515625,0.49038461538461536,120.14423076923077,0.3246279019241753,nan,nan,nan,nan,nan,nan,nan,nan,0.33109417127385055,0.3246279019241753,0.006466269349636498,0.0,reward_only,104,1.7726096942724847,23,0.515,191,6,0.08,0,4762119897044318471,0,0.0,201,0
0.007267866994031794,0.013337596462542841,0.0018024604991995273,0.013337596462542841,0.022510593220338982,0.3778221001059322,154.5593220338983,0.002590373411016949,0.03228322563039352,0.0934664055131884,7.0356197033898304,0.236454571707774,57.101694915254235,0.023303312052507824,0.3767627780720339,155.61016949152543,0.0016469147245762711,0.023452836288334465,0.07766893681850343,7.023702330508475,0.23672316438060695,57.101694915254235,0.016983257887477433,nan,nan,nan,nan,nan,nan,nan,nan,0.023303312052507824,0.016983257887477433,0.006320054164488654,0.6145833333333334,200,stage5b2a,59,59.0,virtual_positive_reward_d25,43,virtual_update,6.875643943082821e-10,1.2617811240289711e-09,8.403100082432502e-08,1.2617811240289711e-09,0.0,0,0.404296875,145.0,0.0,1.7965689949051011e-06,6.526577180920867e-06,0.015625,0.0,0.0,7.979292604431976e-08,0.41455078125,145.0,0.0,1.735433102112438e-06,5.647281795972958e-06,0.0,0.0,0.0,4.473555748063518e-09,nan,nan,nan,nan,nan,nan,nan,nan,7.979292604431976e-08,4.473555748063518e-09,7.531937029625624e-08,0,163,0.005241464739157118,0.009618852618538452,0.0012561480326475076,0.009618852618538452,0.015543619791666666,0.3821461995442708,154.13541666666666,0.0017140706380208333,0.0217802099533988,0.0657537235363953,7.065836588541667,0.20782103886206946,50.40625,0.015615476460520883,0.3806050618489583,154.78125,0.0011647542317708333,0.016591816146883643,0.060703653977806506,7.058675130208333,0.20798611144224802,50.40625,0.011954356159065786,nan,nan,nan,nan,nan,nan,nan,nan,0.015615476460520883,0.011954356159065786,0.0036611203011192145,0.0,reward_only,96,2.712842062210217,23,0.22,191,6,0.15,0,1784764147800673893,0,0.0,201,0
1.012271595164036e-06,1.8576660684339608e-06,9.447194415030635e-07,1.8576660684339608e-06,0.0,0.3920491536458333,147.45833333333334,0.0,7.550688482473626e-06,7.064502125213311e-06,6.402018229166667,0.0,0.0,4.7800404412795035e-06,0.3909708658854167,153.04166666666666,0.0,7.314095109068498e-06,6.777616504843805e-06,6.396809895833333,0.0,0.0,4.635134868060525e-06,nan,nan,nan,nan,nan,nan,nan,nan,4.7800404412795035e-06,4.635134868060525e-06,1.4490557322078493e-07,0.5,200,stage5b2a,24,24.0,virtual_positive_reward_d25,44,virtual_update,5.513186351890909e-07,1.0117503279616358e-06,1.104896091419505e-05,1.0117503279616358e-06,0.0,0,0.380859375,145.0,0.0,4.61976851511281e-05,0.00012155780132161453,0.0390625,0.0,0.0,7.337050078604079e-07,0.38671875,145.0,0.0,4.618292223312892e-05,0.00012155780132161453,0.0234375,0.0,0.0,4.5991711772330746e-07,nan,nan,nan,nan,nan,nan,nan,nan,7.337050078604079e-07,4.5991711772330746e-07,2.737878901371005e-07,0,188,7.794750341954052e-07,1.4304504262979204e-06,5.314863166557193e-07,1.4304504262979204e-06,0.0,0.398101806640625,151.60416666666666,0.0,3.879058353303638e-06,3.962908513580184e-06,7.0703125,0.0,0.0,2.4488817245038187e-06,0.3972574869791667,154.39583333333334,0.0,3.82220678595696e-06,3.855027943080924e-06,7.066243489583333,0.0,0.0,2.415186378946772e-06,nan,nan,nan,nan,nan,nan,nan,nan,2.4488817245038187e-06,2.415186378946772e-06,3.3695345557950495e-08,0.0,reward_only,48,2.4502789399415423,5,0.205,145,5,0.115,0,2902443420383727452,0,0.0,201,0
0.080307202631991,0.14737543234826794,0.020759387909843028,0.14737543234826794,0.1794871794871795,0.45493414463141024,176.82051282051282,0.021553235176282052,0.18284084366827338,0.4790319904180225,8.436598557692308,0.6408424866505158,156.26923076923077,0.1510227801441817,0.45316882011217946,175.48717948717947,0.019243289262820512,0.16785333323249751,0.45933894124267666,8.315905448717949,0.5767543843159308,140.56410256410257,0.1370436613382755,nan,nan,nan,nan,nan,nan,nan,nan,0.1510227801441817,0.1370436613382755,0.013979118804576921,0.6842105263157895,200,stage5b2a,78,78.0,virtual_positive_reward_d25,45,virtual_update,0.00037843547761440277,0.0006944842753000557,9.896029223455116e-05,0.0006944842753000557,0.0,0,0.32763671875,145.0,0.0,1.018866669255658e-06,2.02290743800404e-06,0.140625,0.0,0.0,3.9850505118010915e-07,0.33837890625,145.0,0.0,1.018866669255658e-06,2.02290743800404e-06,0.140625,0.0,0.0,3.971557873683196e-07,nan,nan,nan,nan,nan,nan,nan,nan,3.9850505118010915e-07,3.971557873683196e-07,1.3492638117895694e-09,0,182,0.07032100538844678,0.12904930728846814,0.018398911858027542,0.12904930728846814,0.15748355263157895,0.4643983004385965,173.7982456140351,0.019180030153508772,0.15935144836634046,0.4003589353470996,8.278988486842104,0.5349624026239964,130.56140350877192,0.13429896906811278,0.4629034745065789,172.8859649122807,0.017715186403508772,0.1499877104880642,0.386980172622853,8.20031524122807,0.49111264839506985,119.8157894736842,0.12542210663373224,nan,nan,nan,nan,nan,nan,nan,nan,0.13429896906811278,0.12542210663373224,0.008876862433471104,0.0,reward_only,114,2.471545541066542,23,0.3,191,6,0.12,0,8272170244301891601,0,0.0,201,0
0.01590321508665449,0.029184720199883416,0.005878952521228733,0.029184720199883416,0.05238217213114754,0.3379946849385246,184.70491803278688,0.0075883709016393444,0.06625336090235648,0.3398095706634858,6.949026639344262,0.5895916086728455,144.59016393442624,0.03876497180183087,0.34080430327868855,182.47540983606558,0.00537109375,0.052530429274279936,0.29887235680795776,6.860143442622951,0.5409836065573771,132.54098360655738,0.031002774711744036,nan,nan,nan,nan,nan,nan,nan,nan,0.03876497180183087,0.031002774711744036,0.007762197091652959,0.6288659793814433,200,stage5b2a,61,61.0,virtual_positive_reward_d25,46,virtual_update,1.6483692188984378e-09,3.024998029843573e-09,6.0977631832770385e-09,3.024998029843573e-09,0.0,0,0.404296875,145.0,0.0,1.0935302441339445e-07,4.168951761585049e-07,0.21875,0.0,0.0,4.8808800556798815e-08,0.39501953125,145.0,0.0,1.093473187552263e-07,4.168951761585049e-07,0.2109375,0.0,0.0,4.873609782407584e-08,nan,nan,nan,nan,nan,nan,nan,nan,4.8808800556798815e-08,4.873609782407584e-08,7.270273272297345e-11,0,189,0.012203931258558396,0.022395994509899105,0.004293572004593561,0.022395994509899105,0.039223582474226804,0.3185607280927835,180.7319587628866,0.005345924613402062,0.04875705600982018,0.2505528002636854,7.198534149484536,0.5460318363818926,133.8659793814433,0.028015052935072785,0.32088635631443296,178.2577319587629,0.004052230992268042,0.04114322817205509,0.22764277305555689,7.134020618556701,0.5257731958762887,128.81443298969072,0.023785379662181298,nan,nan,nan,nan,nan,nan,nan,nan,0.028015052935072785,0.023785379662181298,0.004229673273274958,0.0,reward_only,97,2.7668744624896124,16,0.155,184,6,0.17,0,2510323019431544419,0,0.0,201,0
0.05510494755826939,0.10112562124925106,0.01428858975023191,0.10112562124925106,0.10324754901960784,0.4782666973039216,188.62745098039215,0.014849494485294117,0.1090850606657602,0.36983602730551807,8.895680147058824,0.6270337899525961,153.72549019607843,0.09184288102436165,0.4743795955882353,188.62745098039215,0.013068704044117647,0.0989617562521209,0.3550528748180966,8.748468137254902,0.607107029241674,148.92156862745097,0.08133184108066227,nan,nan,nan,nan,nan,nan,nan,nan,0.09184288102436165,0.08133184108066227,0.010511039944633125,0.6375,200,stage5b2a,51,51.0,virtual_positive_reward_d25,47,virtual_update,0.000778400048147887,0.0014284776989370584,0.00022475840523838997,0.0014284776989370584,0.0,25,0.60546875,184.0,0.0,1.4199344150256366e-05,4.8270419938489795e-05,0.0,0.0,0.0,2.765307094421132e-09,0.6142578125,184.0,0.0,1.4199344150256366e-05,4.8270419938489795e-05,0.0,0.0,0.0,5.297407845716862e-09,nan,nan,nan,nan,nan,nan,nan,nan,2.765307094421132e-09,5.297407845716862e-09,-2.5321007512957294e-09,0,198,0.0418236770943164,0.07675255118011276,0.010588675264866457,0.07675255118011276,0.0806640625,0.468878173828125,185.8875,0.010784912109375,0.08419487717685467,0.31341219070123677,8.7044921875,0.64973404109478,159.25,0.06881882512261686,0.465716552734375,185.8875,0.009686279296875,0.07836651112319702,0.30685759813766234,8.604296875,0.6495307311415672,159.25,0.06241230928463708,nan,nan,nan,nan,nan,nan,nan,nan,0.06881882512261686,0.06241230928463708,0.006406515838575025,0.0,reward_only,80,1.9254425481785342,23,0.475,191,6,0.09,0,983221320329678166,0,0.0,201,0
0.021972855960620243,0.040323397401664775,0.0048650419837328,0.040323397401664775,0.046875,0.43741629464285714,179.22857142857143,0.006529017857142857,0.06921674737615849,0.4345290338219317,8.387053571428572,0.7120879139219012,175.0,0.05536083182348324,0.4346958705357143,179.02857142857144,0.005343191964285714,0.05980587823635257,0.39628952897402414,8.182142857142857,0.654945056779044,161.0,0.046227369140707616,nan,nan,nan,nan,nan,nan,nan,nan,0.05536083182348324,0.046227369140707616,0.00913346267612331,0.6363636363636364,200,stage5b2a,35,35.0,virtual_positive_reward_d25,48,virtual_update,1.758905576743075e-09,3.227848210940465e-09,4.1380403672519606e-06,3.227848210940465e-09,0.0,25,0.173828125,32.0,0.0,6.749988096999004e-05,0.00022572794114239514,0.140625,0.0,0.0,4.034324774693232e-06,0.16943359375,32.0,0.0,6.751318869646639e-05,0.00022572794114239514,0.171875,0.0,0.0,4.073684522154508e-06,nan,nan,nan,nan,nan,nan,nan,nan,4.034324774693232e-06,4.073684522154508e-06,-3.935974746127613e-08,0,170,0.01947126711590639,0.03573261685277652,0.004270132272024924,0.03573261685277652,0.04161931818181818,0.433984375,171.2,0.005051491477272727,0.05302599698247609,0.34968933707614197,8.019886363636363,0.561411317912015,138.0909090909091,0.041771543913756724,0.4318359375,170.3272727272727,0.004332386363636364,0.04748608446917751,0.32567802582282357,7.8936079545454545,0.5258741270412098,129.1818181818182,0.03633247539082208,nan,nan,nan,nan,nan,nan,nan,nan,0.041771543913756724,0.03633247539082208,0.005439068518701351,0.0,reward_only,55,2.464498984534057,23,0.28,191,6,0.115,0,6222572863644166884,0,0.0,201,0
0.11345441704930788,0.20820542147065518,0.035608836633746165,0.20820542147065518,0.21436403508771928,0.44794236567982454,195.66666666666666,0.03728070175438596,0.22782408774412938,0.6151914576521221,9.160498903508772,0.8757545456551669,213.96491228070175,0.21032781062518618,0.4464860882675439,194.71929824561403,0.03423965186403509,0.20695583591238562,0.5919670715447615,9.042214912280702,0.8057804766454195,196.7719298245614,0.190742212726585,nan,nan,nan,nan,nan,nan,nan,nan,0.21032781062518618,0.190742212726585,0.019585597899598416,0.6951219512195121,200,stage5b2a,57,57.0,virtual_positive_reward_d25,49,virtual_update,2.0456294436144162e-09,3.7540277553205215e-09,6.73837163844837e-08,3.7540277553205215e-09,0.0,75,0.32421875,113.0,0.0,0.00010102169471792877,4.358730166131863e-06,0.1953125,0.0,0.0,9.901105659082532e-05,0.3505859375,113.0,0.0,0.00010102169471792877,4.358730166131863e-06,0.1953125,0.0,0.0,9.901118755806237e-05,nan,nan,nan,nan,nan,nan,nan,nan,9.901105659082532e-05,9.901118755806237e-05,-1.3096723705530167e-10,0,174,0.10006650188491625,0.18363664434116556,0.03090511084027506,0.18363664434116556,0.1873094512195122,0.45785299161585363,188.64634146341464,0.03195264862804878,0.19599900522948094,0.5431061354829224,9.081173780487806,0.8140988349914551,199.52439024390245,0.1790235122202339,0.4565846512957317,187.9878048780488,0.030005478277439025,0.1825323713859273,0.5312898682844154,8.999618902439025,0.7656804337734129,187.5731707317073,0.1663529195275492,nan,nan,nan,nan,nan,nan,nan,nan,0.1790235122202339,0.1663529195275492,0.012670592693377494,0.0,reward_only,82,2.656001019577705,23,0.275,191,6,0.14,0,2158082898056145911,0,0.0,201,0
1.74592879770477e-06,3.2040341502094265e-06,6.547332419980856e-07,3.2040341502094265e-06,0.0,0.08235115840517242,187.48275862068965,0.0,1.069206291687849e-05,1.0871041920450289e-05,5.273168103448276,0.0,0.0,6.624044289818075e-06,0.08342874461206896,187.48275862068965,0.0,1.100751526195154e-05,1.1742341478807327e-05,5.303071120689655,0.0,0.0,6.907719043635419e-06,nan,nan,nan,nan,nan,nan,nan,nan,6.624044289818075e-06,6.907719043635419e-06,-2.8367475381734384e-07,0.5178571428571429,200,stage5b2a,29,29.0,virtual_negative_reward_d25,0,virtual_update,3.830801688309293e-06,7.030080269032624e-06,4.4924154281034134e-06,7.030080269032624e-06,0.0,25,0.12353515625,102.0,0.0,6.891597877256572e-05,0.0002898360835388303,1.1328125,0.0,0.0,1.1679772796924226e-05,0.11962890625,102.0,0.0,6.680897786282003e-05,0.00027822161791846156,0.8828125,0.0,0.0,1.0412654773972463e-05,nan,nan,nan,nan,nan,nan,nan,nan,1.1679772796924226e-05,1.0412654773972463e-05,1.2671180229517631e-06,0,198,2.6297516464038724e-06,4.8259779691679176e-06,1.6231899056925618e-06,4.8259779691679176e-06,0.0,0.07980782645089286,184.21428571428572,8.719308035714285e-06,0.00014945531182692612,3.489807062332214e-05,5.051199776785714,0.017857142857142856,1.5714285714285714,8.687942602067114e-05,0.08048793247767858,183.42857142857142,0.0,2.0748312698223464e-05,3.3587476332705025e-05,5.047293526785714,0.0,0.0,1.397393257367747e-05,nan,nan,nan,nan,nan,nan,nan,nan,8.687942602067114e-05,1.397393257367747e-05,7.290549161988378e-05,0.0,reward_only,56,3.6236504670014518,25,0.235,193,6,0.435,0,6879745109233889997,0,0.0,201,0
1.8206650952476554e-06,3.341186063461555e-06,6.468650450841551e-07,3.341186063461555e-06,0.0,0.11353701636904762,160.38095238095238,0.0,9.815043124916656e-06,1.8364792149904746e-05,6.5859375,0.0,0.0,5.941445578617702e-06,0.11946614583333333,160.8095238095238,0.0,1.0891378287734116e-05,1.9182350455234802e-05,6.616815476190476,0.0,0.0,6.728833547316644e-06,nan,nan,nan,nan,nan,nan,nan,nan,5.941445578617702e-06,6.728833547316644e-06,-7.873879686989429e-07,0.4375,200,stage5b2a,21,21.0,virtual_negative_reward_d25,1,virtual_update,4.402045760798501e-06,8.078397513600066e-06,4.984410225006286e-06,8.078397513600066e-06,0.0,0,0.23486328125,102.0,0.0,4.215161607135087e-05,0.00016607170982751995,1.3125,0.0,0.0,3.121369081782177e-05,0.24462890625,102.0,0.0,4.244346564519219e-05,0.00019411665562074631,1.3046875,0.0,0.0,3.122224734397605e-05,nan,nan,nan,nan,nan,nan,nan,nan,3.121369081782177e-05,3.122224734397605e-05,-8.556526154279709e-09,0,188,1.1438326768101192e-05,2.0990997798573757e-05,3.1288043393223886e-06,2.0990997798573757e-05,0.0,0.107879638671875,157.60416666666666,1.0172526041666666e-05,0.0002905222825803633,1.8577198767040965e-05,6.707682291666667,0.020833333333333332,1.8333333333333333,0.00017738636970097513,0.11179606119791667,157.79166666666666,0.0,0.00013923807785455136,1.6920109288072933e-05,6.71630859375,0.0,0.0,9.816438049660425e-05,nan,nan,nan,nan,nan,nan,nan,nan,0.00017738636970097513,9.816438049660425e-05,7.922198776907456e-05,0.0,reward_only,48,3.8807409089616534,25,0.17,193,6,0.465,0,3995900375815003603,0,0.0,201,0
