event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,2.770322680589743e-06,0.997043251991272,0.7798107862472534,0.7770076394081116
0,go_to_door,1,fetch,16,1.7557258615852334e-06,0.9973844885826111,0.7685011625289917,0.765460729598999
0,go_to_door,2,go_to_object,16,3.5301520711072953e-06,0.9959918260574341,0.783687949180603,0.7807769179344177
0,go_to_door,3,put_near,16,1.691179249974084e-06,0.9967414140701294,0.7818175554275513,0.7790457010269165
0,go_to_door,4,unlock_pickup,16,3.1867425605014432e-06,0.9968991279602051,0.7803112268447876,0.7772245407104492
0,go_to_door,5,pickup_dist,16,3.1714459964859998e-06,0.9968346357345581,0.7797515392303467,0.7770370244979858
1,fetch,0,go_to_door,14,1.7889858838771033e-07,0.39841747283935547,0.8469648361206055,0.8451147675514221
1,fetch,1,fetch,14,1.363607822213453e-07,0.8324804306030273,0.8207607865333557,0.8176307082176208
1,fetch,2,go_to_object,14,2.485783738848113e-07,0.20084378123283386,0.8520916700363159,0.8508443236351013
1,fetch,3,put_near,14,1.1451188441924387e-07,0.42098644375801086,0.8464273810386658,0.8448781371116638
1,fetch,4,unlock_pickup,14,2.0985194737477286e-07,0.38826632499694824,0.8465766906738281,0.8448210954666138
1,fetch,5,pickup_dist,14,2.0250990928616375e-07,0.4033145606517792,0.8459091186523438,0.8441208004951477
