observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.8900612592697144,0.8899422883987427,0.890180230140686,0.4921875,0.48181018165942985
0,go_to_door,1,fetch,32,16,0.9000391960144043,0.9000680446624756,0.9000102281570435,0.4921875,0.4780273970318141
0,go_to_door,2,go_to_object,32,16,0.88126540184021,0.8810499906539917,0.8814808130264282,0.44140625,0.46043289549288
0,go_to_door,3,put_near,32,16,0.8938807845115662,0.8938432931900024,0.8939182758331299,0.5,0.4856210122117465
0,go_to_door,4,unlock_pickup,32,16,0.8909620046615601,0.8908876180648804,0.8910363912582397,0.49609375,0.4836334899301066
0,go_to_door,5,pickup_dist,32,16,0.8904168605804443,0.8903467655181885,0.8904868960380554,0.4921875,0.4817952546359889
1,fetch,0,go_to_door,30,14,0.8952075839042664,0.8930878043174744,0.8970624208450317,0.41517857142857145,0.42957049758520344
1,fetch,1,fetch,30,14,0.905716061592102,0.9034139513969421,0.9077304005622864,0.39732142857142855,0.41873834952101735
1,fetch,2,go_to_object,30,14,0.8849204182624817,0.8835205435752869,0.8861453533172607,0.4330357142857143,0.43736616231154674
1,fetch,3,put_near,30,14,0.899351179599762,0.8972037434577942,0.9012300968170166,0.4107142857142857,0.426529076800816
1,fetch,4,unlock_pickup,30,14,0.8960331082344055,0.8940303921699524,0.8977856040000916,0.4107142857142857,0.426529076800816
1,fetch,5,pickup_dist,30,14,0.8957000374794006,0.8935718536376953,0.8975620865821838,0.4017857142857143,0.4232720858520092
2,go_to_object,0,go_to_door,16,0,0.8939609527587891,,0.8939609527587891,,
2,go_to_object,1,fetch,16,0,0.9051761031150818,,0.9051761031150818,,
2,go_to_object,2,go_to_object,16,0,0.883389949798584,,0.883389949798584,,
2,go_to_object,3,put_near,16,0,0.8979957699775696,,0.8979957699775696,,
2,go_to_object,4,unlock_pickup,16,0,0.8945692181587219,,0.8945692181587219,,
2,go_to_object,5,pickup_dist,16,0,0.8943159580230713,,0.8943159580230713,,
3,put_near,0,go_to_door,16,0,0.900641143321991,,0.900641143321991,,
3,put_near,1,fetch,16,0,0.9100998640060425,,0.9100998640060425,,
3,put_near,2,go_to_object,16,0,0.8886661529541016,,0.8886661529541016,,
3,put_near,3,put_near,16,0,0.904700756072998,,0.904700756072998,,
3,put_near,4,unlock_pickup,16,0,0.9013164043426514,,0.9013164043426514,,
3,put_near,5,pickup_dist,16,0,0.9010717868804932,,0.9010717868804932,,
