proposal,control_scope,horizon,relationship,actual_goal,actual_goal_name,rows,online_value_start_mean,slow_value_start_mean,online_slow_start_gap,online_value_final_mean,slow_value_final_mean,return_mean,return_p95,return_max,return_bias_vs_realized,reward_only_mean,bootstrap_mean,bootstrap_abs_mean,bootstrap_fraction,imagined_reward_sum_mean,imagined_reward_event_posterior_sample_rate,imagined_stop_posterior_sample_rate,prior_entropy_mean,first_action_unique_fraction,all_action_unique_fraction
actor,all,1,factual,0,go_to_door,62,1.1798293157931297,1.1440050034753737,0.03582428966558749,1.2973331962862322,1.26541896116349,1.2930938956095934,1.3672580456745786,1.3885310235712944,nan,4.3879334656761895e-06,1.2930895076761273,1.2930895076761273,0.9999961983844501,4.387933386955501e-06,0.0,0.0,1.0051308908770162,0.046370967741935484,0.046370967741935484
actor,all,1,factual,1,fetch,60,1.466263896226883,1.4619212726751962,0.0043426369627316795,1.4942037324110666,1.4951596985260645,1.4883204913308252,1.5688389927213815,1.5925747275132116,nan,0.0005847377699600903,1.4877357535608653,1.4877357535608653,0.9996150625370478,0.0005847377878000603,0.0005208333333333333,0.0005208333333333333,1.1047037760416667,0.05,0.05
actor,all,1,factual,2,go_to_object,32,1.0204452723264694,1.0179458390921354,0.002499419671948999,1.0358001925051212,1.0341214388608932,1.0323578465864949,1.082977385135297,1.1022758818944234,nan,3.029796745656309e-07,1.0323575436068204,1.0323575436068204,0.9999996997428848,3.029796742520796e-07,0.0,0.0,1.0363082885742188,0.0517578125,0.0517578125
actor,all,1,factual,3,put_near,32,0.05725158751010895,0.05714000470470637,0.00011158333654748276,0.10156390420161188,0.10139356134459376,0.10128434111154243,0.20059700218250381,0.300263683982176,nan,1.1018094436983632e-08,0.10128433009344799,0.10128433009344799,0.9999995611435297,1.1018094374370957e-08,0.0,0.0,0.9711570739746094,0.0693359375,0.0693359375
actor,all,1,counterfactual,0,go_to_door,310,1.1543593629713982,1.1187749737212735,0.03558438249052532,1.2857152542760295,1.2532951953911011,1.2818386895361138,1.3722536025436627,1.3969353601521155,nan,8.417303701250438e-05,1.2817545164991015,1.2817545164991015,0.9999348797088337,8.417303356094285e-05,0.0,0.00020161290322580645,0.9995790543094758,0.04838709677419355,0.04838709677419355
actor,all,1,counterfactual,1,fetch,300,1.161429924244682,1.1538106624037028,0.007619267784951565,1.385834822356701,1.3845979696512223,1.3770163894926548,1.486382632999572,1.5063307271458293,nan,0.000141288811330996,1.3768751006813238,1.3768751006813238,0.9998542533134114,0.00014128881006698476,0.00010416666666666667,0.0022916666666666667,1.13875244140625,0.04583333333333333,0.04583333333333333
actor,all,1,counterfactual,2,go_to_object,160,1.0100349980406462,1.0071840793360025,0.0028509078270872123,1.0914741348475219,1.0912495963275433,1.0856148150443847,1.1609885421230157,1.1921678871411967,nan,0.001275577480499795,1.084339237563885,1.084339237563885,0.9988132093275004,0.0012755774165652603,0.0015625,0.001171875,1.0283706665039063,0.0552734375,0.0552734375
actor,all,1,counterfactual,3,put_near,160,0.35959482041653246,0.36037577509414404,-0.0007809563539922237,0.18005154323764144,0.1808148743584752,0.17912853593875866,0.3354055051209411,0.43742272039560126,nan,4.121922579164742e-06,0.1791244140161795,0.1791244140161795,0.9999490382862545,4.12192267935374e-06,0.0,0.0,0.9704444885253907,0.0732421875,0.0732421875
actor,all,3,factual,0,go_to_door,62,1.1798293157931297,1.1440050034753737,0.03582428966558749,1.4063750120901293,1.3890790093329646,1.3862723611177115,1.4577751590693753,1.4842464952242709,nan,1.3625948272721504e-05,1.3862587351694393,1.3862587351694393,0.9999900347029692,1.4575223797663739e-05,0.0,0.0,0.9489312921800921,0.046370967741935484,0.029737903225806453
actor,all,3,factual,1,fetch,60,1.466263896226883,1.4619212726751962,0.0043426369627316795,1.5289725760618846,1.5318449854850769,1.511361832962873,1.6199877235669964,1.6537138124598338,nan,0.0019469193750246115,1.5094149135878487,1.5094149135878487,0.9987261508363401,0.0021356612866368844,0.0010416666666666667,0.0010416666666666667,1.0815361907084784,0.05,0.035069444444444445
actor,all,3,factual,2,go_to_object,32,1.0204452723264694,1.0179458390921354,0.002499419671948999,1.04626162070781,1.0435266830027103,1.0360893104651292,1.169944588837303,1.1969456877728515,nan,6.225461538906901e-07,1.0360886879189755,1.0360886879189755,0.9999993780734262,6.453624167290783e-07,0.0,0.0,1.011316929012537,0.0517578125,0.030924479166666664
actor,all,3,factual,3,put_near,32,0.05725158751010895,0.05714000470470637,0.00011158333654748276,0.13169977103825659,0.13239479437470436,0.12875244020907328,0.31111446017705763,0.37467383486683353,nan,3.8833082069448914e-08,0.1287524013759912,0.1287524013759912,0.9999989755252178,4.1151828389374145e-08,0.0,0.0,0.913724260404706,0.0693359375,0.0419921875
actor,all,3,counterfactual,0,go_to_door,310,1.1543593629713982,1.1187749737212735,0.03558438249052532,1.3926768912423042,1.375248711532162,1.3742022719788012,1.4646437014433098,1.5002355745578317,nan,0.00012649689000851164,1.3740757750887926,1.3740757750887926,0.9999104620659809,0.0001305734989936315,0.0,0.00020161290322580645,0.9485765005311658,0.04838709677419355,0.030544354838709677
actor,all,3,counterfactual,1,fetch,300,1.161429924244682,1.1538106624037028,0.007619267784951565,1.4392706077297528,1.4411997812489667,1.4161253336199855,1.5470447156432299,1.567414126587167,nan,0.00023492893868336904,1.4158904046813021,1.4158904046813021,0.9997911608235874,0.0002462231923227106,0.00020833333333333335,0.0022916666666666667,1.1195382996400198,0.04583333333333333,0.030625
actor,all,3,counterfactual,2,go_to_object,160,1.0100349980406462,1.0071840793360025,0.0028509078270872123,1.1075067749246954,1.106437771767378,1.0909492807677386,1.232554889760873,1.2713968676110186,nan,0.0014119054523580386,1.0895373753153808,1.0895373753153808,0.9981852251772485,0.0014481314221330755,0.0015625,0.0015625,1.003561146184802,0.0552734375,0.033984375
actor,all,3,counterfactual,3,put_near,160,0.35959482041653246,0.36037577509414404,-0.0007809563539922237,0.1596947375452146,0.15973526823800058,0.15858981725963187,0.3407737666225774,0.4269079341723209,nan,6.990696551308409e-05,0.15851991029411877,0.15851991029411877,0.999684650975287,7.751273680736137e-05,0.0,0.0,0.9119661968201399,0.0732421875,0.04283854166666666
actor,all,6,factual,0,go_to_door,62,1.1798293157931297,1.1440050034753737,0.03582428966558749,1.4467287352008205,1.4357876123920563,1.410483766217365,1.4876036813093139,1.5323647949387909,nan,0.0014372360130201405,1.4090465302043447,1.4090465302043447,0.9990113187432116,0.0018827438128013337,0.0005040322580645161,0.0,0.8963130827872984,0.046370967741935484,0.018733198924731177
actor,all,6,factual,1,fetch,60,1.466263896226883,1.4619212726751962,0.0043426369627316795,1.5408256947994232,1.5426279654105504,1.5103671653341288,1.6490429410951717,1.6880181471246765,nan,0.002489219226654774,1.5078779461074743,1.5078779461074743,0.9983668148511569,0.0028177271964182184,0.0010416666666666667,0.0010416666666666667,1.0494954446951548,0.05,0.02352430555555556
actor,all,6,factual,2,go_to_object,32,1.0204452723264694,1.0179458390921354,0.002499419671948999,1.0694336807355285,1.066937672905624,1.0466653432896074,1.1864194034283675,1.2353488902407888,nan,1.4119354256800218e-06,1.046663931354182,1.046663931354182,0.999998676927187,1.6136575844427625e-06,0.0,0.0,0.9586518686264753,0.0517578125,0.018717447916666664
actor,all,6,factual,3,put_near,32,0.05725158751010895,0.05714000470470637,0.00011158333654748276,0.1431852679233998,0.1441737076966092,0.13705810579941177,0.31862526479782627,0.41940607961126153,nan,4.510771806844182e-07,0.13705765472223108,0.13705765472223108,0.9999958961853384,5.458828028492846e-07,0.0,0.0,0.8624903354793787,0.0693359375,0.027506510416666668
actor,all,6,counterfactual,0,go_to_door,310,1.1543593629713982,1.1187749737212735,0.03558438249052532,1.4457954525947572,1.435917643962368,1.4115962297669657,1.506079035831439,1.5615982353929994,nan,0.0029360937229484184,1.4086601360440174,1.4086601360440174,0.9981183216897987,0.003815053901267205,0.0024193548387096775,0.00020161290322580645,0.8961565544528346,0.04838709677419355,0.01989247311827957
