event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.8546340465545654,9.222399967256933e-06,3.096330165863037,3.140727996826172
0,go_to_door,1,fetch,16,0.8500390648841858,8.341322973137721e-05,3.1692445278167725,3.2039527893066406
0,go_to_door,2,go_to_object,16,0.8534542322158813,5.283764949126635e-06,3.100146770477295,3.1319735050201416
0,go_to_door,3,put_near,16,0.847414493560791,0.0011751088313758373,3.070876121520996,3.125119209289551
0,go_to_door,4,unlock_pickup,16,0.8584215044975281,6.930795279913582e-06,3.1939213275909424,3.2407360076904297
0,go_to_door,5,pickup_dist,16,0.8603728413581848,5.2344321375130676e-06,3.2194979190826416,3.2658309936523438
1,fetch,0,go_to_door,6,0.6145959496498108,0.00015553795674350113,1.274166226387024,1.2754406929016113
1,fetch,1,fetch,6,0.6933488845825195,8.679350867168978e-05,2.0914480686187744,2.0816967487335205
1,fetch,2,go_to_object,6,0.6075055599212646,0.0004356378922238946,1.0872985124588013,1.0989046096801758
1,fetch,3,put_near,6,0.2530325651168823,0.005835801362991333,1.3344107866287231,1.3357781171798706
1,fetch,4,unlock_pickup,6,0.6734342575073242,8.989587513497099e-05,1.372331142425537,1.3733407258987427
1,fetch,5,pickup_dist,6,0.6846041083335876,8.853406325215474e-05,1.3593050241470337,1.3634458780288696
2,go_to_object,0,go_to_door,16,0.008586488664150238,0.1972130835056305,1.458376407623291,1.3857654333114624
2,go_to_object,1,fetch,16,0.015618345700204372,0.5934006571769714,2.3581314086914062,2.3424839973449707
2,go_to_object,2,go_to_object,16,0.03818555176258087,0.1613362729549408,1.1739966869354248,1.1669775247573853
2,go_to_object,3,put_near,16,4.0235921915154904e-05,0.934364914894104,1.5511049032211304,1.4734749794006348
2,go_to_object,4,unlock_pickup,16,0.032114818692207336,0.2080111801624298,1.7331056594848633,1.6367536783218384
2,go_to_object,5,pickup_dist,16,0.03391411900520325,0.17172397673130035,1.7230596542358398,1.6244195699691772
