observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,1.811948537826538,1.8635270595550537,1.7603700160980225,0.6328125,0.7332572106151394
0,go_to_door,1,fetch,32,16,1.970537543296814,1.9639889001846313,1.9770863056182861,0.49609375,0.5063038072151225
0,go_to_door,2,go_to_object,32,16,1.0696009397506714,1.0941241979599,1.0450775623321533,0.625,0.6775808840282525
0,go_to_door,3,put_near,32,16,0.8616342544555664,0.9323809742927551,0.7908874750137329,0.54296875,0.6163589093234956
0,go_to_door,4,unlock_pickup,32,16,1.66681969165802,1.7038919925689697,1.6297473907470703,0.578125,0.6142916526408375
0,go_to_door,5,pickup_dist,32,16,1.6561393737792969,1.699188470840454,1.6130902767181396,0.5703125,0.6216482411095582
1,fetch,0,go_to_door,22,6,1.551908016204834,1.362221360206604,1.6230403184890747,0.1875,0.2012238707285147
1,fetch,1,fetch,22,6,1.9496742486953735,1.8006129264831543,2.0055723190307617,0.3541666666666667,0.28751803751803756
1,fetch,2,go_to_object,22,6,1.0392571687698364,1.0023646354675293,1.0530917644500732,0.2916666666666667,0.22110397342595486
1,fetch,3,put_near,22,6,0.7899160981178284,0.47980797290802,0.9062066078186035,0.2708333333333333,0.21678645428645427
1,fetch,4,unlock_pickup,22,6,1.5004695653915405,1.2940424680709839,1.5778796672821045,0.22916666666666666,0.23118329039381671
1,fetch,5,pickup_dist,22,6,1.5016562938690186,1.2919321060180664,1.5803029537200928,0.21875,0.21729440150492782
2,go_to_object,0,go_to_door,32,16,1.4455387592315674,1.5089833736419678,1.382094144821167,0.7109375,0.7605779086997118
2,go_to_object,1,fetch,32,16,1.9446020126342773,1.9426085948944092,1.9465954303741455,0.48828125,0.5961971322345363
2,go_to_object,2,go_to_object,32,16,1.008898138999939,1.009937047958374,1.007859468460083,0.609375,0.6520865863536232
2,go_to_object,3,put_near,32,16,0.6971117258071899,0.7104016542434692,0.6838219165802002,0.4921875,0.5521103640147036
2,go_to_object,4,unlock_pickup,32,16,1.39262056350708,1.4267113208770752,1.358529806137085,0.6328125,0.631344325740673
2,go_to_object,5,pickup_dist,32,16,1.3948191404342651,1.4261764287948608,1.363461971282959,0.62109375,0.6226966275309544
3,put_near,0,go_to_door,16,0,0.8999087810516357,,0.8999087810516357,,
3,put_near,1,fetch,16,0,1.5048937797546387,,1.5048937797546387,,
3,put_near,2,go_to_object,16,0,0.7740613222122192,,0.7740613222122192,,
3,put_near,3,put_near,16,0,0.048756033182144165,,0.048756033182144165,,
3,put_near,4,unlock_pickup,16,0,0.4266238808631897,,0.4266238808631897,,
3,put_near,5,pickup_dist,16,0,0.4162779748439789,,0.4162779748439789,,
