observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.7730827331542969,0.7924302220344543,0.7537353038787842,0.51171875,0.5615224961806566
0,go_to_door,1,fetch,32,16,0.7705909013748169,0.7889667749404907,0.7522149085998535,0.51953125,0.5878913356744961
0,go_to_door,2,go_to_object,32,16,0.7697935104370117,0.7923924922943115,0.7471944093704224,0.51953125,0.5985508917616837
0,go_to_door,3,put_near,32,16,0.7606656551361084,0.7843858599662781,0.7369454503059387,0.48828125,0.5422728642042101
0,go_to_door,4,unlock_pickup,32,16,0.7685946226119995,0.7909783720970154,0.7462109327316284,0.5,0.5531891628473233
0,go_to_door,5,pickup_dist,32,16,0.7586979866027832,0.7842283844947815,0.7331676483154297,0.51171875,0.567036642122434
1,fetch,0,go_to_door,16,0,0.8048465251922607,,0.8048465251922607,,
1,fetch,1,fetch,16,0,0.7973992824554443,,0.7973992824554443,,
1,fetch,2,go_to_object,16,0,0.8064107894897461,,0.8064107894897461,,
1,fetch,3,put_near,16,0,0.7863732576370239,,0.7863732576370239,,
1,fetch,4,unlock_pickup,16,0,0.7965302467346191,,0.7965302467346191,,
1,fetch,5,pickup_dist,16,0,0.7887718677520752,,0.7887718677520752,,
2,go_to_object,0,go_to_door,32,16,0.801010012626648,0.8028625249862671,0.7991573810577393,0.57421875,0.5632694289354241
2,go_to_object,1,fetch,32,16,0.7947547435760498,0.7949275374412537,0.7945818901062012,0.55859375,0.5570212896371363
2,go_to_object,2,go_to_object,32,16,0.8011229634284973,0.8002813458442688,0.8019646406173706,0.53515625,0.55009363959795
2,go_to_object,3,put_near,32,16,0.7900352478027344,0.7909932136535645,0.7890771627426147,0.55859375,0.5519661543988115
2,go_to_object,4,unlock_pickup,32,16,0.7909398674964905,0.7900919914245605,0.7917877435684204,0.55078125,0.5405200130751602
2,go_to_object,5,pickup_dist,32,16,0.7869081497192383,0.7858220934867859,0.7879942655563354,0.5625,0.5628222305943273
3,put_near,0,go_to_door,16,0,0.7920725345611572,,0.7920725345611572,,
3,put_near,1,fetch,16,0,0.7748473882675171,,0.7748473882675171,,
3,put_near,2,go_to_object,16,0,0.78034907579422,,0.78034907579422,,
3,put_near,3,put_near,16,0,0.7581685781478882,,0.7581685781478882,,
3,put_near,4,unlock_pickup,16,0,0.7764276266098022,,0.7764276266098022,,
3,put_near,5,pickup_dist,16,0,0.7723878622055054,,0.7723878622055054,,
