goal,goal_name,target,bin,count,prediction_mean,target_mean,prediction_min,prediction_max
0,go_to_door,inclusive,0,84,0.5546057224273682,0.11523818969726562,0.17100828886032104,0.7718333601951599
0,go_to_door,inclusive,1,83,0.7832373380661011,0.2385985404253006,0.7724952697753906,0.7908689975738525
0,go_to_door,inclusive,2,83,0.794856071472168,0.10356654971837997,0.7908762693405151,0.7980992794036865
0,go_to_door,inclusive,3,83,0.8004540801048279,0.021730804815888405,0.7981022000312805,0.8031837344169617
0,go_to_door,inclusive,4,83,0.8049711585044861,0.04685377702116966,0.8031934499740601,0.8081663846969604
0,go_to_door,inclusive,5,83,0.8101421594619751,0.03959394618868828,0.8082022666931152,0.8129240274429321
0,go_to_door,inclusive,6,83,0.8164786696434021,0.13995011150836945,0.8129284381866455,0.8204075694084167
0,go_to_door,inclusive,7,83,0.8272417187690735,0.19605810940265656,0.8204200863838196,0.8343789577484131
0,go_to_door,inclusive,8,83,0.8453590869903564,0.5207579135894775,0.8343818783760071,0.8582691550254822
0,go_to_door,inclusive,9,84,0.8733147382736206,0.8311539888381958,0.8584733605384827,0.9304672479629517
0,go_to_door,exclusive,0,84,0.5546057224273682,0.11523818969726562,0.17100828886032104,0.7718333601951599
0,go_to_door,exclusive,1,83,0.7832373380661011,0.23251420259475708,0.7724952697753906,0.7908689975738525
0,go_to_door,exclusive,2,83,0.794856071472168,0.10356654971837997,0.7908762693405151,0.7980992794036865
0,go_to_door,exclusive,3,83,0.8004540801048279,0.021730804815888405,0.7981022000312805,0.8031837344169617
0,go_to_door,exclusive,4,83,0.8049711585044861,0.035998355597257614,0.8031934499740601,0.8081663846969604
0,go_to_door,exclusive,5,83,0.8101421594619751,0.029605994001030922,0.8082022666931152,0.8129240274429321
0,go_to_door,exclusive,6,83,0.8164786696434021,0.12898625433444977,0.8129284381866455,0.8204075694084167
0,go_to_door,exclusive,7,83,0.8272417187690735,0.1738051027059555,0.8204200863838196,0.8343789577484131
0,go_to_door,exclusive,8,83,0.8453590869903564,0.4672398269176483,0.8343818783760071,0.8582691550254822
0,go_to_door,exclusive,9,84,0.8733147382736206,0.7772015929222107,0.8584733605384827,0.9304672479629517
1,fetch,inclusive,0,162,0.4947759509086609,0.0,0.1603827178478241,0.6717046499252319
1,fetch,inclusive,1,162,0.7363729476928711,0.0,0.6722789406776428,0.769225001335144
1,fetch,inclusive,2,161,0.775588870048523,0.0,0.769227147102356,0.779820442199707
1,fetch,inclusive,3,162,0.7838212251663208,0.0,0.7801631093025208,0.7871072292327881
1,fetch,inclusive,4,161,0.789794921875,0.0,0.7871078252792358,0.792668342590332
1,fetch,inclusive,5,162,0.7950776815414429,0.0,0.7926784753799438,0.7980653047561646
1,fetch,inclusive,6,161,0.800937831401825,0.0,0.7980791926383972,0.8042784929275513
1,fetch,inclusive,7,162,0.8080912232398987,0.0,0.8043753504753113,0.811397135257721
1,fetch,inclusive,8,161,0.8159647583961487,0.0,0.8114091157913208,0.8205491304397583
1,fetch,inclusive,9,162,0.825581967830658,0.0,0.8206223249435425,0.8448632955551147
1,fetch,exclusive,0,162,0.4947759509086609,0.0,0.1603827178478241,0.6717046499252319
1,fetch,exclusive,1,162,0.7363729476928711,0.0,0.6722789406776428,0.769225001335144
1,fetch,exclusive,2,161,0.775588870048523,0.0,0.769227147102356,0.779820442199707
1,fetch,exclusive,3,162,0.7838212251663208,0.0,0.7801631093025208,0.7871072292327881
1,fetch,exclusive,4,161,0.789794921875,0.0,0.7871078252792358,0.792668342590332
1,fetch,exclusive,5,162,0.7950776815414429,0.0,0.7926784753799438,0.7980653047561646
1,fetch,exclusive,6,161,0.800937831401825,0.0,0.7980791926383972,0.8042784929275513
1,fetch,exclusive,7,162,0.8080912232398987,0.0,0.8043753504753113,0.811397135257721
