event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.0026930030435323715,0.00045605498598888516,0.6953608393669128,0.6818238496780396
0,go_to_door,1,fetch,16,0.007835394702851772,0.0003454929101280868,0.6824836730957031,0.6654696464538574
0,go_to_door,2,go_to_object,16,0.00693708099424839,0.00036686164094135165,0.6794936656951904,0.6621068716049194
0,go_to_door,3,put_near,16,0.006293098442256451,0.0004349196096882224,0.6785579919815063,0.6617369055747986
0,go_to_door,4,unlock_pickup,16,0.0069425832480192184,0.0003579695476219058,0.679211437702179,0.6618824601173401
0,go_to_door,5,pickup_dist,16,0.005832752212882042,0.0004171025939285755,0.6850128173828125,0.6695913076400757
1,fetch,0,go_to_door,14,9.234552999259904e-05,0.7887314558029175,0.6444135904312134,0.641556441783905
1,fetch,1,fetch,14,0.0002130779466824606,0.7654256224632263,0.6372975707054138,0.6349572539329529
1,fetch,2,go_to_object,14,0.00020457858045119792,0.7716132402420044,0.6360310912132263,0.6336618065834045
1,fetch,3,put_near,14,0.00019791863451246172,0.7774227857589722,0.6359925866127014,0.6336846351623535
1,fetch,4,unlock_pickup,14,0.00020858706557191908,0.7657398581504822,0.6354362368583679,0.6331076622009277
1,fetch,5,pickup_dist,14,0.00019043694192077965,0.7787023186683655,0.6389182209968567,0.6368240118026733
