arm,replay/abandoned,replay/active_goals,replay/admitted,replay/chunks,replay/episodes,replay/episodes_seen,replay/goal_0/episodes,replay/goal_0/sampled,replay/goal_0/sampled_total,replay/goal_0/transitions,replay/goal_1/episodes,replay/goal_1/sampled,replay/goal_1/sampled_total,replay/goal_1/transitions,replay/goal_2/episodes,replay/goal_2/sampled,replay/goal_2/sampled_total,replay/goal_2/transitions,replay/goal_3/episodes,replay/goal_3/sampled,replay/goal_3/sampled_total,replay/goal_3/transitions,replay/goal_4/episodes,replay/goal_4/sampled,replay/goal_4/sampled_total,replay/goal_4/transitions,replay/goal_5/episodes,replay/goal_5/sampled,replay/goal_5/sampled_total,replay/goal_5/transitions,replay/inserts,replay/items,replay/ram_gb,replay/rejected,replay/replaced,replay/replay_ratio,replay/samples,replay/sampling/current_fraction,replay/sampling/current_group,replay/sampling/is_current_old,replay/streams,replay/updates,seed,step
current_old_50_50,0.0,3.0,236.0,0.0,2494.0,13336.0,1000.0,5887.0,311408.0,29927.0,1000.0,5786.0,111975.0,33479.0,494.0,11871.0,23905.0,47456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23550.0,110862.0,1.272535091266036,0.0,0.0,31.99184713375796,23544.0,0.5,2.0,1.0,1.0,0.0,1,447520
current_old_50_50,0.0,3.0,261.0,0.0,2755.0,13597.0,1000.0,5998.0,317406.0,29927.0,1000.0,5934.0,117909.0,33479.0,755.0,11564.0,35469.0,70982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23490.0,134388.0,1.5425794757902622,0.0,0.0,32.00817369093231,23496.0,0.5,2.0,1.0,1.0,0.0,1,471010
current_old_50_50,0.0,3.0,264.0,0.0,3000.0,13861.0,1000.0,5916.0,323322.0,29927.0,1000.0,5852.0,123761.0,33479.0,1000.0,11640.0,47109.0,92575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23410.0,155981.0,1.79043582174927,0.0,19.0,31.997266125587355,23408.0,0.5,2.0,1.0,1.0,0.0,1,494420
current_old_50_50,0.0,3.0,611.0,0.0,3000.0,14728.0,1000.0,5951.0,329273.0,29927.0,1000.0,5920.0,129681.0,33479.0,1000.0,11489.0,58598.0,63837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23360.0,127243.0,1.4605652308091521,256.0,611.0,32.0,23360.0,0.5,2.0,1.0,1.0,0.0,1,517780
current_old_50_50,0.0,3.0,262.0,0.0,3000.0,15270.0,1000.0,5887.0,335160.0,29927.0,1000.0,5960.0,135641.0,33479.0,1000.0,11585.0,70183.0,59955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23430.0,123361.0,1.416005496867001,280.0,262.0,32.00273154075971,23432.0,0.5,2.0,1.0,1.0,0.0,1,541210
current_old_50_50,0.0,3.0,86.0,0.0,3000.0,15504.0,1000.0,5898.0,341058.0,29927.0,1000.0,5894.0,141535.0,33479.0,1000.0,11648.0,81831.0,63257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23440.0,126663.0,1.4539076713845134,148.0,86.0,32.0,23440.0,0.5,2.0,1.0,1.0,0.0,1,564650
current_old_50_50,0.0,3.0,91.0,0.0,3000.0,15749.0,1000.0,5813.0,346871.0,29927.0,1000.0,6010.0,147545.0,33479.0,1000.0,11561.0,93392.0,66496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23390.0,129902.0,1.4910866972059011,154.0,91.0,31.991791363830696,23384.0,0.5,2.0,1.0,1.0,0.0,1,588040
current_old_50_50,1.0,4.0,369.0,0.0,3235.0,16371.0,1000.0,7025.0,353896.0,29927.0,1000.0,6867.0,154412.0,33479.0,1000.0,10076.0,103468.0,61338.0,235.0,11776.0,11776.0,23697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35730.0,148441.0,1.7038875492289662,253.0,134.0,32.01253848306745,35744.0,0.5,3.0,1.0,1.0,0.0,1,623770
current_old_50_50,0.0,4.0,230.0,0.0,3465.0,16601.0,1000.0,3912.0,357808.0,29927.0,1000.0,3885.0,158297.0,33479.0,1000.0,3907.0,107375.0,61338.0,465.0,11544.0,23320.0,46927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23250.0,171671.0,1.9705342827364802,0.0,0.0,31.997247311827955,23248.0,0.5,3.0,1.0,1.0,0.0,1,647020
current_old_50_50,0.0,4.0,231.0,0.0,3696.0,16832.0,1000.0,3897.0,361705.0,29927.0,1000.0,4046.0,162343.0,33479.0,1000.0,3796.0,111171.0,61338.0,696.0,11533.0,34853.0,70258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23270.0,195002.0,2.23834034986794,0.0,0.0,32.00275032230339,23272.0,0.5,3.0,1.0,1.0,0.0,1,670290
current_old_50_50,0.0,4.0,230.0,0.0,3926.0,17062.0,1000.0,3814.0,365519.0,29927.0,1000.0,3791.0,166134.0,33479.0,1000.0,3881.0,115052.0,61338.0,926.0,11754.0,46607.0,93488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23240.0,218232.0,2.504987083375454,0.0,0.0,32.0,23240.0,0.5,3.0,1.0,1.0,0.0,1,693530
current_old_50_50,0.0,4.0,213.0,0.0,4000.0,17291.0,1000.0,3913.0,369432.0,29927.0,1000.0,3782.0,169916.0,33479.0,1000.0,3939.0,118991.0,61338.0,1000.0,11494.0,58101.0,100962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23130.0,225706.0,2.5907777715474367,16.0,139.0,31.997233030696066,23128.0,0.5,3.0,1.0,1.0,0.0,1,716660
current_old_50_50,0.0,4.0,184.0,0.0,4000.0,17521.0,1000.0,3903.0,373335.0,29927.0,1000.0,3835.0,173751.0,33479.0,1000.0,3874.0,122865.0,61338.0,1000.0,11604.0,69705.0,100962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23220.0,225706.0,2.5907777715474367,46.0,184.0,31.994487510766582,23216.0,0.5,3.0,1.0,1.0,0.0,1,739880
current_old_50_50,0.0,4.0,156.0,0.0,4000.0,17751.0,1000.0,3981.0,377316.0,29927.0,1000.0,3839.0,177590.0,33479.0,1000.0,3870.0,126735.0,61338.0,1000.0,11606.0,81311.0,100962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23290.0,225706.0,2.5907777715474367,74.0,156.0,32.0082438814942,23296.0,0.5,3.0,1.0,1.0,0.0,1,763170
current_old_50_50,0.0,4.0,136.0,0.0,4000.0,17981.0,1000.0,3887.0,381203.0,29927.0,1000.0,3849.0,181439.0,33479.0,1000.0,3856.0,130591.0,61338.0,1000.0,11584.0,92895.0,100962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23180.0,225706.0,2.5907777715474367,94.0,136.0,31.994477998274373,23176.0,0.5,3.0,1.0,1.0,0.0,1,786350
current_old_50_50,0.0,1.0,790.0,0.0,790.0,790.0,790.0,23336.0,23336.0,23523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23580.0,23523.0,0.2700099488720298,0.0,0.0,31.668871925360474,23336.0,0.5,0.0,1.0,1.0,0.0,2,23580
current_old_50_50,0.0,1.0,235.0,0.0,1000.0,1025.0,1000.0,23672.0,47008.0,46086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23670.0,46086.0,0.5290004890412092,0.0,25.0,32.00270384452894,23672.0,0.5,0.0,1.0,1.0,0.0,2,47250
current_old_50_50,0.0,1.0,207.0,0.0,1000.0,1260.0,1000.0,23696.0,70704.0,56893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23700.0,56893.0,0.6530491868034005,28.0,207.0,31.994599156118145,23696.0,0.5,0.0,1.0,1.0,0.0,2,70950
current_old_50_50,0.0,1.0,224.0,0.0,1000.0,1577.0,1000.0,23736.0,94440.0,62171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23730.0,62171.0,0.7136329775676131,93.0,224.0,32.008091024020224,23736.0,0.5,0.0,1.0,1.0,0.0,2,94680
current_old_50_50,0.0,1.0,136.0,0.0,1000.0,1817.0,1000.0,23720.0,118160.0,67767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23720.0,67767.0,0.7778669474646449,104.0,136.0,32.0,23720.0,0.5,0.0,1.0,1.0,0.0,2,118400
current_old_50_50,0.0,1.0,278.0,0.0,1000.0,2384.0,1000.0,23728.0,141888.0,60728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23730.0,60728.0,0.6970694288611412,289.0,278.0,31.99730299199326,23728.0,0.5,0.0,1.0,1.0,0.0,2,142130
current_old_50_50,0.0,1.0,368.0,0.0,1000.0,3433.0,1000.0,23640.0,165528.0,49248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640.0,49248.0,0.5652956664562225,681.0,368.0,32.0,23640.0,0.5,0.0,1.0,1.0,0.0,2,165770
current_old_50_50,0.0,1.0,320.0,0.0,1000.0,4554.0,1000.0,23592.0,189120.0,41943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23590.0,41943.0,0.4814448533579707,801.0,320.0,32.00271301398898,23592.0,0.5,0.0,1.0,1.0,0.0,2,189360
current_old_50_50,1.0,2.0,338.0,0.0,1240.0,5274.0,1000.0,22789.0,211909.0,40054.0,240.0,12043.0,12043.0,24162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,64216.0,0.7371066138148308,382.0,98.0,32.0110281447444,34832.0,0.5,1.0,1.0,1.0,0.0,2,224180
current_old_50_50,0.0,2.0,242.0,0.0,1482.0,5516.0,1000.0,11935.0,223844.0,40054.0,482.0,11697.0,23740.0,47803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23630.0,87857.0,1.0084710316732526,0.0,0.0,32.0027084214981,23632.0,0.5,1.0,1.0,1.0,0.0,2,247810
current_old_50_50,0.0,2.0,234.0,0.0,1716.0,5750.0,1000.0,11895.0,235739.0,40054.0,716.0,11801.0,35541.0,71437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23700.0,111491.0,1.2797550996765494,0.0,0.0,31.994599156118145,23696.0,0.5,1.0,1.0,1.0,0.0,2,271510
current_old_50_50,0.0,2.0,234.0,0.0,1950.0,5984.0,1000.0,11725.0,247464.0,40054.0,950.0,11875.0,47416.0,95071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23600.0,135125.0,1.5510391676798463,0.0,0.0,32.0,23600.0,0.5,1.0,1.0,1.0,0.0,2,295110
current_old_50_50,0.0,2.0,224.0,0.0,2000.0,6218.0,1000.0,11679.0,259143.0,40054.0,1000.0,11961.0,59377.0,100244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23640.0,140298.0,1.6104177106171846,10.0,174.0,32.0,23640.0,0.5,1.0,1.0,1.0,0.0,2,318750
current_old_50_50,0.0,2.0,184.0,0.0,2000.0,6452.0,1000.0,11853.0,270996.0,40054.0,1000.0,11755.0,71132.0,100322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23610.0,140376.0,1.6113130375742912,50.0,184.0,31.99728928420161,23608.0,0.5,1.0,1.0,1.0,0.0,2,342360
current_old_50_50,0.0,2.0,153.0,0.0,2000.0,6687.0,1000.0,11777.0,282773.0,40054.0,1000.0,11815.0,82947.0,100216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23590.0,140270.0,1.6100963111966848,82.0,153.0,32.00271301398898,23592.0,0.5,1.0,1.0,1.0,0.0,2,365950
current_old_50_50,0.0,2.0,142.0,0.0,2000.0,6921.0,1000.0,11721.0,294494.0,40054.0,1000.0,11839.0,94786.0,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23560.0,140347.0,1.6109801596030593,92.0,142.0,32.0,23560.0,0.5,1.0,1.0,1.0,0.0,2,389510
current_old_50_50,1.0,3.0,284.0,0.0,2241.0,7266.0,1000.0,11136.0,305630.0,40054.0,1000.0,11255.0,106041.0,100386.0,241.0,11905.0,11905.0,23755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34290.0,164195.0,1.8847206374630332,61.0,43.0,32.00559930008749,34296.0,0.5,2.0,1.0,1.0,0.0,2,423800
current_old_50_50,0.0,3.0,234.0,0.0,2475.0,7500.0,1000.0,5990.0,311620.0,40054.0,1000.0,5803.0,111844.0,100386.0,475.0,11671.0,23576.0,47208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23460.0,187648.0,2.1539270877838135,0.0,0.0,32.00545609548167,23464.0,0.5,2.0,1.0,1.0,0.0,2,447260
current_old_50_50,0.0,3.0,239.0,0.0,2714.0,7739.0,1000.0,5871.0,317491.0,40054.0,1000.0,5847.0,117691.0,100386.0,714.0,11794.0,35370.0,70698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23510.0,211138.0,2.4235582444816828,0.0,0.0,32.00272224585283,23512.0,0.5,2.0,1.0,1.0,0.0,2,470770
current_old_50_50,0.0,3.0,253.0,0.0,2967.0,7992.0,1000.0,5798.0,323289.0,40054.0,1000.0,5908.0,123599.0,100386.0,967.0,11750.0,47120.0,94219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23460.0,234659.0,2.6935452362522483,0.0,0.0,31.99454390451833,23456.0,0.5,2.0,1.0,1.0,0.0,2,494230
current_old_50_50,0.0,3.0,1336.0,0.0,3000.0,10666.0,1000.0,5830.0,329119.0,40054.0,1000.0,5730.0,129329.0,100386.0,1000.0,11608.0,58728.0,32908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23170.0,173348.0,1.989783812314272,1338.0,1303.0,31.997237807509713,23168.0,0.5,2.0,1.0,1.0,0.0,2,517400
current_old_50_50,0.0,3.0,139.0,0.0,3000.0,11250.0,1000.0,5846.0,334965.0,40054.0,1000.0,5802.0,135131.0,100386.0,1000.0,11808.0,70536.0,34138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23450.0,174578.0,2.003902429714799,445.0,139.0,32.00818763326226,23456.0,0.5,2.0,1.0,1.0,0.0,2,540850
current_old_50_50,0.0,3.0,50.0,0.0,3000.0,11484.0,1000.0,6006.0,340971.0,40054.0,1000.0,5898.0,141029.0,100386.0,1000.0,11584.0,82120.0,37324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23490.0,177764.0,2.0404730923473835,184.0,50.0,31.997275436355896,23488.0,0.5,2.0,1.0,1.0,0.0,2,564340
current_old_50_50,0.0,3.0,43.0,0.0,3000.0,11718.0,1000.0,5818.0,346789.0,40054.0,1000.0,5806.0,146835.0,100386.0,1000.0,11824.0,93944.0,39892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23450.0,180332.0,2.069950010627508,191.0,43.0,31.99727078891258,23448.0,0.5,2.0,1.0,1.0,0.0,2,587790
current_old_50_50,1.0,4.0,260.0,0.0,3236.0,12075.0,1000.0,7201.0,353990.0,40054.0,1000.0,6918.0,153753.0,100386.0,1000.0,10032.0,103976.0,41435.0,236.0,11929.0,11929.0,23836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36070.0,205711.0,2.361264149658382,97.0,24.0,32.008871638480734,36080.0,0.5,3.0,1.0,1.0,0.0,2,623860
current_old_50_50,0.0,4.0,232.0,0.0,3468.0,12307.0,1000.0,3924.0,357914.0,40054.0,1000.0,3883.0,157636.0,100386.0,1000.0,3916.0,107892.0,41435.0,468.0,11709.0,23638.0,47268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23430.0,229143.0,2.6302295504137874,0.0,0.0,32.00273154075971,23432.0,0.5,3.0,1.0,1.0,0.0,2,647290
current_old_50_50,0.0,4.0,231.0,0.0,3699.0,12538.0,1000.0,3952.0,361866.0,40054.0,1000.0,3960.0,161596.0,100386.0,1000.0,3833.0,111725.0,41435.0,699.0,11559.0,35197.0,70599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23310.0,252474.0,2.898035617545247,0.0,0.0,31.99176319176319,23304.0,0.5,3.0,1.0,1.0,0.0,2,670600
current_old_50_50,0.0,4.0,231.0,0.0,3930.0,12769.0,1000.0,3897.0,365763.0,40054.0,1000.0,3855.0,165451.0,100386.0,1000.0,3851.0,115576.0,41435.0,930.0,11757.0,46954.0,93930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23360.0,275805.0,3.165841684676707,0.0,0.0,32.0,23360.0,0.5,3.0,1.0,1.0,0.0,2,693960
current_old_50_50,0.0,4.0,220.0,0.0,4000.0,12999.0,1000.0,3903.0,369666.0,40054.0,1000.0,3874.0,169325.0,100386.0,1000.0,3881.0,119457.0,41435.0,1000.0,11606.0,58560.0,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23260.0,282875.0,3.2469950383529067,10.0,150.0,32.005503009458295,23264.0,0.5,3.0,1.0,1.0,0.0,2,717220
current_old_50_50,0.0,4.0,179.0,0.0,4000.0,13230.0,1000.0,3900.0,373566.0,40054.0,1000.0,3955.0,173280.0,100386.0,1000.0,3763.0,123220.0,41435.0,1000.0,11678.0,70238.0,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23300.0,282875.0,3.2469950383529067,52.0,179.0,31.99450643776824,23296.0,0.5,3.0,1.0,1.0,0.0,2,740520
current_old_50_50,0.0,4.0,141.0,0.0,4000.0,13460.0,1000.0,3780.0,377346.0,40054.0,1000.0,3938.0,177218.0,100386.0,1000.0,3884.0,127104.0,41435.0,1000.0,11654.0,81892.0,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23250.0,282875.0,3.2469950383529067,89.0,141.0,32.00825806451613,23256.0,0.5,3.0,1.0,1.0,0.0,2,763770
current_old_50_50,0.0,4.0,118.0,0.0,4000.0,13691.0,1000.0,3853.0,381199.0,40054.0,1000.0,3899.0,181117.0,100386.0,1000.0,3882.0,130986.0,41435.0,1000.0,11654.0,93546.0,101000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23290.0,282875.0,3.2469950383529067,113.0,118.0,31.997252039501934,23288.0,0.5,3.0,1.0,1.0,0.0,2,787060
fifo_100k,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23649.0,23649.0,0.28209686279296875,,,31.67389741638124,23408.0,,,,1.0,0.0,0,23680
fifo_100k,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23970.0,47619.0,0.5641937255859375,,,31.997329995828117,23968.0,,,,1.0,0.0,0,47650
fifo_100k,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,71619.0,0.8462905883789062,,,32.0,24000.0,,,,1.0,0.0,0,71650
fifo_100k,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23850.0,95469.0,1.128387451171875,,,31.997316561844865,23848.0,,,,1.0,0.0,0,95500
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23880.0,100000.0,1.1871576309204102,,,32.0,23880.0,,,,1.0,0.0,0,119380
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23840.0,100000.0,1.1871576309204102,,,32.0,23840.0,,,,1.0,0.0,0,143220
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23800.0,100000.0,1.1871576309204102,,,32.0,23800.0,,,,1.0,0.0,0,167020
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23780.0,100000.0,1.1871576309204102,,,32.0053826745164,23784.0,,,,1.0,0.0,0,190800
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24169.0,100000.0,1.1596091091632843,,,32.0516363937275,24208.0,,,,1.0,0.0,0,224200
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24100.0,100000.0,1.1664962396025658,,,32.0053112033195,24104.0,,,,1.0,0.0,0,248300
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24030.0,100000.0,1.1733833700418472,,,32.002663337494795,24032.0,,,,1.0,0.0,0,272330
fifo_100k,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24060.0,100000.0,1.1721436865627766,,,31.994679966749793,24056.0,,,,1.0,0.0,0,296390
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23910.0,100000.0,1.1871576309204102,,,32.002676704307824,23912.0,,,,1.0,0.0,0,320300
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24040.0,100000.0,1.1871576309204102,,,32.0,24040.0,,,,1.0,0.0,0,344340
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24070.0,100000.0,1.1871576309204102,,,32.0026589115081,24072.0,,,,1.0,0.0,0,368410
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23940.0,100000.0,1.1989116668701172,,,31.994653299916457,23936.0,,,,1.0,0.0,0,392350
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24139.0,100000.0,1.1596091091632843,,,32.059654501014954,24184.0,,,,1.0,0.0,0,424170
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23890.0,100000.0,1.1664962396025658,,,31.997321054834657,23888.0,,,,1.0,0.0,0,448060
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23990.0,100000.0,1.1733833700418472,,,32.002667778240934,23992.0,,,,1.0,0.0,0,472050
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,100000.0,1.1788930743932724,,,32.0,24000.0,,,,1.0,0.0,0,496050
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23960.0,100000.0,1.1871576309204102,,,32.0,23960.0,,,,1.0,0.0,0,520010
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23940.0,100000.0,1.1871576309204102,,,31.994653299916457,23936.0,,,,1.0,0.0,0,543950
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23870.0,100000.0,1.1871576309204102,,,32.00268118977797,23872.0,,,,1.0,0.0,0,567820
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.0,100000.0,1.1871576309204102,,,31.994644351464434,23896.0,,,,1.0,0.0,0,591720
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24099.0,100000.0,1.1596091091632843,,,32.059753516743434,24144.0,,,,1.0,0.0,0,624130
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23970.0,100000.0,1.1664962396025658,,,31.997329995828117,23968.0,,,,1.0,0.0,0,648100
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23970.0,100000.0,1.1733833700418472,,,31.997329995828117,23968.0,,,,1.0,0.0,0,672070
fifo_100k,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24050.0,100000.0,1.1740261688828468,,,31.997338877338876,24048.0,,,,1.0,0.0,0,696120
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23960.0,100000.0,1.1871576309204102,,,32.0,23960.0,,,,1.0,0.0,0,720080
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23810.0,100000.0,1.1871576309204102,,,32.008063838723224,23816.0,,,,1.0,0.0,0,743890
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23720.0,100000.0,1.1871576309204102,,,32.0,23720.0,,,,1.0,0.0,0,767610
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23840.0,100000.0,1.1871576309204102,,,32.0,23840.0,,,,1.0,0.0,0,791450
fifo_100k,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23509.0,23509.0,0.2703428268432617,,,31.666510698030542,23264.0,,,,1.0,0.0,1,23540
fifo_100k,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23860.0,47369.0,0.5524396896362305,,,32.00536462699078,23864.0,,,,1.0,0.0,1,47400
fifo_100k,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23810.0,71179.0,0.8345365524291992,,,31.997312053758925,23808.0,,,,1.0,0.0,1,71210
fifo_100k,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23870.0,95049.0,1.116633415222168,,,32.00268118977797,23872.0,,,,1.0,0.0,1,95080
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23830.0,100000.0,1.1871576309204102,,,31.99194292908099,23824.0,,,,1.0,0.0,1,118910
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23930.0,100000.0,1.1871576309204102,,,32.00802340158796,23936.0,,,,1.0,0.0,1,142840
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23880.0,100000.0,1.1871576309204102,,,32.0,23880.0,,,,1.0,0.0,1,166720
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23760.0,100000.0,1.1871576309204102,,,32.0,23760.0,,,,1.0,0.0,1,190480
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24139.0,100000.0,1.1596091091632843,,,32.059654501014954,24184.0,,,,1.0,0.0,1,224170
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23890.0,100000.0,1.1664962396025658,,,31.997321054834657,23888.0,,,,1.0,0.0,1,248060
fifo_100k,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23930.0,100000.0,1.1733833700418472,,,31.997325532804012,23928.0,,,,1.0,0.0,1,271990
fifo_100k,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23960.0,100000.0,1.1759316083043814,,,32.0,23960.0,,,,1.0,0.0,1,295950
