arm,seed,step,train/batch_goal/0,train/batch_goal/1,train/batch_goal/2,train/batch_goal/3,train/batch_goal/4,train/batch_goal/5,train/loss_by_goal/0/con,train/loss_by_goal/0/dyn,train/loss_by_goal/0/image,train/loss_by_goal/0/policy,train/loss_by_goal/0/rep,train/loss_by_goal/0/repval,train/loss_by_goal/0/rew,train/loss_by_goal/0/value,train/loss_by_goal/1/con,train/loss_by_goal/1/dyn,train/loss_by_goal/1/image,train/loss_by_goal/1/policy,train/loss_by_goal/1/rep,train/loss_by_goal/1/repval,train/loss_by_goal/1/rew,train/loss_by_goal/1/value,train/loss_by_goal/2/con,train/loss_by_goal/2/dyn,train/loss_by_goal/2/image,train/loss_by_goal/2/policy,train/loss_by_goal/2/rep,train/loss_by_goal/2/repval,train/loss_by_goal/2/rew,train/loss_by_goal/2/value,train/loss_by_goal/3/con,train/loss_by_goal/3/dyn,train/loss_by_goal/3/image,train/loss_by_goal/3/policy,train/loss_by_goal/3/rep,train/loss_by_goal/3/repval,train/loss_by_goal/3/rew,train/loss_by_goal/3/value,train/loss_by_goal/4/con,train/loss_by_goal/4/dyn,train/loss_by_goal/4/image,train/loss_by_goal/4/policy,train/loss_by_goal/4/rep,train/loss_by_goal/4/repval,train/loss_by_goal/4/rew,train/loss_by_goal/4/value,train/loss_by_goal/5/con,train/loss_by_goal/5/dyn,train/loss_by_goal/5/image,train/loss_by_goal/5/policy,train/loss_by_goal/5/rep,train/loss_by_goal/5/repval,train/loss_by_goal/5/rew,train/loss_by_goal/5/value
current_old_50_50,0,423910,0.24799196787148595,0.2512131860776439,0.5007948460508701,0.0,0.0,0.0,0.035588051868824556,5.930842153877618,1.3308457456419427,-0.00032631500652965343,5.930842153877618,1.0520533642456076,0.050986037168130056,0.8424877573448013,0.0272224715965709,6.744862526455717,4.282314799556452,-0.0004478251376557043,6.744862526455717,1.0946736169288276,0.028598352287655,0.6254228601254612,0.023264871156553787,5.234823705281918,2.170021446464132,-0.0005097910657596667,5.234823705281918,1.2910260686593522,0.0006163354928174281,1.0506494550141625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,447410,0.2518720217835262,0.2479152484683458,0.500212729748128,0.0,0.0,0.0,0.035898202012050226,5.958053683934364,1.3568516568495677,0.0008958421538808956,5.958053683934364,1.2620409407568596,0.05067881370306614,0.9936907153660298,0.026223181732318447,6.574927421959993,3.890669009225396,-0.0007137636516201205,6.574927421959993,1.1485789067246948,0.027709968918379776,0.6524709812165768,0.021375516149956527,4.655150424793028,1.512368181840833,-0.00018460770775485975,4.655150424793028,1.310338807276433,0.000114263128528136,1.2249343099035805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,470850,0.25396757679180887,0.24995733788395905,0.49607508532423206,0.0,0.0,0.0,0.036200363569139624,5.920379713859168,1.3291792507871425,0.00045984826374235397,5.920379713859168,1.2838908508572562,0.05190388232870059,0.8944653230519019,0.02633595214171316,6.42150227169128,3.5046150982176485,-0.0006202966364581413,6.42150227169128,1.1808071899434405,0.02673611132691127,0.6886153520272453,0.02329080432348284,4.588993083535608,1.389301291370046,-0.00014367154763710084,4.588993083535608,0.8021581822084486,4.515076266665177e-05,0.699077278294254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,494250,0.24824786324786324,0.24594017094017093,0.5058119658119659,0.0,0.0,0.0,0.03624771624421462,5.8865685180109795,1.3205183340035953,0.0006570806649287055,5.8865685180109795,1.2906840106870374,0.050222713090837576,0.8815820514544462,0.025506776225490448,6.276044830338567,3.222117994096544,-0.00036247981240091837,6.276044830338567,1.1700947168036404,0.025308966389930614,0.692830382259483,0.022736449735159547,4.4828757035834155,1.3027835876259029,-7.441608205441399e-05,4.4828757035834155,0.8325802951185113,3.486936657579393e-05,0.7295935461663793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,517630,0.24850273785078714,0.25436344969199176,0.4971338124572211,0.0,0.0,0.0,0.035572209495548755,5.790442699157237,1.3007688440132599,0.0010120699289065376,5.790442699157237,1.3640776808583353,0.0504960424449546,0.9481779370179003,0.025527225699579163,6.343173707616729,2.9773336588765233,-0.00022305617953402842,6.343173707616729,1.2365835129725125,0.026151693257184225,0.8017178290127729,0.02249603868958723,4.34435258027546,1.2135473189749266,-0.00037475183197962006,4.34435258027546,1.089198573031587,0.0003618117742666375,0.9706902885522686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,541050,0.2540983606557377,0.24918886612021857,0.4967127732240437,0.0,0.0,0.0,0.036803250423062574,5.939815312461123,1.3010661430616197,0.0007868401748669105,5.939815312461123,1.670955717665413,0.052709003063100036,1.0938395372301828,0.02549400817045606,6.3059102898575565,2.756365904762649,0.00468728201265386,6.3059102898575565,2.3360525518045074,0.02636160293520925,1.6524415664130547,0.022354829357300827,4.261080065426605,1.1312085506964291,0.0017609026804886066,4.261080065426605,1.6181949115475345,0.0007937022820839946,1.4515127772312673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,564430,0.24910164271047228,0.2537217659137577,0.49717659137577,0.0,0.0,0.0,0.036101191381118745,5.81001314131223,1.2667310312543316,0.004616129306724908,5.81001314131223,2.351858852702734,0.05093189036332754,1.3169686481978777,0.024348432887893765,6.177485281273896,2.548724144531451,0.004852771641634307,6.177485281273896,2.388780541794501,0.024824427043338235,1.2881125461802263,0.02271854425515931,4.238666998532274,1.0938136075954172,0.000766256557172502,4.238666998532274,1.5163278252110752,0.00024462037944772907,1.2186826913222966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,587740,0.25330301990391213,0.2505576527110501,0.49613932738503774,0.0,0.0,0.0,0.036347359958358555,5.826476046379576,1.2627986629653976,0.0006179266708911394,5.826476046379576,2.222001914321026,0.050905567153193804,1.0640145723919552,0.024568555645220234,6.098753902301775,2.3702812303335765,0.0015491589708827578,6.098753902301775,2.139507361078557,0.024086306305384594,1.1908878257361355,0.022753212621401005,4.165323432578399,1.0605753093891424,-0.0006044258766578279,4.165323432578399,1.373991453001249,0.0005138064910243522,1.1661753556297998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,623790,0.16574167507568113,0.16645644130507906,0.16498486377396568,0.5028170198452742,0.0,0.0,0.031940569894390196,5.201104990328517,1.1824215503200874,0.0009654579983720285,5.201104990328517,1.4999198593998693,0.04415215760061572,0.8222645329899793,0.02061365082611891,5.626392695625503,2.34287611874534,-0.0031891120953894546,5.626392695625503,1.3501033781756064,0.020752117903497368,0.8782427181028334,0.01753748380138924,3.659459196554865,1.1629337790615424,-0.0006819102179842563,3.659459196554865,0.9283281409134979,0.0003046445491234401,0.7623626865544305,0.02065543064410904,3.4276620948350756,1.331205791304138,-0.0020753610051371324,3.4276620948350756,1.2145838302131298,0.00012552202874801816,1.099213731256832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,647130,0.16526730637422893,0.1711788896504455,0.16929403701165183,0.49425976696367374,0.0,0.0,0.030979456409372802,5.003507464776879,1.116012487450718,-0.00014706395802282544,5.003507464776879,0.9804506436388651,0.04300924471872293,0.7340639365851022,0.020591306953989044,5.510586893909839,2.0742870870112067,-0.0007868519594028521,5.510586893909839,0.9822289193326108,0.02027201828066221,0.8416159223660449,0.01749859657393918,3.4434375049644665,0.9686361314209256,-0.0005339666413083145,3.4434375049644665,0.8060596164384879,0.00023239262157110025,0.6714540221323045,0.020518770120971575,3.0255908618813265,0.7052824425206579,-0.0008617431003628469,3.0255908618813265,1.047061067980965,3.6857735321305665e-05,1.0307039863099947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,670430,0.16844093406593408,0.16496394230769232,0.16238839285714285,0.5042067307692307,0.0,0.0,0.02949321966434082,4.927468930176654,1.095659431940006,-0.0003224885616863201,4.927468930176654,1.0268537225918128,0.042225235409824854,0.919634232174728,0.01961869761989974,5.229004806787758,1.9203699777276346,0.0003566819955154982,5.229004806787758,1.315485418395518,0.01859318118133265,1.084385465257443,0.017445577515780436,3.412825834824816,0.9361695124726783,-3.547370690077494e-05,3.412825834824816,0.9544454383162352,0.0004149976932807844,0.8089902560830444,0.020464065020960234,3.1984565048018,0.6843407460856814,-0.0004128781516816214,3.1984565048018,0.9788156590721273,1.897855137122562e-05,1.0000226712263711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,693740,0.1666952642415923,0.1693977350720659,0.16905456417295814,0.4948524365133837,0.0,0.0,0.030107676718248516,4.938418923703955,1.0917858036622334,0.0008293655957829015,4.938418923703955,1.0489951061850635,0.042848210537396424,0.8013937556854076,0.019947903028158145,5.234663707881082,1.8425120263984944,0.0009590887988515539,5.234663707881082,1.579645523590508,0.01898446009647731,1.072072048013801,0.017571971872559378,3.284666175333375,0.9028186635967592,0.00029085882472269764,3.284666175333375,1.1117853369914104,0.00020869699852527865,0.9718132224918312,0.020486729643349175,3.1264020506862753,0.6557570449245982,0.0002087970968932399,3.1264020506862753,1.3092604439268394,8.394206875129618e-06,1.2599368609830626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,716950,0.1698121337469838,0.16606342640468805,0.16089279558772837,0.5032316442605997,0.0,0.0,0.0308629677787305,5.026809854574838,1.1007643324040166,0.001686953359209754,5.026809854574838,1.4070527027369122,0.044098209624471814,0.9366290645531974,0.02004906284291861,5.15467363281605,1.7702169017375071,0.0001722112766614425,5.15467363281605,1.4639369076344524,0.019275766179270407,0.9027645689008648,0.016454694467098786,3.1520264582648765,0.8495057127375883,0.0005766897877564061,3.1520264582648765,1.0910406092741045,0.00025120567354351215,0.8823319531769146,0.02043695902719616,3.0045695972212507,0.5783292177380138,-0.00045506182139928213,3.0045695972212507,1.1099821120161553,4.320767020584255e-06,1.0789635310662857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,740190,0.16742685025817555,0.17043889845094665,0.16592082616179002,0.4962134251290878,0.0,0.0,0.03097248125353286,5.027401038742722,1.0877554364027953,0.0016756172902460595,5.027401038742722,1.3935109464826765,0.044109535234356734,0.8331260159380875,0.02012107470705977,5.110280041358147,1.698973850318569,0.0013305617515794695,5.110280041358147,1.5021239768001997,0.019143618353413952,0.9822088134473449,0.017257906302886657,3.1599469108959073,0.8600358263094126,0.0004535748417706232,3.1599469108959073,0.9914702563298139,0.00021815523300181263,0.8037087022334901,0.020428133587290415,2.945648983751845,0.5405221065073539,-0.00019290194160896258,2.945648983751845,1.0097372665873083,3.1181331282154925e-06,0.9431465049003365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,763470,0.16602233676975944,0.16696735395189002,0.16945876288659795,0.4975515463917526,0.0,0.0,0.029685236040592398,4.880950766576524,1.066775755302603,0.0015660714245989101,4.880950766576524,1.4047615379607146,0.04262317135358786,0.918380031757748,0.019748802949703232,5.027624111732666,1.6547405842448428,0.0009357832023032458,5.027624111732666,1.4504177049877718,0.018185684503344846,0.9892983587337114,0.01725253698854512,3.0743501578409647,0.8018314551114012,2.3394822756799027e-05,3.0743501578409647,0.9300874647201132,0.00028069515634861105,0.8290737770267369,0.020448296585622725,2.9246326033192402,0.5026887264422739,-0.00019643810857949363,2.9246326033192402,1.2935966476542025,2.3174300614428345e-06,1.2790888162413003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,0,786720,0.16422918100481762,0.16754129387474193,0.1665949759119064,0.5016345492085341,0.0,0.0,0.029947860320262143,4.832552295098695,1.030536551046437,0.000947397521306493,4.832552295098695,1.3368820194449822,0.04324286198807348,0.8343835996498506,0.01911911712696613,4.864419003560144,1.5693029906069995,0.0004747210078561742,4.864419003560144,1.3517707793038218,0.01775030796094848,0.8967518065193975,0.017516434798369677,3.054824444727494,0.794987009460054,-0.0004040937656622803,3.054824444727494,0.9525962062359512,0.00017240466824901642,0.7901216659641069,0.020398363237078856,2.8906732835772937,0.4711032472948267,-8.008424502575968e-05,2.8906732835772937,1.1936154557726586,1.3309081346646292e-06,1.177904621371711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,1,23450,1.0,0.0,0.0,0.0,0.0,0.0,0.18112672539122682,8.248888406723934,43.53920566529889,0.007956414322008493,8.248888406723934,1.9967838533790656,0.8097930957816051,1.0206648137249508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,1,46910,1.0,0.0,0.0,0.0,0.0,0.0,0.0669251195495595,6.738841610260582,9.841462770230448,0.0010645697858192875,6.738841610260582,1.1234022139954047,0.007048440914417491,0.9020671215807919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,1,70360,1.0,0.0,0.0,0.0,0.0,0.0,0.0522136928380827,5.849666139283142,6.699588189959648,0.001808132493216896,5.849666139283142,1.5836957229033788,0.011657795481120387,0.9994485456152037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,1,93860,1.0,0.0,0.0,0.0,0.0,0.0,0.04646903227309717,6.519253896319841,4.426363258559823,-1.0696315498977789e-05,6.519253896319841,1.577282535453651,0.02090224005727933,0.9938827994082394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
current_old_50_50,1,117310,1.0,0.0,0.0,0.0,0.0,0.0,0.04291834933883458,6.8250296775573185,2.9799620495522565,-5.2093055790214134e-05,6.8250296775573185,1.4745052905263285,0.03134722776063732,0.9150674459227357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
