observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.0,0.0,0.0,0.5,1.0
0,go_to_door,1,fetch,32,16,0.0,0.0,0.0,0.5,1.0
0,go_to_door,2,go_to_object,32,16,0.0,0.0,0.0,0.5,1.0
0,go_to_door,3,put_near,32,16,0.0,0.0,0.0,0.5,1.0
0,go_to_door,4,unlock_pickup,32,16,0.0,0.0,0.0,0.5,1.0
0,go_to_door,5,pickup_dist,32,16,0.0,0.0,0.0,0.5,1.0
1,fetch,0,go_to_door,30,14,0.0,0.0,0.0,0.5,1.0
1,fetch,1,fetch,30,14,0.0,0.0,0.0,0.5,1.0
1,fetch,2,go_to_object,30,14,0.0,0.0,0.0,0.5,1.0
1,fetch,3,put_near,30,14,0.0,0.0,0.0,0.5,1.0
1,fetch,4,unlock_pickup,30,14,0.0,0.0,0.0,0.5,1.0
1,fetch,5,pickup_dist,30,14,0.0,0.0,0.0,0.5,1.0
2,go_to_object,0,go_to_door,16,0,0.0,,0.0,,
2,go_to_object,1,fetch,16,0,0.0,,0.0,,
2,go_to_object,2,go_to_object,16,0,0.0,,0.0,,
2,go_to_object,3,put_near,16,0,0.0,,0.0,,
2,go_to_object,4,unlock_pickup,16,0,0.0,,0.0,,
2,go_to_object,5,pickup_dist,16,0,0.0,,0.0,,
3,put_near,0,go_to_door,16,0,0.0,,0.0,,
3,put_near,1,fetch,16,0,0.0,,0.0,,
3,put_near,2,go_to_object,16,0,0.0,,0.0,,
3,put_near,3,put_near,16,0,0.0,,0.0,,
3,put_near,4,unlock_pickup,16,0,0.0,,0.0,,
3,put_near,5,pickup_dist,16,0,0.0,,0.0,,
