actent,adapt_actor_grad_norm_mean,adapt_actor_loss_mean,adapt_actor_steps_mean,adapt_actor_update_rms_mean,adapt_adapt_triggers_mean,checkpoint_kind,checkpoint_label,checkpoint_step,complete,condition,deaths,episode_count_exact,episodes,family,goal,horizon,integrity_equal,last_step,logdir,mean_action_length,median_action_length,objective,policy_mode,requested_episodes,reset_count,returncode,seed,source_checkpoint,success_rate,successes
0.0003,0.02568321959075343,0.0031032002236476104,189.44,1.158352355625048e-05,189.44,natural,step_0001500000,1500000,True,standard_ir_h6,0,True,100,standard_ir,chop_logs,6,True,19044,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/standard_ir_h6/chop_logs/sampled/attempt_01,189.44,200.0,standard,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.09,9
0.0003,0.02119005273136444,-0.0002506019060392219,184.98,1.1748803435545187e-05,184.98,natural,step_0001500000,1500000,True,standard_ir_h6,0,True,50,standard_ir,chop_logs,6,True,9299,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/standard_ir_h6/chop_logs/deterministic/attempt_01,184.98,200.0,standard,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.12,6
0.0,0.010278382588602248,0.0012150445212899656,158.08,1.0491805788265907e-05,158.08,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,100,reward_only_ir,kill_goblin,6,True,15908,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/kill_goblin/sampled/attempt_01,158.08,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.37,37
0.0,0.008319963419354315,0.0005998067387265368,170.9,9.228949196633386e-06,170.9,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,50,reward_only_ir,kill_goblin,6,True,8595,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/kill_goblin/deterministic/attempt_01,170.9,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.24,12
0.0,0.006935410081314733,0.0005785078742610686,189.05,8.470754582981603e-06,189.05,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,100,reward_only_ir,bury_bones,6,True,19005,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/bury_bones/sampled/attempt_01,189.05,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.17,17
0.0,0.005724025960642214,0.0005088764323416365,191.06,7.768752907241316e-06,191.06,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,50,reward_only_ir,bury_bones,6,True,9603,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/bury_bones/deterministic/attempt_01,191.06,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.12,6
0.0,0.0008926647120906378,6.595518740784646e-05,184.73,9.681105857516633e-06,184.73,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,100,reward_only_ir,chop_logs,6,True,18573,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/chop_logs/sampled/attempt_01,184.73,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.11,11
0.0,0.0015015930720794534,0.0001760483147248944,183.06,9.508132079252574e-06,183.06,natural,step_0001500000,1500000,True,reward_only_ir_h6,0,True,50,reward_only_ir,chop_logs,6,True,9203,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h6/chop_logs/deterministic/attempt_01,183.06,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.14,7
0.0,0.03654730689198953,0.007099507765593194,173.75,1.4807506471858097e-05,173.75,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,100,reward_only_ir,kill_goblin,15,True,17475,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/kill_goblin/sampled/attempt_01,173.75,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.2,20
0.0,0.017314933272578718,0.003616118004237223,146.18,1.2753579207093508e-05,146.18,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,50,reward_only_ir,kill_goblin,15,True,7359,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/kill_goblin/deterministic/attempt_01,146.18,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.38,19
0.0,0.04842025730112718,0.010124944916422171,94.05,2.1228136511416833e-05,94.05,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,100,reward_only_ir,bury_bones,15,True,9505,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/bury_bones/sampled/attempt_01,94.05,93.5,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.91,91
0.0,0.0516933387521999,0.012336218089177403,101.92,2.1830331800433692e-05,101.92,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,50,reward_only_ir,bury_bones,15,True,5146,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/bury_bones/deterministic/attempt_01,101.92,107.5,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.86,43
0.0,0.002128846177895663,0.00034156031456746114,190.46,1.1284100520242599e-05,190.46,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,100,reward_only_ir,chop_logs,15,True,19146,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/chop_logs/sampled/attempt_01,190.46,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.08,8
0.0,0.0012972771190677872,0.00014998775457916193,193.06,9.173741515867121e-06,193.06,natural,step_0001500000,1500000,True,reward_only_ir_h15,0,True,50,reward_only_ir,chop_logs,15,True,9703,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h15/chop_logs/deterministic/attempt_01,193.06,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.04,2
0.0,0.03561986631187332,0.008921037010395995,143.07,1.4940529316217697e-05,143.07,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,100,reward_only_ir,kill_goblin,20,True,14407,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/kill_goblin/sampled/attempt_01,143.07,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.44,44
0.0,0.019608940406222578,0.00564836196467458,177.6,1.3258422352816043e-05,177.6,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,50,reward_only_ir,kill_goblin,20,True,8930,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/kill_goblin/deterministic/attempt_01,177.6,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.18,9
0.0,0.05746716568652084,0.017156749221404994,113.7,2.018774519117268e-05,113.7,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,100,reward_only_ir,bury_bones,20,True,11470,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/bury_bones/sampled/attempt_01,113.7,109.5,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.78,78
0.0,0.046594704373844935,0.014497481720032594,111.86,2.1490540772296225e-05,111.86,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,50,reward_only_ir,bury_bones,20,True,5643,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/bury_bones/deterministic/attempt_01,111.86,122.5,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.78,39
0.0,0.003987323769773183,0.0018308614150204846,189.13,1.3239416367799303e-05,189.13,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,100,reward_only_ir,chop_logs,20,True,19013,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/chop_logs/sampled/attempt_01,189.13,200.0,reward_only,sampled,100,100,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.08,8
0.0,0.010367791642486149,0.003912447648543799,189.22,1.3916932050165546e-05,189.22,natural,step_0001500000,1500000,True,reward_only_ir_h20,0,True,50,reward_only_ir,chop_logs,20,True,9511,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage3b_natural_forgetting_recovery/evaluations/step_0001500000/reward_only_ir_h20/chop_logs/deterministic/attempt_01,189.22,200.0,reward_only,deterministic,50,50,0,3000,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/milestones/step_000001500000/checkpoint,0.1,5
