event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.8293217420578003,3.515778371365741e-05,0.7375959157943726,0.7386167645454407
0,go_to_door,1,fetch,16,0.8333836197853088,3.336063673486933e-05,0.7359708547592163,0.737398624420166
0,go_to_door,2,go_to_object,16,0.831122636795044,3.317112714285031e-05,0.734209418296814,0.7354137301445007
0,go_to_door,3,put_near,16,0.8333264589309692,3.3734715543687344e-05,0.7374962568283081,0.7380783557891846
0,go_to_door,4,unlock_pickup,16,0.8294359445571899,3.6552257370203733e-05,0.7347277998924255,0.7360045909881592
0,go_to_door,5,pickup_dist,16,0.829905092716217,3.2515134080313146e-05,0.7366971969604492,0.7376352548599243
1,fetch,0,go_to_door,6,4.831879891753488e-07,0.9971551299095154,0.6361334323883057,0.6412162184715271
1,fetch,1,fetch,6,5.396646542976669e-07,0.9963489174842834,0.6273636221885681,0.6321792006492615
1,fetch,2,go_to_object,6,5.360597583603521e-07,0.9964702725410461,0.6288235783576965,0.633799135684967
1,fetch,3,put_near,6,5.226388566370588e-07,0.9967809319496155,0.6340874433517456,0.6393890380859375
1,fetch,4,unlock_pickup,6,5.567912353399151e-07,0.9968451857566833,0.6269282698631287,0.6318145394325256
1,fetch,5,pickup_dist,6,5.718796387554903e-07,0.99623042345047,0.634799063205719,0.6404849290847778
2,go_to_object,0,go_to_door,16,4.067190457135439e-05,0.027583660557866096,0.6640733480453491,0.6682007312774658
2,go_to_object,1,fetch,16,0.00012309543672017753,0.01711226813495159,0.6599678993225098,0.6637930870056152
2,go_to_object,2,go_to_object,16,0.00010307040065526962,0.018560735508799553,0.6634232401847839,0.6671360731124878
2,go_to_object,3,put_near,16,8.255246211774647e-05,0.018976429477334023,0.6636840105056763,0.6675657033920288
2,go_to_object,4,unlock_pickup,16,9.667583071859553e-05,0.02004818804562092,0.6608642339706421,0.6644041538238525
2,go_to_object,5,pickup_dist,16,0.00010157116776099429,0.016080377623438835,0.6626223921775818,0.6664714813232422
