observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.0008190830643049491,0.999943454905287,0.9958333333333333,0.8402918696403503,0.0006797535167290716,0.00178307988794685,1.0,1.0,0.99545146756702,0.0015992597039939938
0,go_to_door,1,fetch,0.01135960677043978,,,,0.01135960677043978,0.022378696739478357,,1.0,0.9746696952288829,
0,go_to_door,2,go_to_object,0.011283942268788172,,,,0.011283942268788172,0.022436988247764127,,1.0,0.9746088914397321,
0,go_to_door,3,put_near,0.011315840990947356,,,,0.011315840990947356,0.022104223087620965,,1.0,0.9750164171982288,
0,go_to_door,4,unlock_pickup,0.01128200353135129,,,,0.01128200353135129,0.02203932036367926,,1.0,0.9750988067468324,
0,go_to_door,5,pickup_dist,0.011283513771706026,,,,0.011283513771706026,0.022543598628195848,,1.0,0.9744836650411168,
1,fetch,0,go_to_door,4.2891296007130015e-05,,,,4.2891296007130015e-05,0.0011898420073769309,,1.0,0.9960381964784214,
1,fetch,1,fetch,0.0031430933767233986,0.7476947223857171,0.008299110584715908,5.396646590346185e-07,6.23763884197521e-05,0.005197687792288593,0.2841867765352168,0.9921129150745346,0.9953646153264217,0.996349016825358
1,fetch,2,go_to_object,5.046662204302244e-05,,,,5.046662204302244e-05,0.0017544943566196475,,1.0,0.9953008899940423,
1,fetch,3,put_near,5.162745083148742e-05,,,,5.162745083148742e-05,0.0014443715996057056,,1.0,0.9956990747857304,
1,fetch,4,unlock_pickup,5.597700544640024e-05,,,,5.597700544640024e-05,0.0013992634686556728,,1.0,0.9957623331427924,
1,fetch,5,pickup_dist,5.482327218686161e-05,,,,5.482327218686161e-05,0.0018639483759480139,,1.0,0.9951779646957375,
2,go_to_object,0,go_to_door,7.347935783266293e-06,,,,7.347935783266293e-06,0.01659410282665578,,1.0,0.9806374797408333,
2,go_to_object,1,fetch,1.287362367716799e-05,,,,1.287362367716799e-05,0.01738885852772819,,1.0,0.9796687310899143,
2,go_to_object,2,go_to_object,0.010338730315222774,0.9336980712166172,0.16397549758470562,0.0001030704040765329,8.662662314313219e-06,0.002469116644396951,1.0,1.0,0.9947691104435157,0.014311498299494338
2,go_to_object,3,put_near,1.0120096336214084e-05,,,,1.0120096336214084e-05,0.017035114922669715,,1.0,0.9801035162988163,
2,go_to_object,4,unlock_pickup,1.0861398212543425e-05,,,,1.0861398212543425e-05,0.016944875832180586,,1.0,0.9802155609008472,
2,go_to_object,5,pickup_dist,1.0939237326955874e-05,,,,1.0939237326955874e-05,0.017491756166112194,,1.0,0.9795465870942529,
3,put_near,0,go_to_door,9.97430826135324e-06,,,,9.97430826135324e-06,0.0011036979901318503,,1.0,0.9961547597431311,
3,put_near,1,fetch,1.5133260037811373e-05,,,,1.5133260037811373e-05,0.0015600852594517245,,1.0,0.9955042599156352,
3,put_near,2,go_to_object,1.1744634266822233e-05,,,,1.1744634266822233e-05,0.0016384935098709447,,1.0,0.9954144885708199,
3,put_near,3,put_near,1.198500560981058e-05,,,,1.198500560981058e-05,0.0013324810505503475,,1.0,0.9958245288396236,
3,put_near,4,unlock_pickup,1.3038654622474359e-05,,,,1.3038654622474359e-05,0.001258024374152174,,1.0,0.9959234133879147,
3,put_near,5,pickup_dist,1.3059655513348856e-05,,,,1.3059655513348856e-05,0.0017758663559314049,,1.0,0.9952631264851235,
