observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,kill_goblin,0,kill_goblin,128,64,1.5641144514083862,1.5346624851226807,1.5935664176940918,0.400146484375,0.4655514754992247
0,kill_goblin,1,bury_bones,128,64,1.5449910163879395,1.546694278717041,1.5432878732681274,0.51025390625,0.5302634238511716
0,kill_goblin,2,chop_logs,128,64,1.1251628398895264,1.13554847240448,1.1147770881652832,0.520751953125,0.5239507804623956
0,kill_goblin,3,light_fire,128,64,1.4136548042297363,1.3934394121170044,1.4338701963424683,0.417236328125,0.4674551071391856
0,kill_goblin,4,catch_fish,128,64,1.4080430269241333,1.387519121170044,1.4285669326782227,0.41552734375,0.4677940780175185
1,bury_bones,0,kill_goblin,128,64,1.2904987335205078,1.132910132408142,1.448087453842163,0.088623046875,0.3235145382083569
1,bury_bones,1,bury_bones,128,64,1.3989181518554688,1.222794532775879,1.5750412940979004,0.109375,0.3273508907224595
1,bury_bones,2,chop_logs,128,64,1.0861015319824219,1.0757676362991333,1.096435546875,0.498779296875,0.45593761003271016
1,bury_bones,3,light_fire,128,64,1.2345391511917114,1.1119402647018433,1.3571380376815796,0.168701171875,0.3418715875409143
1,bury_bones,4,catch_fish,128,64,1.2279095649719238,1.1107817888259888,1.3450372219085693,0.16845703125,0.3417897072767003
2,chop_logs,0,kill_goblin,128,64,1.1917097568511963,1.1872315406799316,1.1961878538131714,0.488525390625,0.48914765840343966
2,chop_logs,1,bury_bones,128,64,1.2295095920562744,1.2078230381011963,1.2511961460113525,0.492919921875,0.46712792476058507
2,chop_logs,2,chop_logs,128,64,0.8683083057403564,0.8767229318618774,0.8598936796188354,0.5703125,0.5373189588542027
2,chop_logs,3,light_fire,128,64,1.014132022857666,1.0060793161392212,1.0221846103668213,0.509765625,0.4825499708575345
2,chop_logs,4,catch_fish,128,64,1.0101263523101807,1.0024945735931396,1.017757773399353,0.514404296875,0.48504228201562005
