observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.692533016204834,0.7043458819389343,0.6807200908660889,0.59375,0.6033852016146908
0,go_to_door,1,fetch,32,16,0.6813311576843262,0.6931551694869995,0.6695071458816528,0.59375,0.599939688794178
0,go_to_door,2,go_to_object,32,16,0.6716275811195374,0.684382975101471,0.6588722467422485,0.578125,0.5968353278773171
0,go_to_door,3,put_near,32,16,0.6745185852050781,0.6913749575614929,0.6576621532440186,0.6015625,0.605865111499492
0,go_to_door,4,unlock_pickup,32,16,0.6676639318466187,0.6812511086463928,0.6540768146514893,0.58984375,0.6048648124666719
0,go_to_door,5,pickup_dist,32,16,0.6616263389587402,0.6768760681152344,0.6463764905929565,0.58984375,0.615127625857115
1,fetch,0,go_to_door,22,6,0.6842750906944275,0.6743219494819641,0.6880075931549072,0.4479166666666667,0.28204646230962016
1,fetch,1,fetch,22,6,0.6737105846405029,0.6619935631752014,0.6781045198440552,0.4166666666666667,0.26321529347845135
1,fetch,2,go_to_object,22,6,0.6707209944725037,0.6603128910064697,0.674623966217041,0.4270833333333333,0.2711233211233211
1,fetch,3,put_near,22,6,0.6654728651046753,0.6542391180992126,0.6696855425834656,0.4375,0.27371312897628686
1,fetch,4,unlock_pickup,22,6,0.6628623604774475,0.6550468802452087,0.6657931804656982,0.4479166666666667,0.28255012531328316
1,fetch,5,pickup_dist,22,6,0.6592788100242615,0.6477925777435303,0.6635861396789551,0.4270833333333333,0.2679413179413179
2,go_to_object,0,go_to_door,32,16,0.6931993961334229,0.6931084394454956,0.6932903528213501,0.46484375,0.5049532606200107
2,go_to_object,1,fetch,32,16,0.6803290247917175,0.6827307343482971,0.6779273748397827,0.46875,0.5068803446482776
2,go_to_object,2,go_to_object,32,16,0.6738104820251465,0.6752210259437561,0.6723999381065369,0.4609375,0.4725486346915676
2,go_to_object,3,put_near,32,16,0.6709960699081421,0.6735168695449829,0.6684753894805908,0.48046875,0.4802170015087516
2,go_to_object,4,unlock_pickup,32,16,0.666833221912384,0.6689275503158569,0.6647388935089111,0.48046875,0.4821993699856853
2,go_to_object,5,pickup_dist,32,16,0.6611826419830322,0.6634731292724609,0.6588920950889587,0.453125,0.46841151051328517
3,put_near,0,go_to_door,16,0,0.7021691799163818,,0.7021691799163818,,
3,put_near,1,fetch,16,0,0.6982715129852295,,0.6982715129852295,,
3,put_near,2,go_to_object,16,0,0.6945405602455139,,0.6945405602455139,,
3,put_near,3,put_near,16,0,0.6886520981788635,,0.6886520981788635,,
3,put_near,4,unlock_pickup,16,0,0.6875648498535156,,0.6875648498535156,,
3,put_near,5,pickup_dist,16,0,0.6829116940498352,,0.6829116940498352,,
