observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,4.281898498535156,4.248468399047852,4.315328598022461,0.453125,0.569605190962249
0,go_to_door,1,fetch,32,16,5.892026424407959,5.880297660827637,5.903755187988281,0.55859375,0.6676376270537454
0,go_to_door,2,go_to_object,32,16,4.131115913391113,4.0483717918396,4.213860511779785,0.37109375,0.4944252496698149
0,go_to_door,3,put_near,32,16,4.130926609039307,4.131048202514648,4.130805015563965,0.4921875,0.6027780937594458
0,go_to_door,4,unlock_pickup,32,16,4.36649751663208,4.299952030181885,4.433042526245117,0.40234375,0.5126934245769819
0,go_to_door,5,pickup_dist,32,16,4.465071678161621,4.389899253845215,4.540244102478027,0.4375,0.5233399975177524
1,fetch,0,go_to_door,22,6,4.346085071563721,4.443081378936768,4.309711456298828,0.5833333333333334,0.4174603174603175
1,fetch,1,fetch,22,6,5.966067790985107,6.016775608062744,5.947052955627441,0.7083333333333334,0.6307840307840308
1,fetch,2,go_to_object,22,6,4.217294692993164,4.423120021820068,4.140110492706299,0.75,0.6749999999999999
1,fetch,3,put_near,22,6,4.136087894439697,4.170726299285889,4.123098850250244,0.5208333333333334,0.3660818713450292
1,fetch,4,unlock_pickup,22,6,4.473618030548096,4.549376010894775,4.445209503173828,0.59375,0.44663865546218484
1,fetch,5,pickup_dist,22,6,4.588291645050049,4.643734455108643,4.567500114440918,0.5833333333333334,0.4188062539455728
2,go_to_object,0,go_to_door,32,16,4.2628912925720215,4.310124397277832,4.215658664703369,0.58984375,0.6166337465744771
2,go_to_object,1,fetch,32,16,6.034295082092285,6.03287410736084,6.035715579986572,0.50390625,0.5573648741105637
2,go_to_object,2,go_to_object,32,16,4.114444255828857,4.136063575744629,4.092824935913086,0.5234375,0.5800647840011952
2,go_to_object,3,put_near,32,16,4.2035136222839355,4.235581398010254,4.171446800231934,0.56640625,0.5544774619268165
2,go_to_object,4,unlock_pickup,32,16,4.430428504943848,4.474730968475342,4.386125564575195,0.56640625,0.5748032797175943
2,go_to_object,5,pickup_dist,32,16,4.544033050537109,4.591719627380371,4.496346473693848,0.55859375,0.5648465697608842
3,put_near,0,go_to_door,16,0,4.197869777679443,,4.197869777679443,,
3,put_near,1,fetch,16,0,5.731009483337402,,5.731009483337402,,
3,put_near,2,go_to_object,16,0,4.275887489318848,,4.275887489318848,,
3,put_near,3,put_near,16,0,3.9475951194763184,,3.9475951194763184,,
3,put_near,4,unlock_pickup,16,0,4.280223369598389,,4.280223369598389,,
3,put_near,5,pickup_dist,16,0,4.367025375366211,,4.367025375366211,,
