event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.8208564519882202,2.0015937479911372e-05,7.073850154876709,7.055044651031494
0,go_to_door,1,fetch,16,0.8094423413276672,6.621421198360622e-05,7.005714416503906,6.918323040008545
0,go_to_door,2,go_to_object,16,0.8248416185379028,1.8144341083825566e-05,7.069937705993652,7.023652076721191
0,go_to_door,3,put_near,16,0.8271064758300781,1.767294088494964e-05,7.0638322830200195,7.028973579406738
0,go_to_door,4,unlock_pickup,16,0.8235582113265991,1.9858527593896724e-05,7.036020755767822,6.998626708984375
0,go_to_door,5,pickup_dist,16,0.8234647512435913,1.7508880773675628e-05,7.053472518920898,7.013302326202393
1,fetch,0,go_to_door,6,0.718245804309845,0.006291254889219999,1.6362046003341675,1.6089609861373901
1,fetch,1,fetch,6,0.6865429878234863,0.04532068967819214,1.5231208801269531,1.5157839059829712
1,fetch,2,go_to_object,6,0.7708313465118408,0.004760791081935167,1.559335708618164,1.5439759492874146
1,fetch,3,put_near,6,0.7631645202636719,0.00495663657784462,1.5506324768066406,1.5345326662063599
1,fetch,4,unlock_pickup,6,0.7728179097175598,0.0052407123148441315,1.5510601997375488,1.536049485206604
1,fetch,5,pickup_dist,6,0.7742668986320496,0.004243897739797831,1.5517736673355103,1.5369700193405151
2,go_to_object,0,go_to_door,16,0.0004961155937053263,0.0013747098855674267,1.9540948867797852,1.9295833110809326
2,go_to_object,1,fetch,16,0.0003939138841815293,0.013740910217165947,1.8183834552764893,1.799176573753357
2,go_to_object,2,go_to_object,16,0.0009553470881655812,0.0011859546648338437,1.8719213008880615,1.8513288497924805
2,go_to_object,3,put_near,16,0.0008453589398413897,0.001244296203367412,1.865786075592041,1.8437905311584473
2,go_to_object,4,unlock_pickup,16,0.0009190866840071976,0.0012902574380859733,1.8637841939926147,1.84389328956604
2,go_to_object,5,pickup_dist,16,0.001010383479297161,0.0011083235731348395,1.8685892820358276,1.8472617864608765
