observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,4.567933082580566,4.744095325469971,4.39177131652832,0.67578125,0.6547450263043293
0,go_to_door,1,fetch,32,16,3.000491142272949,3.076575517654419,2.9244065284729004,0.54296875,0.532770386738644
0,go_to_door,2,go_to_object,32,16,3.7882161140441895,3.911639928817749,3.664792537689209,0.625,0.6555186529881145
0,go_to_door,3,put_near,32,16,3.895883560180664,4.044492721557617,3.7472753524780273,0.6328125,0.6714276735906294
0,go_to_door,4,unlock_pickup,32,16,3.8964898586273193,4.063611030578613,3.7293686866760254,0.65234375,0.6893971063765956
0,go_to_door,5,pickup_dist,32,16,3.9366796016693115,4.066159725189209,3.807199478149414,0.625,0.6550935639975222
1,fetch,0,go_to_door,22,6,3.437148332595825,3.731421709060669,3.3267955780029297,0.6979166666666666,0.4274470899470899
1,fetch,1,fetch,22,6,1.576028823852539,1.6069930791854858,1.5644172430038452,0.6354166666666666,0.47213244272067806
1,fetch,2,go_to_object,22,6,1.9859766960144043,2.124079942703247,1.9341880083084106,0.6770833333333334,0.49166666666666664
1,fetch,3,put_near,22,6,1.934653401374817,2.0717835426330566,1.8832297325134277,0.6666666666666666,0.4863247863247863
1,fetch,4,unlock_pickup,22,6,1.9583637714385986,2.0986990928649902,1.905738353729248,0.6875,0.49797979797979797
1,fetch,5,pickup_dist,22,6,2.0332067012786865,2.2056877613067627,1.9685264825820923,0.71875,0.5249028749028749
2,go_to_object,0,go_to_door,32,16,3.618844985961914,3.5534439086914062,3.68424654006958,0.45703125,0.5342319387153602
2,go_to_object,1,fetch,32,16,1.6976137161254883,1.7380197048187256,1.657207727432251,0.4375,0.5213223590038515
2,go_to_object,2,go_to_object,32,16,2.275501251220703,2.2628278732299805,2.288174867630005,0.46484375,0.5513099755539681
2,go_to_object,3,put_near,32,16,2.2340879440307617,2.2308998107910156,2.237276077270508,0.4609375,0.5494201406726471
2,go_to_object,4,unlock_pickup,32,16,2.2592740058898926,2.2612946033477783,2.2572531700134277,0.45703125,0.5472230942979691
2,go_to_object,5,pickup_dist,32,16,2.318720579147339,2.295468807220459,2.341972589492798,0.45703125,0.5402902387118628
3,put_near,0,go_to_door,16,0,3.180570602416992,,3.180570602416992,,
3,put_near,1,fetch,16,0,1.5874135494232178,,1.5874135494232178,,
3,put_near,2,go_to_object,16,0,2.0713157653808594,,2.0713157653808594,,
3,put_near,3,put_near,16,0,2.0326929092407227,,2.0326929092407227,,
3,put_near,4,unlock_pickup,16,0,2.031771183013916,,2.031771183013916,,
3,put_near,5,pickup_dist,16,0,2.103484630584717,,2.103484630584717,,
