observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,1.3051626682281494,1.3317534923553467,1.2785718441009521,0.55078125,0.5870575706579908
0,go_to_door,1,fetch,32,16,3.390434741973877,3.413874864578247,3.3669943809509277,0.53125,0.5806871201914305
0,go_to_door,2,go_to_object,32,16,0.7590469717979431,0.7661188840866089,0.7519749402999878,0.51953125,0.5540853119119906
0,go_to_door,3,put_near,32,16,1.2647006511688232,1.276105284690857,1.253296136856079,0.51953125,0.5075402386394868
0,go_to_door,4,unlock_pickup,32,16,1.2349145412445068,1.245821475982666,1.2240078449249268,0.52734375,0.5128067500065416
0,go_to_door,5,pickup_dist,32,16,1.2133355140686035,1.230472445487976,1.196198582649231,0.5625,0.5358081843547375
1,fetch,0,go_to_door,22,6,1.3150806427001953,1.2472422122955322,1.340519905090332,0.3125,0.22782383308699097
1,fetch,1,fetch,22,6,4.173752784729004,3.711444139480591,4.347118854522705,0.2708333333333333,0.21807359307359306
1,fetch,2,go_to_object,22,6,0.7765411734580994,0.7442846298217773,0.7886373996734619,0.375,0.2518953268953269
1,fetch,3,put_near,22,6,1.3990648984909058,1.2651091814041138,1.44929838180542,0.3125,0.22627830259409207
1,fetch,4,unlock_pickup,22,6,1.3780165910720825,1.2258418798446655,1.4350823163986206,0.28125,0.22005135387488328
1,fetch,5,pickup_dist,22,6,1.3536466360092163,1.228169560432434,1.4007004499435425,0.34375,0.23445084327437268
2,go_to_object,0,go_to_door,32,16,1.2164602279663086,1.2393839359283447,1.193536400794983,0.59765625,0.5855697872921338
2,go_to_object,1,fetch,32,16,3.7577500343322754,3.8412528038024902,3.6742477416992188,0.578125,0.5698268503553992
2,go_to_object,2,go_to_object,32,16,0.7299576997756958,0.7319856882095337,0.7279297113418579,0.54296875,0.6539604325272429
2,go_to_object,3,put_near,32,16,1.158315896987915,1.1864478588104248,1.1301839351654053,0.55859375,0.5882886211011211
2,go_to_object,4,unlock_pickup,32,16,1.1271469593048096,1.159470796585083,1.0948231220245361,0.546875,0.5877253382688165
2,go_to_object,5,pickup_dist,32,16,1.1258200407028198,1.1530604362487793,1.0985796451568604,0.55859375,0.5876934132510703
3,put_near,0,go_to_door,16,0,1.323500633239746,,1.323500633239746,,
3,put_near,1,fetch,16,0,3.542415142059326,,3.542415142059326,,
3,put_near,2,go_to_object,16,0,0.7780890464782715,,0.7780890464782715,,
3,put_near,3,put_near,16,0,1.4457858800888062,,1.4457858800888062,,
3,put_near,4,unlock_pickup,16,0,1.4288705587387085,,1.4288705587387085,,
3,put_near,5,pickup_dist,16,0,1.408434271812439,,1.408434271812439,,
