proposal,control_scope,horizon,relationship,actual_goal,actual_goal_name,rows,online_value_start_mean,slow_value_start_mean,online_slow_start_gap,online_value_final_mean,slow_value_final_mean,return_mean,return_p95,return_max,return_bias_vs_realized,reward_only_mean,bootstrap_mean,bootstrap_abs_mean,bootstrap_fraction,imagined_reward_sum_mean,imagined_reward_event_posterior_sample_rate,imagined_stop_posterior_sample_rate,prior_entropy_mean,first_action_unique_fraction,all_action_unique_fraction
actor,all,1,factual,0,go_to_door,62,0.7834623013773272,0.7885348268093602,-0.005072516269020496,0.7755331627784237,0.7819947350409723,0.7803325641937465,0.8081192407159952,0.817702026245396,nan,0.16506085516793012,0.6152717090258165,0.6152717090258165,0.7879745373864949,0.16506085400633824,0.2127016129032258,0.2127016129032258,0.8922119140625,0.04939516129032258,0.04939516129032258
actor,all,1,factual,1,fetch,60,0.7613165865341822,0.7663936773935954,-0.00507709551602602,0.7647224485874176,0.770330618818601,0.742716666687663,0.7687446979977465,0.777862144264105,nan,1.170018490343298e-05,0.7427049665027595,0.7427049665027595,0.9919150350676861,1.1700184968906531e-05,0.0,0.025,0.98765869140625,0.051041666666666666,0.051041666666666666
actor,all,1,factual,2,go_to_object,32,0.7599411159753799,0.7652657106518745,-0.005324596480932087,0.7607115916907787,0.7668794337660074,0.7582336313062275,0.7817258338104542,0.791135025063378,nan,1.0175422339789297e-07,0.758233529552004,0.758233529552004,0.9999998506658028,1.0175422188174466e-07,0.0,0.0,0.9987373352050781,0.056640625,0.056640625
actor,all,1,factual,3,put_near,32,0.7534734513610601,0.7589406259357929,-0.0054671671823598444,0.7535112164914608,0.7597357667982578,0.7510104636858463,0.7745255796369673,0.78493375381889,nan,2.482125557312642e-07,0.7510102154732905,0.7510102154732905,0.9999996439281864,2.482125545100189e-07,0.0,0.0,0.9976272583007812,0.0654296875,0.0654296875
actor,all,1,counterfactual,0,go_to_door,310,0.7834845264111796,0.7884778872612984,-0.004993359083610196,0.776338969315252,0.782715513629298,0.7797141713665723,0.8093511888587995,0.8199416271917167,nan,0.16467546666534585,0.6150387047012265,0.6150387047012265,0.786703511279633,0.16467546598035865,0.21401209677419356,0.21401209677419356,0.8938701014364919,0.05070564516129032,0.05070564516129032
actor,all,1,counterfactual,1,fetch,300,0.7597334520022074,0.7646856906016668,-0.004952242057770491,0.7638488682111104,0.7693985821803411,0.7426185338710227,0.7686262076526849,0.7779920497972721,nan,1.0896385331938355e-05,0.7426076374856908,0.7426076374856908,0.9926324263998828,1.0896385266801663e-05,0.0,0.023541666666666666,0.9946048990885417,0.0509375,0.0509375
actor,all,1,counterfactual,2,go_to_object,160,0.7580145813524723,0.7634976036846638,-0.0054830271634273234,0.7593470096588135,0.7656477347016335,0.7568497266174538,0.7799084044813412,0.7891507474890277,nan,1.0047366390941032e-07,0.7568496261437898,0.7568496261437898,0.9999998522090863,1.0047366409970948e-07,0.0,0.0,0.9901580810546875,0.055859375,0.055859375
actor,all,1,counterfactual,3,put_near,160,0.7536399725824594,0.7590380772948265,-0.005398101720493287,0.7533401858061552,0.7594045743346214,0.7508303426273107,0.7732214771765465,0.7825013285053901,nan,2.261100170033656e-07,0.7508301165172936,0.7508301165172936,0.999999674727623,2.2611001699868182e-07,0.0,0.0,0.9844161987304687,0.065234375,0.065234375
actor,all,3,factual,0,go_to_door,62,0.7834623013773272,0.7885348268093602,-0.005072516269020496,0.7788022304734876,0.7851587639700982,0.7855351803188858,0.8262626981631428,0.8394326960941207,nan,0.18170073580034596,0.60383444451854,0.60383444451854,0.7680796373287034,0.43215944870872175,0.23387096774193547,0.234375,0.8900080823129223,0.04939516129032258,0.02788978494623655
actor,all,3,factual,1,fetch,60,0.7613165865341822,0.7663936773935954,-0.00507709551602602,0.7744656513134639,0.7812015861272812,0.7466211150584624,0.7868533290467475,0.7989928297012617,nan,0.001130926532155091,0.7454901885263074,0.7454901885263074,0.9899025256339498,0.001237949770623814,0.0015625,0.0265625,1.005048969388008,0.051041666666666666,0.025694444444444443
