observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.4141123294830322,0.4249293804168701,0.40329527854919434,0.5859375,0.586458660889713
0,go_to_door,1,fetch,32,16,0.3964136838912964,0.4085312485694885,0.384296178817749,0.58984375,0.5907989386674908
0,go_to_door,2,go_to_object,32,16,0.39801424741744995,0.41007208824157715,0.38595640659332275,0.58984375,0.5907989386674908
0,go_to_door,3,put_near,32,16,0.40632539987564087,0.4189169704914093,0.39373376965522766,0.5859375,0.5890402806588328
0,go_to_door,4,unlock_pickup,32,16,0.4028638005256653,0.4140561521053314,0.39167141914367676,0.57421875,0.5728241472551994
0,go_to_door,5,pickup_dist,32,16,0.4063648581504822,0.41845595836639404,0.3942737877368927,0.58984375,0.5907989386674908
1,fetch,0,go_to_door,30,14,0.43995800614356995,0.44628068804740906,0.4344255328178406,0.5446428571428571,0.5434009159219243
1,fetch,1,fetch,30,14,0.4255218803882599,0.4333045780658722,0.4187120199203491,0.5535714285714286,0.5527513227513227
1,fetch,2,go_to_object,30,14,0.42560073733329773,0.43345052003860474,0.41873228549957275,0.5580357142857143,0.562161753590325
1,fetch,3,put_near,30,14,0.4337927997112274,0.4417245388031006,0.4268525540828705,0.5758928571428571,0.5677909598876417
1,fetch,4,unlock_pickup,30,14,0.43030399084091187,0.4379945397377014,0.4235747456550598,0.5580357142857143,0.5521135676492819
1,fetch,5,pickup_dist,30,14,0.4339704215526581,0.4414704442024231,0.427407830953598,0.5535714285714286,0.5497501222711306
2,go_to_object,0,go_to_door,16,0,0.4107065796852112,,0.4107065796852112,,
2,go_to_object,1,fetch,16,0,0.3923819661140442,,0.3923819661140442,,
2,go_to_object,2,go_to_object,16,0,0.3931295871734619,,0.3931295871734619,,
2,go_to_object,3,put_near,16,0,0.4014228582382202,,0.4014228582382202,,
2,go_to_object,4,unlock_pickup,16,0,0.398618221282959,,0.398618221282959,,
2,go_to_object,5,pickup_dist,16,0,0.401971697807312,,0.401971697807312,,
3,put_near,0,go_to_door,16,0,0.42339247465133667,,0.42339247465133667,,
3,put_near,1,fetch,16,0,0.4090521037578583,,0.4090521037578583,,
3,put_near,2,go_to_object,16,0,0.41062772274017334,,0.41062772274017334,,
3,put_near,3,put_near,16,0,0.4183514714241028,,0.4183514714241028,,
3,put_near,4,unlock_pickup,16,0,0.41470906138420105,,0.41470906138420105,,
3,put_near,5,pickup_dist,16,0,0.41850021481513977,,0.41850021481513977,,
