balanced_accuracy,episodes,false_positive_rate,goal,policy_mode,positives,predictor,roc_auc,target,threshold,true_positive_rate,window
0.6904761904761906,10,0.3333333333333333,bury_bones,deterministic,7,js_x_predicted_failure,0.5238095238095238,ir_needed,0.0026579590507026293,0.7142857142857143,5
0.5,10,0.0,bury_bones,deterministic,7,mean_js,0.23809523809523808,ir_needed,0.006823805061503664,0.0,10
0.5,10,0.0,bury_bones,deterministic,7,max_js,0.09523809523809523,ir_needed,0.03402621671557427,0.0,10
0.761904761904762,10,0.3333333333333333,bury_bones,deterministic,7,actor_entropy,0.7619047619047619,ir_needed,0.13816524908761493,0.8571428571428571,10
0.761904761904762,10,0.3333333333333333,bury_bones,deterministic,7,posterior_entropy,0.7619047619047619,ir_needed,0.14188209298299626,0.8571428571428571,10
0.761904761904762,10,0.3333333333333333,bury_bones,deterministic,7,predicted_failure,0.7619047619047619,ir_needed,0.999609375,0.8571428571428571,10
0.5,10,0.0,bury_bones,deterministic,7,js_fraction,0.09523809523809523,ir_needed,0.08924826242400476,0.0,10
0.5,10,0.0,bury_bones,deterministic,7,js_x_predicted_failure,0.23809523809523808,ir_needed,0.006685196521191871,0.0,10
0.5714285714285714,10,0.0,bury_bones,deterministic,7,mean_js,0.14285714285714285,ir_needed,0.004153387602532348,0.14285714285714285,25
0.5,10,0.0,bury_bones,deterministic,7,max_js,0.09523809523809523,ir_needed,0.03402621671557427,0.0,25
0.7857142857142857,10,0.0,bury_bones,deterministic,7,actor_entropy,0.8095238095238095,ir_needed,0.36853556184098124,0.5714285714285714,25
0.7857142857142857,10,0.0,bury_bones,deterministic,7,posterior_entropy,0.8095238095238095,ir_needed,0.37583114963024855,0.5714285714285714,25
0.761904761904762,10,0.3333333333333333,bury_bones,deterministic,7,predicted_failure,0.7619047619047619,ir_needed,0.9996875000000001,0.8571428571428571,25
0.5,10,0.0,bury_bones,deterministic,7,js_fraction,0.047619047619047616,ir_needed,0.07399086847685088,0.0,25
0.5714285714285714,10,0.0,bury_bones,deterministic,7,js_x_predicted_failure,0.14285714285714285,ir_needed,0.004152115588151173,0.14285714285714285,25
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,mean_js,0.15789473684210525,underperform,0.005477386759594083,1.0,1
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,max_js,0.15789473684210525,underperform,0.005477386759594083,1.0,1
0.7105263157894737,20,0.5789473684210527,chop_logs,sampled,1,actor_entropy,0.42105263157894735,underperform,0.22173360735177994,1.0,1
0.631578947368421,20,0.7368421052631579,chop_logs,sampled,1,posterior_entropy,0.2631578947368421,underperform,0.13571451976895332,1.0,1
0.6842105263157895,20,0.631578947368421,chop_logs,sampled,1,predicted_failure,0.6842105263157895,underperform,0.99609375,1.0,1
0.7894736842105263,20,0.42105263157894735,chop_logs,sampled,1,js_fraction,0.5789473684210527,underperform,0.03656513759914465,1.0,1
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,js_x_predicted_failure,0.15789473684210525,underperform,0.005477386759594083,1.0,1
0.7631578947368421,20,0.47368421052631576,chop_logs,sampled,1,mean_js,0.5263157894736842,underperform,0.0034111716668121517,1.0,5
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,max_js,0.15789473684210525,underperform,0.005477386759594083,1.0,5
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,actor_entropy,0.15789473684210525,underperform,0.14891501292586326,1.0,5
0.5789473684210527,20,0.8421052631578947,chop_logs,sampled,1,posterior_entropy,0.15789473684210525,underperform,0.14179174713790416,1.0,5
0.736842105263158,20,0.5263157894736842,chop_logs,sampled,1,predicted_failure,0.7368421052631579,underperform,0.99921875,1.0,5
0.8947368421052632,20,0.21052631578947367,chop_logs,sampled,1,js_fraction,0.7894736842105263,underperform,0.01815043357042929,1.0,5
0.7894736842105263,20,0.42105263157894735,chop_logs,sampled,1,js_x_predicted_failure,0.5789473684210527,underperform,0.0034085221302484568,1.0,5
0.8421052631578947,20,0.3157894736842105,chop_logs,sampled,1,mean_js,0.6842105263157895,underperform,0.003120750255038729,1.0,10
0.5263157894736843,20,0.9473684210526315,chop_logs,sampled,1,max_js,0.05263157894736842,underperform,0.005072017898783088,1.0,10
0.631578947368421,20,0.7368421052631579,chop_logs,sampled,1,actor_entropy,0.2631578947368421,underperform,0.25161538682878015,1.0,10
0.6052631578947368,20,0.7894736842105263,chop_logs,sampled,1,posterior_entropy,0.21052631578947367,underperform,0.22127223322167994,1.0,10
0.7894736842105263,20,0.42105263157894735,chop_logs,sampled,1,predicted_failure,0.7894736842105263,underperform,0.999609375,1.0,10
0.9210526315789473,20,0.15789473684210525,chop_logs,sampled,1,js_fraction,0.8421052631578947,underperform,0.012126672025688038,1.0,10
0.8421052631578947,20,0.3157894736842105,chop_logs,sampled,1,js_x_predicted_failure,0.6842105263157895,underperform,0.0030826295289443804,1.0,10
0.8421052631578947,20,0.3157894736842105,chop_logs,sampled,1,mean_js,0.6842105263157895,underperform,0.0027019890752853822,1.0,25
0.5263157894736843,20,0.9473684210526315,chop_logs,sampled,1,max_js,0.05263157894736842,underperform,0.0056813620030879974,1.0,25
0.7105263157894737,20,0.5789473684210527,chop_logs,sampled,1,actor_entropy,0.42105263157894735,underperform,0.38955908171832565,1.0,25
0.7631578947368421,20,0.47368421052631576,chop_logs,sampled,1,posterior_entropy,0.5263157894736842,underperform,0.40022556573152546,1.0,25
