observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.003661735914647579,0.003661920316517353,0.0036615515127778053,0.56640625,0.5686333224209922
0,go_to_door,1,fetch,32,16,0.004769789520651102,0.004632158670574427,0.0049074203707277775,0.50390625,0.5247235104582395
0,go_to_door,2,go_to_object,32,16,0.003466975875198841,0.003432957688346505,0.0035009942948818207,0.3828125,0.44949479063089776
0,go_to_door,3,put_near,32,16,0.0035607186146080494,0.0035245593171566725,0.00359687814489007,0.462890625,0.5056984160243797
0,go_to_door,4,unlock_pickup,32,16,0.003656507469713688,0.0036141686141490936,0.003698845859616995,0.4765625,0.5060351207931852
0,go_to_door,5,pickup_dist,32,16,0.003582776989787817,0.0035527364816516638,0.003612817730754614,0.484375,0.521062646436522
1,fetch,0,go_to_door,16,0,0.003776648547500372,,0.003776648547500372,,
1,fetch,1,fetch,16,0,0.005150900222361088,,0.005150900222361088,,
1,fetch,2,go_to_object,16,0,0.003400552086532116,,0.003400552086532116,,
1,fetch,3,put_near,16,0,0.0036302197258919477,,0.0036302197258919477,,
1,fetch,4,unlock_pickup,16,0,0.00369748892262578,,0.00369748892262578,,
1,fetch,5,pickup_dist,16,0,0.0036845901049673557,,0.0036845901049673557,,
2,go_to_object,0,go_to_door,32,16,0.0035853178706020117,0.003615342080593109,0.003555293194949627,0.5390625,0.6182990145784208
2,go_to_object,1,fetch,32,16,0.004822611343115568,0.005005498416721821,0.0046397242695093155,0.66796875,0.7041462077682044
2,go_to_object,2,go_to_object,32,16,0.0034565592650324106,0.0034736485686153173,0.003439469961449504,0.6171875,0.675887163823019
2,go_to_object,3,put_near,32,16,0.0035058173816651106,0.0035519329831004143,0.003459701780229807,0.5703125,0.6814590220730649
2,go_to_object,4,unlock_pickup,32,16,0.003581878263503313,0.0036367964930832386,0.0035269600339233875,0.56640625,0.6858243729849334
2,go_to_object,5,pickup_dist,32,16,0.003519779536873102,0.0035662101581692696,0.003473348915576935,0.58984375,0.6773970545172115
3,put_near,0,go_to_door,16,0,0.0036944453604519367,,0.0036944453604519367,,
3,put_near,1,fetch,16,0,0.004840421956032515,,0.004840421956032515,,
3,put_near,2,go_to_object,16,0,0.0034460038878023624,,0.0034460038878023624,,
3,put_near,3,put_near,16,0,0.0035626916214823723,,0.0035626916214823723,,
3,put_near,4,unlock_pickup,16,0,0.0036511472426354885,,0.0036511472426354885,,
3,put_near,5,pickup_dist,16,0,0.0036110132932662964,,0.0036110132932662964,,
