proposal,control_scope,horizon,relationship,actual_goal,actual_goal_name,rows,online_value_start_mean,slow_value_start_mean,online_slow_start_gap,online_value_final_mean,slow_value_final_mean,return_mean,return_p95,return_max,return_bias_vs_realized,reward_only_mean,bootstrap_mean,bootstrap_abs_mean,bootstrap_fraction,imagined_reward_sum_mean,imagined_reward_event_posterior_sample_rate,imagined_stop_posterior_sample_rate,prior_entropy_mean,first_action_unique_fraction,all_action_unique_fraction
actor,all,1,factual,0,go_to_door,62,1.9101121531378837,1.864991541831724,0.045120620649428136,2.18239418537386,2.158340346428656,2.176842983824713,2.361121061710395,2.3988267750410803,nan,2.00513139788522e-06,2.176840978693315,2.176840978693315,0.9999990190045861,2.0051313835405117e-06,0.0,0.0,1.026213615171371,0.05040322580645161,0.05040322580645161
actor,all,1,factual,1,fetch,60,3.9572386105855304,3.915117710828781,0.042120870451132456,4.174848520755768,4.1735549410184225,4.162909336976423,4.440694102759346,4.517381591176881,nan,0.00026537526454843235,4.162643961711876,4.162643961711876,0.9999407163995396,0.0002653752575670391,0.0,0.0,1.02578125,0.057291666666666664,0.057291666666666664
actor,all,1,factual,2,go_to_object,32,1.1916526034474373,1.205804493278265,-0.014151875977404416,1.2030659466981888,1.2183416411280632,1.2001045967369053,1.2495953657319032,1.2978208484045914,nan,4.485584491220433e-06,1.200100111152414,1.200100111152414,0.9999961433152922,4.4855841283414355e-06,0.0,0.0,0.96063232421875,0.048828125,0.048828125
actor,all,1,factual,3,put_near,32,1.925562709569931,1.89255690574646,0.03300576447509229,2.1103881262242794,2.083079520612955,2.096093453168861,2.478915393212311,2.6373103090632606,nan,7.93750569752288e-06,2.0960855156631633,2.0960855156631633,0.999994548394218,7.937505525856814e-06,0.0,0.0,1.038818359375,0.0517578125,0.0517578125
actor,all,1,counterfactual,0,go_to_door,310,1.9913970414669282,1.946310414421943,0.045086623734283834,2.1810124616469104,2.1502225172135137,2.175175511409924,2.438567856106731,2.5103297053386906,nan,5.738418041113265e-06,2.175169772991883,2.175169772991883,0.9999972973095979,5.7384180123558475e-06,0.0,0.0,1.002657195060484,0.051915322580645164,0.051915322580645164
actor,all,1,counterfactual,1,fetch,300,2.3953052757183713,2.372603506644567,0.02270176975677411,2.8375768144925435,2.805833427111308,2.8251727488960627,3.295065314914097,3.4946236535410526,nan,6.7826974904542e-05,2.825104921921158,2.825104921921158,0.9999812584053526,6.782697417307008e-05,0.0,0.00010416666666666667,1.0755464680989584,0.05375,0.05375
actor,all,1,counterfactual,2,go_to_object,160,1.6520113624632358,1.637075074762106,0.014936289703473448,1.5700617164373398,1.5722596898674965,1.5653181509409808,1.7520578130650413,1.8782722415329431,nan,4.791731718282784e-05,1.565270233623798,1.565270233623798,0.9999597698781691,4.791731650224951e-05,0.0,0.0,0.9467765808105468,0.050390625,0.050390625
actor,all,1,counterfactual,3,put_near,160,2.148383083939552,2.1190843269228936,0.02929875273257494,2.288690146803856,2.266188423335552,2.276821448236622,2.6184255224425237,2.7448048198301054,nan,7.95879621923964e-06,2.276813489440403,2.276813489440403,0.9999960220112947,7.958796346402286e-06,0.0,0.0005859375,1.0352958679199218,0.053515625,0.053515625
actor,all,3,factual,0,go_to_door,62,1.9101121531378837,1.864991541831724,0.045120620649428136,2.3593413483711982,2.347768493237034,2.3319053734469213,2.500565967116986,2.570954140830267,nan,1.781497868794349e-05,2.3318875584682326,2.3318875584682326,0.9999924450985433,1.8973199342183527e-05,0.0,0.0,0.9805941024134236,0.05040322580645161,0.0270497311827957
actor,all,3,factual,1,fetch,60,3.9572386105855304,3.915117710828781,0.042120870451132456,4.358901941776276,4.3728891293207806,4.313117662629649,4.546194608290194,4.622961313970165,nan,0.0019812539581030315,4.311136408671546,4.311136408671546,0.9995733729567507,0.002095690139063322,0.0005208333333333333,0.0,0.9790561189254124,0.057291666666666664,0.03715277777777778
actor,all,3,factual,2,go_to_object,32,1.1916526034474373,1.205804493278265,-0.014151875977404416,1.226478472352028,1.2416714057326317,1.2158986197180928,1.384031878811515,1.5314649944906007,nan,6.151087302164281e-06,1.2158924686307906,1.2158924686307906,0.9999946906012197,6.288042724289511e-06,0.0,0.0,0.9259325619786978,0.048828125,0.0283203125
actor,all,3,factual,3,put_near,32,1.925562709569931,1.89255690574646,0.03300576447509229,2.5037599727511406,2.4599648118019104,2.4416248844910364,3.147434872674985,3.371610515684091,nan,3.120458166129785e-05,2.441593679909375,2.441593679909375,0.9999850602169869,3.279081083817914e-05,0.0,0.0009765625,0.9725532494485378,0.0517578125,0.03385416666666667
