event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.1753363013267517,0.032438118010759354,0.7909735441207886,0.7913054823875427
0,go_to_door,1,fetch,16,0.10106153786182404,0.588452935218811,0.8115746974945068,0.8125326037406921
0,go_to_door,2,go_to_object,16,0.1970287263393402,0.03998606652021408,0.7989437580108643,0.7997456192970276
0,go_to_door,3,put_near,16,0.1999003291130066,0.03540610894560814,0.7960472106933594,0.7966237664222717
0,go_to_door,4,unlock_pickup,16,0.1867232769727707,0.0314481221139431,0.7962963581085205,0.7965106964111328
0,go_to_door,5,pickup_dist,16,0.19360724091529846,0.0431877076625824,0.7950059175491333,0.7953318357467651
2,go_to_object,0,go_to_door,16,4.4187013372720685e-06,0.865180492401123,0.21661433577537537,0.21893741190433502
2,go_to_object,1,fetch,16,4.6843019845255185e-06,0.9854079484939575,0.21387909352779388,0.2162379026412964
2,go_to_object,2,go_to_object,16,5.757428425567923e-06,0.876469612121582,0.21522849798202515,0.21744000911712646
2,go_to_object,3,put_near,16,6.099455731600756e-06,0.8696279525756836,0.21564209461212158,0.21792516112327576
2,go_to_object,4,unlock_pickup,16,5.202512511459645e-06,0.8694897890090942,0.21576794981956482,0.21813833713531494
2,go_to_object,5,pickup_dist,16,5.225883796811104e-06,0.8758871555328369,0.21585118770599365,0.21813566982746124
