event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.05036555975675583,0.530465304851532,0.8040264248847961,0.8054631948471069
0,go_to_door,1,fetch,16,0.023103240877389908,0.9907576441764832,1.0174390077590942,1.005459189414978
0,go_to_door,2,go_to_object,16,0.0001757119025569409,0.4184933304786682,0.8077225685119629,0.8098621964454651
0,go_to_door,3,put_near,16,0.0014250214444473386,0.9670241475105286,0.8150910139083862,0.8173540234565735
0,go_to_door,4,unlock_pickup,16,0.05118342489004135,0.5157937407493591,0.8130303621292114,0.8154398202896118
0,go_to_door,5,pickup_dist,16,0.052640337496995926,0.5475469827651978,0.812030553817749,0.8142623901367188
2,go_to_object,0,go_to_door,16,0.00016866449732333422,0.8027032613754272,1.1857373714447021,1.174963355064392
2,go_to_object,1,fetch,16,3.592329449020326e-05,0.9977363348007202,1.483881950378418,1.458146095275879
2,go_to_object,2,go_to_object,16,6.548743840539828e-07,0.7349823713302612,0.9666592478752136,0.9675194025039673
2,go_to_object,3,put_near,16,2.0120487533858977e-06,0.9938251972198486,1.2355420589447021,1.2190992832183838
2,go_to_object,4,unlock_pickup,16,0.0001556908100610599,0.817223072052002,1.2724353075027466,1.2540783882141113
2,go_to_object,5,pickup_dist,16,0.00018491334049031138,0.8380048274993896,1.2675772905349731,1.2480530738830566
