event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,kill_goblin,0,kill_goblin,64,0.9901995062828064,0.025629311800003052,1.714653491973877,1.7250385284423828
0,kill_goblin,1,bury_bones,64,0.9387727975845337,0.05824540928006172,1.7396464347839355,1.7542977333068848
0,kill_goblin,2,chop_logs,64,0.8857706785202026,0.1702771633863449,1.6265175342559814,1.6387609243392944
0,kill_goblin,3,light_fire,64,0.980806291103363,0.030174318701028824,1.6260526180267334,1.6384525299072266
0,kill_goblin,4,catch_fish,64,0.9795922636985779,0.029863908886909485,1.6236871480941772,1.6360971927642822
1,bury_bones,0,kill_goblin,64,0.9859302043914795,0.04533551260828972,1.5615527629852295,1.5985950231552124
1,bury_bones,1,bury_bones,64,0.996239423751831,0.00885619968175888,1.6071274280548096,1.6497061252593994
1,bury_bones,2,chop_logs,64,0.9408863186836243,0.13550150394439697,1.5241436958312988,1.5599952936172485
1,bury_bones,3,light_fire,64,0.9953277707099915,0.017799098044633865,1.5049316883087158,1.5394238233566284
1,bury_bones,4,catch_fish,64,0.9942969679832458,0.01786203309893608,1.5033518075942993,1.5370543003082275
2,chop_logs,0,kill_goblin,64,0.9507017135620117,0.04263215512037277,1.3826799392700195,1.3920044898986816
2,chop_logs,1,bury_bones,64,0.9266986846923828,0.05423901230096817,1.3818752765655518,1.3918483257293701
2,chop_logs,2,chop_logs,64,0.8858192563056946,0.08816307783126831,1.3377833366394043,1.3461816310882568
2,chop_logs,3,light_fire,64,0.9448037147521973,0.04269682615995407,1.3560028076171875,1.3649346828460693
2,chop_logs,4,catch_fish,64,0.9437832832336426,0.04237177222967148,1.355391263961792,1.364195466041565
