observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.011365159197868015,0.5,0.04725662692583345,0.0,0.0,0.40607085827756767,0.4521011396011396,0.9778405911737148,0.5952124694346362,0.615029393384854
0,go_to_door,1,fetch,0.0,,,,0.0,0.41289698189027746,,1.0,0.5841000168966488,
0,go_to_door,2,go_to_object,0.0,,,,0.0,0.40893679429188845,,1.0,0.5880602044950378,
0,go_to_door,3,put_near,0.0,,,,0.0,0.394117723345457,,1.0,0.6028792754414692,
0,go_to_door,4,unlock_pickup,0.0,,,,0.0,0.39547503160521813,,1.0,0.6015219671817081,
0,go_to_door,5,pickup_dist,0.0,,,,0.0,0.4272709284196148,,1.0,0.5697260703673115,
1,fetch,0,go_to_door,0.0,,,,0.0,0.3946669421937109,,1.0,0.6023300565932154,
1,fetch,1,fetch,0.0030809383937690266,0.5,0.05955347327793876,0.0,0.0,0.40460753471445826,0.4871002550519914,0.9965372906567325,0.5930384329184144,0.5883738795916239
1,fetch,2,go_to_object,0.0,,,,0.0,0.402166643563953,,1.0,0.5948303552229733,
1,fetch,3,put_near,0.0,,,,0.0,0.3851192280082059,,1.0,0.6118777707787203,
1,fetch,4,unlock_pickup,0.0,,,,0.0,0.387322653371218,,1.0,0.6096743454157083,
1,fetch,5,pickup_dist,0.0,,,,0.0,0.4197287519918509,,1.0,0.5772682467950754,
2,go_to_object,0,go_to_door,0.0,,,,0.0,0.39884537515227747,,1.0,0.5981516236346488,
2,go_to_object,1,fetch,0.0,,,,0.0,0.41042320496918866,,1.0,0.5865737938177376,
2,go_to_object,2,go_to_object,0.010331378304713631,0.5,0.10545919084974495,0.0,0.0,0.41013725127074374,0.44681416870545687,0.980205552750009,0.590045313502725,0.6138617807910556
2,go_to_object,3,put_near,0.0,,,,0.0,0.3914950260034929,,1.0,0.6055019727834334,
2,go_to_object,4,unlock_pickup,0.0,,,,0.0,0.3940036821771752,,1.0,0.6029933166097511,
2,go_to_object,5,pickup_dist,0.0,,,,0.0,0.42373737030801883,,1.0,0.5732596284789074,
3,put_near,0,go_to_door,0.0,,,,0.0,0.3942044219924229,,1.0,0.6027925767945034,
3,put_near,1,fetch,0.0,,,,0.0,0.405638797927906,,1.0,0.5913582008590202,
3,put_near,2,go_to_object,0.0,,,,0.0,0.40208814926629904,,1.0,0.5949088495206272,
3,put_near,3,put_near,0.0,,,,0.0,0.38823469903430724,,1.0,0.608762299752619,
3,put_near,4,unlock_pickup,0.0,,,,0.0,0.39049394601163,,1.0,0.6065030527752963,
3,put_near,5,pickup_dist,0.0,,,,0.0,0.41899735215903805,,1.0,0.5779996466278883,
