observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.014877055850275794,0.9657628676470589,0.553166295434787,0.10247718218892032,6.292309159178767e-05,0.01029105929673663,0.9995859213250518,0.999986174384015,0.9941741168869208,0.22231911761277676
0,go_to_door,1,fetch,0.001062053942591275,,,,0.001062053942591275,0.002915767594598807,,1.0,0.9953127819328353,
0,go_to_door,2,go_to_object,0.0001311611269194219,,,,0.0001311611269194219,0.03410437901235879,,1.0,0.9629057203310236,
0,go_to_door,3,put_near,0.002428922363471849,,,,0.002428922363471849,0.031627863195917774,,1.0,0.9653850150707469,
0,go_to_door,4,unlock_pickup,0.002189601941748844,,,,0.002189601941748844,0.031968673859147693,,1.0,0.965041214718772,
0,go_to_door,5,pickup_dist,0.0022959139308764654,,,,0.0022959139308764654,0.031005390394301894,,1.0,0.9660092993664106,
1,fetch,0,go_to_door,5.24498124953428e-06,,,,5.24498124953428e-06,0.04566326065897817,,1.0,0.9513818201178738,
1,fetch,1,fetch,4.1697561666028925e-06,,,,4.1697561666028925e-06,0.0017482137289082649,,1.0,0.9958022656011405,
1,fetch,2,go_to_object,2.6482797336927897e-07,,,,2.6482797336927897e-07,0.06429319955272923,,1.0,0.9327193125232899,
1,fetch,3,put_near,8.015457204381446e-06,,,,8.015457204381446e-06,0.05206283001026161,,1.0,0.9449445587957274,
1,fetch,4,unlock_pickup,6.723804535588873e-06,,,,6.723804535588873e-06,0.052507848163069935,,1.0,0.9444968244267986,
1,fetch,5,pickup_dist,7.072140679645757e-06,,,,7.072140679645757e-06,0.04764518368172881,,1.0,0.9493639510682361,
2,go_to_object,0,go_to_door,2.0256676964968468e-05,,,,2.0256676964968468e-05,0.010050250408041509,,1.0,0.9880794041044951,
2,go_to_object,1,fetch,2.901162492590807e-06,,,,2.901162492590807e-06,0.0016778570242011652,,1.0,0.9978182623920512,
2,go_to_object,2,go_to_object,0.007106533100849437,0.8895544346364018,0.1348634042833071,1.9623991652413983e-06,1.6757679505159724e-07,0.008480079281451273,0.9980124223602485,0.9999707632436546,0.9939666731773861,0.348101039657511
2,go_to_object,3,put_near,2.191132095904334e-05,,,,2.191132095904334e-05,0.011076756254364812,,1.0,0.9863371259970118,
2,go_to_object,4,unlock_pickup,1.9012635127623773e-05,,,,1.9012635127623773e-05,0.011286180140042634,,1.0,0.9860504822425535,
2,go_to_object,5,pickup_dist,1.942908111117704e-05,,,,1.942908111117704e-05,0.010743211864715836,,1.0,0.986662731107656,
3,put_near,0,go_to_door,2.1442572179415187e-06,,,,2.1442572179415187e-06,0.003824167944822866,,1.0,0.9933839256340398,
3,put_near,1,fetch,1.7225543253995944e-06,,,,1.7225543253995944e-06,0.0007243303231673666,,1.0,0.9975084122454766,
3,put_near,2,go_to_object,1.739080836549277e-07,,,,1.739080836549277e-07,0.006286672814426446,,1.0,0.990756234605935,
3,put_near,3,put_near,2.8048525215059002e-06,,,,2.8048525215059002e-06,0.005364649597149674,,1.0,0.9916657724205663,
3,put_near,4,unlock_pickup,2.471021811754862e-06,,,,2.471021811754862e-06,0.005441343024520591,,1.0,0.9915821317325134,
3,put_near,5,pickup_dist,2.503873792462712e-06,,,,2.503873792462712e-06,0.005061760461787776,,1.0,0.9919711224605688,
