event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.8624192476272583,0.00066517194500193,0.8653571605682373,0.8607678413391113
0,go_to_door,1,fetch,16,0.8064824342727661,0.07898803055286407,0.8640905618667603,0.8585742712020874
0,go_to_door,2,go_to_object,16,0.8634862899780273,0.0008757545729167759,0.8650021553039551,0.860110878944397
0,go_to_door,3,put_near,16,0.8632284998893738,0.0007539023063145578,0.8641263842582703,0.8589444160461426
0,go_to_door,4,unlock_pickup,16,0.8603894114494324,0.0007747522322461009,0.8657028675079346,0.8610162734985352
0,go_to_door,5,pickup_dist,16,0.8630021810531616,0.001086043776012957,0.8622983694076538,0.8568335175514221
2,go_to_object,0,go_to_door,16,3.716390438057715e-06,0.7637791633605957,0.027404770255088806,0.02851957082748413
2,go_to_object,1,fetch,16,1.3234442803877755e-06,0.9363073110580444,0.024327579885721207,0.024937447160482407
2,go_to_object,2,go_to_object,16,4.866894414590206e-06,0.7724067568778992,0.025243494659662247,0.0259920172393322
2,go_to_object,3,put_near,16,6.301378562056925e-06,0.76448655128479,0.025887129828333855,0.026557747274637222
2,go_to_object,4,unlock_pickup,16,4.855915904045105e-06,0.7571460008621216,0.02541010081768036,0.02618551254272461
2,go_to_object,5,pickup_dist,16,4.952556992066093e-06,0.7800410389900208,0.025279084220528603,0.026096254587173462
