observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.45296815037727356,0.4585656225681305,0.447370707988739,0.66796875,0.6386819402869767
0,go_to_door,1,fetch,32,16,0.40359562635421753,0.40572452545166016,0.4014667868614197,0.64453125,0.642976596169531
0,go_to_door,2,go_to_object,32,16,0.436676561832428,0.4411230981349945,0.43222999572753906,0.63671875,0.6471996597750908
0,go_to_door,3,put_near,32,16,0.4339371621608734,0.4381679892539978,0.42970627546310425,0.64453125,0.6464705561251614
0,go_to_door,4,unlock_pickup,32,16,0.4302031099796295,0.4342092275619507,0.42619702219963074,0.63671875,0.6327294233544234
0,go_to_door,5,pickup_dist,32,16,0.4321852922439575,0.43635687232017517,0.42801374197006226,0.640625,0.6326510961311325
1,fetch,0,go_to_door,16,0,0.47291553020477295,,0.47291553020477295,,
1,fetch,1,fetch,16,0,0.4107738137245178,,0.4107738137245178,,
1,fetch,2,go_to_object,16,0,0.4530552625656128,,0.4530552625656128,,
1,fetch,3,put_near,16,0,0.44946104288101196,,0.44946104288101196,,
1,fetch,4,unlock_pickup,16,0,0.44491147994995117,,0.44491147994995117,,
1,fetch,5,pickup_dist,16,0,0.44791728258132935,,0.44791728258132935,,
2,go_to_object,0,go_to_door,32,16,0.46080493927001953,0.45788684487342834,0.46372300386428833,0.42578125,0.46693732116702835
2,go_to_object,1,fetch,32,16,0.40589141845703125,0.4043770432472229,0.4074057638645172,0.3828125,0.46294170780110233
2,go_to_object,2,go_to_object,32,16,0.44251084327697754,0.43932780623435974,0.44569388031959534,0.39453125,0.4531084347147867
2,go_to_object,3,put_near,32,16,0.43964874744415283,0.436906635761261,0.4423908591270447,0.41015625,0.46341687627322825
2,go_to_object,4,unlock_pickup,32,16,0.4346926808357239,0.4322894513607025,0.4370959401130676,0.40625,0.46026995023228046
2,go_to_object,5,pickup_dist,32,16,0.4378264546394348,0.4350801706314087,0.44057267904281616,0.41015625,0.46520966043670203
3,put_near,0,go_to_door,16,0,0.4944300353527069,,0.4944300353527069,,
3,put_near,1,fetch,16,0,0.418565571308136,,0.418565571308136,,
3,put_near,2,go_to_object,16,0,0.4708576500415802,,0.4708576500415802,,
3,put_near,3,put_near,16,0,0.46704578399658203,,0.46704578399658203,,
3,put_near,4,unlock_pickup,16,0,0.46056193113327026,,0.46056193113327026,,
3,put_near,5,pickup_dist,16,0,0.4653325080871582,,0.4653325080871582,,
