event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,3.893073312610795e-07,0.9959894418716431,0.3694689869880676,0.366061270236969
0,go_to_door,1,fetch,16,2.180256046813156e-07,0.9964239001274109,0.36853066086769104,0.36506980657577515
0,go_to_door,2,go_to_object,16,4.1494624269944325e-07,0.9960219860076904,0.3687700629234314,0.36520200967788696
0,go_to_door,3,put_near,16,4.231255275044532e-07,0.9960016012191772,0.3686763346195221,0.3650929927825928
0,go_to_door,4,unlock_pickup,16,4.0155811120712315e-07,0.9959084391593933,0.36853843927383423,0.36494898796081543
0,go_to_door,5,pickup_dist,16,4.080303313003242e-07,0.9961394667625427,0.36856284737586975,0.3650146424770355
2,go_to_object,0,go_to_door,16,3.5729785849980544e-06,0.9974989295005798,0.4020894169807434,0.4011117219924927
2,go_to_object,1,fetch,16,2.2091574010119075e-06,0.9976620674133301,0.39381083846092224,0.3919391632080078
2,go_to_object,2,go_to_object,16,4.085884029336739e-06,0.9975083470344543,0.3997596800327301,0.39856600761413574
2,go_to_object,3,put_near,16,4.2599945118126925e-06,0.9974933862686157,0.39929646253585815,0.39804258942604065
2,go_to_object,4,unlock_pickup,16,3.852246209135046e-06,0.9974385499954224,0.39845678210258484,0.3970547914505005
2,go_to_object,5,pickup_dist,16,4.010584234492853e-06,0.99753737449646,0.39905405044555664,0.3977411389350891
