arm,backward_transfer_from_acquisition,final_success,forgetting_from_peak,forward_transfer_vs_initial,initial_success,peak_post_acquisition_success,policy_mode,post_acquisition_success,pretraining_success,seed,task,task_index
uniform_reservoir,0.0,0.88,0.0,0.0,0.02,0.88,sampled,0.88,0.02,0,go_to_door,0
uniform_reservoir,0.0,0.86,0.0,0.0,0.0,0.86,deterministic,0.86,0.0,0,go_to_door,0
