observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.9997813105583191,1.0019285678863525,0.9976341724395752,0.50390625,0.506529704657763
0,go_to_door,1,fetch,32,16,0.9797224402427673,0.9709749221801758,0.9884698987007141,0.3984375,0.4855409688786046
0,go_to_door,2,go_to_object,32,16,0.6015363931655884,0.5951513648033142,0.6079214811325073,0.42578125,0.46793727240921157
0,go_to_door,3,put_near,32,16,0.6676954627037048,0.6014440059661865,0.7339469194412231,0.31640625,0.425666814254338
0,go_to_door,4,unlock_pickup,32,16,0.8806007504463196,0.8678122758865356,0.8933892250061035,0.3984375,0.44272931787082415
0,go_to_door,5,pickup_dist,32,16,0.8778365850448608,0.8639575242996216,0.8917155861854553,0.4140625,0.45649475167308934
1,fetch,0,go_to_door,30,14,0.8455114960670471,0.8293986916542053,0.8596101403236389,0.4375,0.4390663425601314
1,fetch,1,fetch,30,14,0.86411452293396,0.8621110916137695,0.8658672571182251,0.4642857142857143,0.4953990057561487
1,fetch,2,go_to_object,30,14,0.5464624166488647,0.5407721996307373,0.5514414310455322,0.47767857142857145,0.4741017295512369
1,fetch,3,put_near,30,14,0.34002503752708435,0.38047662377357483,0.304629921913147,0.625,0.6027187917327669
1,fetch,4,unlock_pickup,30,14,0.6917221546173096,0.6867464184761047,0.6960760354995728,0.5,0.48998354611937006
1,fetch,5,pickup_dist,30,14,0.6851291060447693,0.6794495582580566,0.6900987029075623,0.5089285714285714,0.49229521885618643
2,go_to_object,0,go_to_door,16,0,0.7872539758682251,,0.7872539758682251,,
2,go_to_object,1,fetch,16,0,0.871433436870575,,0.871433436870575,,
2,go_to_object,2,go_to_object,16,0,0.5348669290542603,,0.5348669290542603,,
2,go_to_object,3,put_near,16,0,0.34245914220809937,,0.34245914220809937,,
2,go_to_object,4,unlock_pickup,16,0,0.6769613027572632,,0.6769613027572632,,
2,go_to_object,5,pickup_dist,16,0,0.6714739799499512,,0.6714739799499512,,
3,put_near,0,go_to_door,16,0,0.5879307389259338,,0.5879307389259338,,
3,put_near,1,fetch,16,0,0.7355584502220154,,0.7355584502220154,,
3,put_near,2,go_to_object,16,0,0.45580169558525085,,0.45580169558525085,,
3,put_near,3,put_near,16,0,0.17598342895507812,,0.17598342895507812,,
3,put_near,4,unlock_pickup,16,0,0.4132603406906128,,0.4132603406906128,,
3,put_near,5,pickup_dist,16,0,0.4053155183792114,,0.4053155183792114,,
