event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.7051727771759033,0.0007830009562894702,0.7252672910690308,0.7232638001441956
0,go_to_door,1,fetch,16,0.7421067953109741,0.0006953174015507102,0.7266028523445129,0.7248107194900513
0,go_to_door,2,go_to_object,16,0.727902352809906,0.0006934270495548844,0.720238447189331,0.7183346748352051
0,go_to_door,3,put_near,16,0.7248715162277222,0.0007174379425123334,0.7246158719062805,0.7222233414649963
0,go_to_door,4,unlock_pickup,16,0.7315250635147095,0.0007570990710519254,0.7249636054039001,0.7229938507080078
0,go_to_door,5,pickup_dist,16,0.7260371446609497,0.0006236819899640977,0.7272513508796692,0.7253491878509521
1,fetch,0,go_to_door,6,8.019011943360965e-07,0.9970595240592957,0.6647058129310608,0.6650398969650269
1,fetch,1,fetch,6,1.04706293768686e-06,0.996653139591217,0.6629216074943542,0.6633822917938232
1,fetch,2,go_to_object,6,9.55164068727754e-07,0.9966175556182861,0.6621508002281189,0.6625012159347534
1,fetch,3,put_near,6,8.975429750535113e-07,0.9967877864837646,0.663947343826294,0.6642927527427673
1,fetch,4,unlock_pickup,6,9.434318144485587e-07,0.9969339966773987,0.6617805361747742,0.6626436710357666
1,fetch,5,pickup_dist,6,9.5396671895287e-07,0.9965824484825134,0.6628044843673706,0.6632294058799744
2,go_to_object,0,go_to_door,16,0.0008325292728841305,0.16099552810192108,0.6559664011001587,0.6571716070175171
2,go_to_object,1,fetch,16,0.00161301763728261,0.13479894399642944,0.6522416472434998,0.6537488698959351
2,go_to_object,2,go_to_object,16,0.0012933243997395039,0.14197996258735657,0.6531566381454468,0.6546826362609863
2,go_to_object,3,put_near,16,0.0012150586117058992,0.1424945890903473,0.6547881960868835,0.6560549736022949
2,go_to_object,4,unlock_pickup,16,0.0013025450753048062,0.14457809925079346,0.6531219482421875,0.6543940901756287
2,go_to_object,5,pickup_dist,16,0.0012445863103494048,0.1324433982372284,0.6542978882789612,0.6556262373924255
