observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.0022633801041695156,0.9996607294317218,0.9767585630743525,0.7110047660147151,0.0005867637711724873,0.002190508712247694,0.9998575498575498,0.9999970816866909,0.9967121631161779,0.08949062861855357
0,go_to_door,1,fetch,0.010031452815521005,,,,0.010031452815521005,0.018863117794927796,,1.0,0.9781546506647757,
0,go_to_door,2,go_to_object,0.009826768989271973,,,,0.009826768989271973,0.018865353550401955,,1.0,0.9781505462986958,
0,go_to_door,3,put_near,0.009785505294697421,,,,0.009785505294697421,0.018771798538281363,,1.0,0.9782619047289934,
0,go_to_door,4,unlock_pickup,0.009876329234279427,,,,0.009876329234279427,0.01872734887541935,,1.0,0.9783393881446163,
0,go_to_door,5,pickup_dist,0.00980748204307551,,,,0.00980748204307551,0.018922596695957757,,1.0,0.9780879000969234,
1,fetch,0,go_to_door,4.019952293217049e-06,,,,4.019952293217049e-06,0.0002592617116016377,,1.0,0.9968225466191244,
1,fetch,1,fetch,0.0030867462334328113,0.5074553659015107,0.004963442332963989,1.0470628589350401e-06,5.832047677402511e-06,0.003945377879827953,0.5348244065136355,0.9962232291888702,0.996567907825928,0.9966531793276469
1,fetch,2,go_to_object,4.9733050238454155e-06,,,,4.9733050238454155e-06,0.0004725145454630474,,1.0,0.9965331928820904,
1,fetch,3,put_near,4.5889334463992505e-06,,,,4.5889334463992505e-06,0.00038192279178026487,,1.0,0.9966400521242025,
1,fetch,4,unlock_pickup,4.813432477568282e-06,,,,4.813432477568282e-06,0.00031253522442233175,,1.0,0.9967335627575424,
1,fetch,5,pickup_dist,5.270218530900057e-06,,,,5.270218530900057e-06,0.0004987528247217978,,1.0,0.9965050575320672,
2,go_to_object,0,go_to_door,2.918363344447144e-05,,,,2.918363344447144e-05,0.013252444687117787,,1.0,0.9838492867146166,
2,go_to_object,1,fetch,4.829610375594483e-05,,,,4.829610375594483e-05,0.013807771016647295,,1.0,0.9832082565094251,
2,go_to_object,2,go_to_object,0.010340009516486616,0.9838186201780416,0.5902150315418107,0.0012933244497332907,2.408469143477974e-05,0.0025447637276649984,1.0,1.0,0.9965480869151901,0.1355640382794913
2,go_to_object,3,put_near,3.776682136817941e-05,,,,3.776682136817941e-05,0.013655103593425772,,1.0,0.9833748173208802,
2,go_to_object,4,unlock_pickup,3.974436748963655e-05,,,,3.974436748963655e-05,0.013550639370544204,,1.0,0.9835116943223589,
2,go_to_object,5,pickup_dist,4.0346969841794686e-05,,,,4.0346969841794686e-05,0.013908583874238654,,1.0,0.9830995298679857,
3,put_near,0,go_to_door,5.12134495705479e-06,,,,5.12134495705479e-06,0.00046552075903014383,,1.0,0.9966203656674611,
3,put_near,1,fetch,7.208725134243652e-06,,,,7.208725134243652e-06,0.000818177319989346,,1.0,0.9961959411307136,
3,put_near,2,go_to_object,6.0405714371322725e-06,,,,6.0405714371322725e-06,0.0008812918890230727,,1.0,0.996127638892077,
3,put_near,3,put_near,5.706442795632655e-06,,,,5.706442795632655e-06,0.0007379148339871133,,1.0,0.9962878353746221,
3,put_near,4,unlock_pickup,6.10510723650178e-06,,,,6.10510723650178e-06,0.0006284561413939637,,1.0,0.9964215986725717,
3,put_near,5,pickup_dist,6.4822517326981165e-06,,,,6.4822517326981165e-06,0.0009120539715974637,,1.0,0.9960951361030635,
