episode_id,actual_goal,actual_goal_name,probed_goal,probed_goal_name,matching_goal,episode_success,anchor_ordinal,anchor_timestep,anchor_kind,anchor_fraction,recorded_reward_horizon,recorded_completion_horizon,reward_step_mean,reward_sum_mean,reward_event_particle_rate,reward_event_step_rate,stop_particle_rate,stop_step_mean,continuation_mean,value_start_mean,slowvalue_start_mean,return_mean,return_std,return_p50,return_p95,return_p99,return_max,reward_only_mean,bootstrap_mean,bootstrap_abs_mean,bootstrap_fraction,advantage_mean,advantage_normalized_mean,positive_advantage_rate,weight_mean,policy_entropy_mean,reinforce_loss_mean,reinforce_loss_abs,entropy_loss_mean,entropy_loss_abs,entropy_to_reinforce_abs,prior_entropy_mean,deter_rms_mean,stoch_rms_mean
328,0,kill_goblin,0,kill_goblin,True,True,0,0,start,0.0,0.0,False,0.0006839060224592686,0.004103435669094324,0.0,0.0,0.0,0.004774569068104029,0.9952254295349121,1.3943641185760498,1.4104084968566895,1.39803147315979,0.4236198663711548,1.387498378753662,1.9411396384239197,1.968967720270157,2.095334529876709,0.003668268211185932,1.3943634033203125,1.3943634033203125,0.9973762537656256,-0.001458569779060781,-0.001458569779060781,0.5182291666666666,0.9699602723121643,2.129171371459961,0.0019770488142967224,0.1527998447418213,-0.0006158078904263675,0.0006158078904263675,0.004030160182199578,1.357513427734375,0.22520191967487335,0.1767578125
328,0,kill_goblin,1,bury_bones,False,True,0,0,start,0.0,0.0,False,0.0004854429280385375,0.0029126578010618687,0.0,0.0,0.0,0.005286635830998421,0.994713306427002,1.3235206604003906,1.350083351135254,1.3005757331848145,0.4211992621421814,1.1129656434059143,1.9096263945102692,1.9317451059818267,1.9482738971710205,0.0024745806585997343,1.2981011867523193,1.2981011867523193,0.9980973377018124,0.013674265705049038,0.013674265705049038,0.4921875,0.9860675930976868,2.1486756801605225,0.008562162518501282,0.13462179899215698,-0.0006312016630545259,0.0006312016630545259,0.0046887028764507205,1.3616079092025757,0.22598011791706085,0.1767578125
328,0,kill_goblin,2,chop_logs,False,True,0,0,start,0.0,0.0,False,0.0002619247243274003,0.0015715487534180284,0.0,0.0,0.0,0.0017758052563294768,0.9982241988182068,0.9405087232589722,0.9538730382919312,1.2920750379562378,0.4234132170677185,1.040543794631958,1.9152969777584075,1.9462987470626831,1.9576771259307861,0.0013994575710967183,1.2906755208969116,1.2906755208969116,0.9989168376391605,0.055705904960632324,0.055705904960632324,0.5338541666666666,0.9935603141784668,2.4239511489868164,0.07794944941997528,0.16666382551193237,-0.0007210857584141195,0.0007210857584141195,0.004326588045926095,1.3397268056869507,0.22623825073242188,0.1767578125
328,0,kill_goblin,3,light_fire,False,True,0,0,start,0.0,0.0,False,0.0005973830702714622,0.0035842987708747387,0.0,0.0,0.0,0.00485124671831727,0.9951488375663757,1.148988962173462,1.1671142578125,1.3340891599655151,0.42965611815452576,1.1774346232414246,1.9294793546199798,1.9585685980319978,1.9930293560028076,0.0031984986271709204,1.3308906555175781,1.3308906555175781,0.9976024732679454,0.030759751796722412,0.030759751796722412,0.5234375,0.979637622833252,2.1505441665649414,0.029709642753005028,0.14016298949718475,-0.0006280997185967863,0.0006280997185967863,0.004481209169681061,1.3593292236328125,0.2257334440946579,0.1767578125
328,0,kill_goblin,4,catch_fish,False,True,0,0,start,0.0,0.0,False,0.0010325346374884248,0.006195208057761192,0.0,0.0,0.0078125,0.005474599078297615,0.9945254325866699,1.149786353111267,1.1678173542022705,1.3346610069274902,0.4308927059173584,1.1836313009262085,1.930998647212982,1.9595294928550722,1.9816458225250244,0.005226456560194492,1.3294343948364258,1.3294343948364258,0.9960839329052282,0.0307356808334589,0.0307356808334589,0.5260416666666666,0.9795579314231873,2.1380767822265625,0.02833617478609085,0.1414611041545868,-0.0006237298366613686,0.0006237298366613686,0.004409196409832917,1.359771728515625,0.22579193115234375,0.1767578125
328,0,kill_goblin,0,kill_goblin,True,True,1,8,intermediate_1,0.3333333432674408,0.0,False,5.746256647398695e-06,3.447753988439217e-05,0.0,0.0,0.0,0.0009483831818215549,0.999051570892334,1.6949021816253662,1.6911873817443848,1.7531840801239014,0.025182757526636124,1.7522586584091187,1.796286416053772,1.8188513684272767,1.8222217559814453,2.7267265977570787e-05,1.7531569004058838,1.7531569004058838,0.9999844912361624,0.0074895150028169155,0.0074895150028169155,0.63671875,0.9982354044914246,0.052915770560503006,0.0008785027894191444,0.0009199269115924835,-1.583522134751547e-05,1.583522134751547e-05,0.017213377513142124,0.964508056640625,0.2885589599609375,0.1767578125
328,0,kill_goblin,1,bury_bones,False,True,1,8,intermediate_1,0.3333333432674408,0.0,False,7.130568633328949e-07,4.278340838936856e-06,0.0,0.0,0.0,0.0011456965003162622,0.9988543391227722,1.660027265548706,1.656313419342041,1.7057642936706543,0.025651367381215096,1.7042393684387207,1.7479414343833923,1.7729831564426421,1.7793281078338623,3.3753779007383855e-06,1.7057609558105469,1.7057609558105469,0.9999980373254967,0.005036879330873489,0.005036879330873489,0.58203125,0.9979557991027832,0.06321389973163605,0.0011272128904238343,0.0012246938422322273,-1.891297688416671e-05,1.891297688416671e-05,0.015442898300779927,0.9652302861213684,0.28855642676353455,0.1767578125
328,0,kill_goblin,2,chop_logs,False,True,1,8,intermediate_1,0.3333333432674408,0.0,False,3.325940269860439e-07,1.9955641619162634e-06,0.0,0.0,0.0,0.00020992134523112327,0.9997901320457458,1.6224185228347778,1.6156867742538452,1.7161154747009277,0.024942291900515556,1.7127390503883362,1.758799558877945,1.7823758697509766,1.7885055541992188,1.5946410485412343e-06,1.716113805770874,1.716113805770874,0.9999990216683734,0.012469738721847534,0.012469738721847534,0.6783854166666666,0.999514102935791,0.05839446187019348,0.0016308771446347237,0.001666861237026751,-1.7507898519397713e-05,1.7507898519397713e-05,0.01050344989492235,0.9647420048713684,0.28855642676353455,0.1767578125
328,0,kill_goblin,3,light_fire,False,True,1,8,intermediate_1,0.3333333432674408,0.0,False,2.785038304864429e-06,1.6710226191207767e-05,0.0,0.0,0.0,0.001084699877537787,0.9989153742790222,1.6413917541503906,1.6352492570877075,1.722512125968933,0.026236118748784065,1.7204139232635498,1.768128365278244,1.7943529462814332,1.796612024307251,1.3159144145902246e-05,1.722499132156372,1.722499132156372,0.9999924506699898,0.008599561639130116,0.008599561639130116,0.6028645833333334,0.9981467127799988,0.05891440436244011,0.0011133532971143723,0.0011795727768912911,-1.7627800843911245e-05,1.7627800843911245e-05,0.014944098192386377,0.9646962285041809,0.2885487973690033,0.1767578125
328,0,kill_goblin,4,catch_fish,False,True,1,8,intermediate_1,0.3333333432674408,0.0,False,2.543235723351245e-06,1.525941479485482e-05,0.0,0.0,0.0,0.0009800269035622478,0.9990199208259583,1.6449100971221924,1.6388417482376099,1.7238984107971191,0.02595328912138939,1.7223739624023438,1.7687685430049895,1.7957752287387847,1.79705011844635,1.200506176246563e-05,1.7238866090774536,1.7238866090774536,0.9999931482507769,0.008780383504927158,0.008780383504927158,0.61328125,0.9982418417930603,0.05825193226337433,0.0010972757590934634,0.0011664108606055379,-1.7432283129892312e-05,1.7432283129892312e-05,0.014945105766406206,0.9646962285041809,0.2885487973690033,0.1767578125
