action_length,always_reward_success,canonical_stage,commit_on_no_ir_success,committed_updates,condition,episode_index,first_before_actor_entropy,first_before_js,first_before_success_rate,first_predicted_improvement,first_score_before,goal,max_predicted_improvement,mean_predicted_improvement,mean_score_before,missed_repair_opportunity,necessity_class,no_ir_success,policy_mode,positive_probe_fraction,probes,rejected_updates,replicate,reset_seed,success,tentative_updates
48.0,1,stage5b2,0,5.0,virtual_reward_dormant_100,6,0.08443060517311096,0.028328273445367813,0.0,2.812943421304226e-06,0.0006792325293645263,kill_goblin,0.0025996151380240917,-0.00019946464017266407,0.0010576054814009695,0,ir_needed,0,deterministic,0.5,10,5.0,0,5877029393539050039,1,10.0
20.0,0,stage5b2,0,0.0,no_ir,7,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,deterministic,nan,0,0.0,0,5499737083021911378,1,0.0
200.0,0,stage5b2,1,200.0,always_reward_only,7,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,deterministic,nan,0,0.0,0,5499737083021911378,0,0.0
93.0,0,stage5b2,1,33.0,virtual_reward_dormant_25,7,0.013857541605830193,0.03320854529738426,0.03125,0.004727667197585106,0.021973932161927223,kill_goblin,0.13277119398117065,0.015452017713916449,0.11926046273556688,0,ir_harmful,1,deterministic,0.7021276595744681,47,14.0,0,5499737083021911378,1,47.0
200.0,0,stage5b2,1,64.0,virtual_reward_dormant_100,7,0.11065582931041718,0.03698578104376793,0.0,0.0013939171331003308,0.0017336345044896007,kill_goblin,0.17531979084014893,0.01458690319892539,0.1724303883464459,0,ir_harmful,1,deterministic,0.7529411764705882,85,21.0,0,5499737083021911378,0,85.0
200.0,1,stage5b2,0,0.0,no_ir,8,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,6791497654520349665,0,0.0
69.0,1,stage5b2,0,69.0,always_reward_only,8,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,6791497654520349665,1,0.0
54.0,1,stage5b2,0,20.0,virtual_reward_dormant_25,8,0.26627403497695923,0.014502760954201221,0.015625,0.013414828106760979,0.02775287814438343,kill_goblin,0.0383225679397583,0.0027303782458370546,0.004020861097488648,0,ir_needed,0,deterministic,0.6666666666666666,30,10.0,0,6791497654520349665,1,30.0
98.0,1,stage5b2,0,27.0,virtual_reward_dormant_100,8,0.6816773414611816,0.023052198812365532,0.0,0.0007755369879305363,0.0034353043884038925,kill_goblin,0.0012994663557037711,-4.002487250473668e-05,0.0007237368165419277,0,ir_needed,0,deterministic,0.627906976744186,43,16.0,0,6791497654520349665,1,43.0
83.0,1,stage5b2,0,0.0,no_ir,9,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,2814162556091002989,1,0.0
45.0,1,stage5b2,1,45.0,always_reward_only,9,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,2814162556091002989,1,0.0
164.0,1,stage5b2,1,44.0,virtual_reward_dormant_25,9,0.1336836814880371,0.03599153086543083,0.0078125,0.0010846657678484917,0.008426000364124775,kill_goblin,0.11171290278434753,0.012711957856514411,0.22747455879504086,0,ir_unnecessary,1,deterministic,0.6875,64,20.0,0,2814162556091002989,1,64.0
21.0,1,stage5b2,1,19.0,virtual_reward_dormant_100,9,0.14667870104312897,0.020019836723804474,0.1875,0.019078746438026428,0.1342005580663681,kill_goblin,0.1055002212524414,0.03979453472614599,0.226415786297626,0,ir_unnecessary,1,deterministic,0.9047619047619048,21,2.0,0,2814162556091002989,1,21.0
200.0,1,stage5b2,0,0.0,no_ir,10,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,2286170587298508181,0,0.0
58.0,1,stage5b2,0,58.0,always_reward_only,10,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,2286170587298508181,1,0.0
200.0,1,stage5b2,0,34.0,virtual_reward_dormant_25,10,0.6265086531639099,0.01343016792088747,0.015625,-1.8475577235221863e-05,0.018856752663850784,kill_goblin,3.666622205855674e-06,-3.8303635954177624e-07,0.0003273761615234102,0,ir_needed,0,deterministic,0.576271186440678,59,25.0,0,2286170587298508181,0,59.0
200.0,1,stage5b2,0,12.0,virtual_reward_dormant_100,10,0.4827856421470642,0.01885543204843998,0.0078125,0.0020634476095438004,0.017128268256783485,kill_goblin,0.015225306153297424,0.001519316569172025,0.01778073150764959,0,ir_needed,0,deterministic,0.5714285714285714,21,9.0,0,2286170587298508181,0,21.0
200.0,1,stage5b2,0,0.0,no_ir,11,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,4992981953416201612,0,0.0
67.0,1,stage5b2,0,67.0,always_reward_only,11,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,4992981953416201612,1,0.0
29.0,1,stage5b2,0,16.0,virtual_reward_dormant_25,11,0.30600598454475403,0.018269000574946404,0.0078125,0.006313123740255833,0.0071240076795220375,kill_goblin,0.023716866970062256,0.003007885940705573,0.02090190187877978,0,ir_needed,0,deterministic,0.5714285714285714,28,12.0,0,4992981953416201612,1,28.0
200.0,1,stage5b2,0,47.0,virtual_reward_dormant_100,11,0.1757102906703949,0.027724934741854668,0.0,9.126961231231689e-07,0.0010402637999504805,kill_goblin,0.04348602890968323,0.005538850466261162,0.15580796169443933,0,ir_needed,0,deterministic,0.7121212121212122,66,19.0,0,4992981953416201612,0,66.0
200.0,1,stage5b2,0,0.0,no_ir,12,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,5646325256803454865,0,0.0
79.0,1,stage5b2,0,79.0,always_reward_only,12,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,5646325256803454865,1,0.0
200.0,1,stage5b2,0,39.0,virtual_reward_dormant_25,12,0.10154910385608673,0.023077286779880524,0.0078125,0.0003857281990349293,0.0033536511473357677,kill_goblin,0.11385497450828552,0.010369257654453014,0.07431220941541603,0,ir_needed,0,deterministic,0.6,65,26.0,0,5646325256803454865,0,65.0
200.0,1,stage5b2,0,5.0,virtual_reward_dormant_100,12,0.1422407031059265,0.03153062239289284,0.0,-4.128840913608656e-08,1.0847413989267807e-07,kill_goblin,2.4890420391443513e-08,-4.73089097230428e-08,4.3875821236216695e-07,0,ir_needed,0,deterministic,0.5,10,5.0,0,5646325256803454865,0,10.0
97.0,1,stage5b2,0,0.0,no_ir,13,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,4071976461193956595,1,0.0
179.0,1,stage5b2,1,179.0,always_reward_only,13,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,4071976461193956595,1,0.0
133.0,1,stage5b2,1,46.0,virtual_reward_dormant_25,13,0.15464192628860474,0.019178619608283043,0.0,3.3554363731980175e-09,1.5430401401062e-10,kill_goblin,0.19250702857971191,0.026331740142722285,0.2775084248577472,0,ir_unnecessary,1,deterministic,0.7540983606557377,61,15.0,0,4071976461193956595,1,61.0
200.0,1,stage5b2,1,24.0,virtual_reward_dormant_100,13,0.15529149770736694,0.023262137547135353,0.0,7.3024404301236245e-09,4.180718882196288e-09,kill_goblin,5.5274413170991465e-06,1.6775126681439017e-07,2.1045016765542723e-05,0,ir_unnecessary,1,deterministic,0.6486486486486487,37,13.0,0,4071976461193956595,0,37.0
12.0,1,stage5b2,0,0.0,no_ir,14,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,5469972206906403671,1,0.0
11.0,1,stage5b2,1,11.0,always_reward_only,14,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,5469972206906403671,1,0.0
136.0,1,stage5b2,1,73.0,virtual_reward_dormant_25,14,0.2652536630630493,0.02925870753824711,0.046875,0.005466300994157791,0.0607343353331089,kill_goblin,0.17801064252853394,0.02067178109196406,0.3011431020649153,0,ir_unnecessary,1,deterministic,0.8295454545454546,88,15.0,0,5469972206906403671,1,88.0
200.0,1,stage5b2,0,0.0,virtual_reward_dormant_100,14,0.7832023501396179,0.0138769606128335,0.015625,-0.002723236568272114,0.0057863956317305565,kill_goblin,-0.0019878242164850235,-0.0023555303923785686,0.006393759045749903,0,ir_unnecessary,1,deterministic,0.0,2,2.0,0,5469972206906403671,0,2.0
200.0,1,stage5b2,0,0.0,no_ir,15,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,3861664246226342493,0,0.0
28.0,1,stage5b2,0,28.0,always_reward_only,15,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,3861664246226342493,1,0.0
117.0,1,stage5b2,0,60.0,virtual_reward_dormant_25,15,0.3564477562904358,0.01799043081700802,0.0078125,0.017522534355521202,0.014801496639847755,kill_goblin,0.12803983688354492,0.009031059442854,0.18615159425439298,0,ir_needed,0,deterministic,0.7228915662650602,83,23.0,0,3861664246226342493,1,83.0
200.0,1,stage5b2,0,22.0,virtual_reward_dormant_100,15,0.7212764024734497,0.022831810638308525,0.0,-1.2679573046625592e-05,2.5244928110623732e-05,kill_goblin,0.025912392884492874,0.0009773212020493499,0.003896575965307546,0,ir_needed,0,deterministic,0.5789473684210527,38,16.0,0,3861664246226342493,0,38.0
200.0,1,stage5b2,0,0.0,no_ir,16,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,271355054540565331,0,0.0
140.0,1,stage5b2,0,140.0,always_reward_only,16,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,271355054540565331,1,0.0
71.0,1,stage5b2,0,44.0,virtual_reward_dormant_25,16,0.11473876982927322,0.015283842571079731,0.0078125,0.0011641765013337135,0.012786433100700378,kill_goblin,0.17621421813964844,0.020046400162401955,0.34244581611296765,0,ir_needed,0,deterministic,0.7096774193548387,62,18.0,0,271355054540565331,1,62.0
40.0,1,stage5b2,0,25.0,virtual_reward_dormant_100,16,0.14692401885986328,0.021422868594527245,0.03125,0.0010413173586130142,0.014255896210670471,kill_goblin,0.0803978443145752,0.018741133532697154,0.3095382113129862,0,ir_needed,0,deterministic,0.8064516129032258,31,6.0,0,271355054540565331,1,31.0
200.0,1,stage5b2,0,0.0,no_ir,17,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,1144299531918975107,0,0.0
84.0,1,stage5b2,0,84.0,always_reward_only,17,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,1144299531918975107,1,0.0
85.0,1,stage5b2,0,25.0,virtual_reward_dormant_25,17,0.6142811179161072,0.013026556931436062,0.0,0.0005970708443783224,6.291351019171998e-05,kill_goblin,0.043184131383895874,0.003722517222551512,0.0342030232585251,0,ir_needed,0,deterministic,0.6756756756756757,37,12.0,0,1144299531918975107,1,37.0
152.0,1,stage5b2,0,35.0,virtual_reward_dormant_100,17,0.24550265073776245,0.017079221084713936,0.0,-0.002838834887370467,0.00411597266793251,kill_goblin,0.049269288778305054,0.004936945302113531,0.04326812849334395,0,ir_needed,0,deterministic,0.660377358490566,53,18.0,0,1144299531918975107,1,53.0
200.0,0,stage5b2,0,0.0,no_ir,18,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,deterministic,nan,0,0.0,0,6399730703569450442,0,0.0
200.0,0,stage5b2,0,200.0,always_reward_only,18,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,deterministic,nan,0,0.0,0,6399730703569450442,0,0.0
88.0,0,stage5b2,0,41.0,virtual_reward_dormant_25,18,0.2867862582206726,0.016790440306067467,0.0078125,0.004111881367862225,0.004846472293138504,kill_goblin,0.08609458804130554,0.0076254444198759885,0.10776386985816078,0,not_repaired,0,deterministic,0.7321428571428571,56,15.0,0,6399730703569450442,1,56.0
200.0,0,stage5b2,0,30.0,virtual_reward_dormant_100,18,0.20809559524059296,0.042292315512895584,0.0078125,-5.765026435256004e-05,0.006985255517065525,kill_goblin,0.026360593736171722,0.0026400815738988268,0.01498589286720289,0,not_repaired,0,deterministic,0.6382978723404256,47,17.0,0,6399730703569450442,0,47.0
200.0,1,stage5b2,0,0.0,no_ir,19,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,8911921829651719466,0,0.0
88.0,1,stage5b2,0,88.0,always_reward_only,19,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,8911921829651719466,1,0.0
29.0,1,stage5b2,0,15.0,virtual_reward_dormant_25,19,0.10605617612600327,0.024196172133088112,0.1953125,0.0696997344493866,0.15786206722259521,kill_goblin,0.1930323839187622,0.05171917906651894,0.5190245704725385,0,ir_needed,0,deterministic,0.8333333333333334,18,3.0,0,8911921829651719466,1,18.0
20.0,1,stage5b2,0,18.0,virtual_reward_dormant_100,19,0.05543414130806923,0.020570741966366768,0.2265625,0.04823651909828186,0.19234803318977356,kill_goblin,0.14970678091049194,0.04971907436847687,0.6011600568890572,0,ir_needed,0,deterministic,0.9,20,2.0,0,8911921829651719466,1,20.0
200.0,1,stage5b2,0,0.0,no_ir,20,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,1027513454137701045,0,0.0
105.0,1,stage5b2,0,105.0,always_reward_only,20,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,1027513454137701045,1,0.0
200.0,1,stage5b2,0,66.0,virtual_reward_dormant_25,20,0.023160777986049652,0.02283887006342411,0.0,0.00022757513215765357,0.0005487242597155273,kill_goblin,0.07139688730239868,0.006962165102104574,0.10117662513135486,0,ir_needed,0,deterministic,0.6804123711340206,97,31.0,0,1027513454137701045,0,97.0
200.0,1,stage5b2,0,1.0,virtual_reward_dormant_100,20,0.015818504616618156,0.003241859143599868,0.0,-3.7908876038272865e-09,7.518353299929004e-07,kill_goblin,0.0001676128013059497,2.3917539465401204e-06,5.7065039152348616e-05,0,ir_needed,0,deterministic,0.2,5,4.0,0,1027513454137701045,0,5.0
200.0,1,stage5b2,0,0.0,no_ir,21,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,4304917317753002632,0,0.0
76.0,1,stage5b2,0,76.0,always_reward_only,21,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,4304917317753002632,1,0.0
94.0,1,stage5b2,0,29.0,virtual_reward_dormant_25,21,0.15097689628601074,0.009684484452009201,0.0,2.9639340937137604e-07,0.00034202716778963804,kill_goblin,0.05155634880065918,0.0030188630276611486,0.1378052306694027,0,ir_needed,0,deterministic,0.6444444444444445,45,16.0,0,4304917317753002632,1,45.0
200.0,1,stage5b2,0,0.0,virtual_reward_dormant_100,21,0.34976714849472046,0.013055254705250263,0.0,-0.000720767886377871,0.0011895694769918919,kill_goblin,-6.754517380613834e-05,-0.0003941565300920047,0.0006594201986445114,1,ir_needed,0,deterministic,0.0,2,2.0,0,4304917317753002632,0,2.0
31.0,1,stage5b2,0,0.0,no_ir,22,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,8394567625431186535,1,0.0
74.0,1,stage5b2,1,74.0,always_reward_only,22,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_unnecessary,1,deterministic,nan,0,0.0,0,8394567625431186535,1,0.0
200.0,1,stage5b2,1,70.0,virtual_reward_dormant_25,22,0.479989618062973,0.013071921654045582,0.015625,0.00018444843590259552,0.020795542746782303,kill_goblin,0.07430708408355713,0.004511761624760439,0.051192491655206535,0,ir_unnecessary,1,deterministic,0.6730769230769231,104,34.0,0,8394567625431186535,0,104.0
200.0,1,stage5b2,0,0.0,virtual_reward_dormant_100,22,0.7492907047271729,0.004324088338762522,0.0,-1.3463157301885076e-05,2.0465338820940815e-05,kill_goblin,-1.3463157301885076e-05,-0.0016888023610590608,0.0018925080030385288,0,ir_unnecessary,1,deterministic,0.0,2,2.0,0,8394567625431186535,0,2.0
200.0,1,stage5b2,0,0.0,no_ir,23,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,1635047829420965777,0,0.0
56.0,1,stage5b2,0,56.0,always_reward_only,23,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,1635047829420965777,1,0.0
200.0,1,stage5b2,0,33.0,virtual_reward_dormant_25,23,0.511837363243103,0.014518278650939465,0.0,-0.0009456201223656535,0.0019362190505489707,kill_goblin,0.07388138771057129,0.005874537634834597,0.05950323323952253,0,ir_needed,0,deterministic,0.6,55,22.0,0,1635047829420965777,0,55.0
111.0,1,stage5b2,0,15.0,virtual_reward_dormant_100,23,0.17225657403469086,0.018635062500834465,0.0,1.3171556929592043e-06,4.8920152039499953e-05,kill_goblin,0.011751551181077957,0.000563274451861796,0.00041262673436932574,0,ir_needed,0,deterministic,0.6,25,10.0,0,1635047829420965777,1,25.0
200.0,1,stage5b2,0,0.0,no_ir,24,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,deterministic,nan,0,0.0,0,907393157681425583,0,0.0
41.0,1,stage5b2,0,41.0,always_reward_only,24,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,deterministic,nan,0,0.0,0,907393157681425583,1,0.0
200.0,1,stage5b2,0,45.0,virtual_reward_dormant_25,24,0.03008810244500637,0.04217777028679848,0.03125,-0.011478519067168236,0.021139448508620262,kill_goblin,0.24495446681976318,0.030265219335407146,0.30038555497358876,0,ir_needed,0,deterministic,0.8035714285714286,56,11.0,0,907393157681425583,0,56.0
119.0,1,stage5b2,0,1.0,virtual_reward_dormant_100,24,0.5460175275802612,0.03486071899533272,0.0,-0.0002977520052809268,0.000391190784284845,kill_goblin,1.8194862150267e-06,-5.924679151121381e-05,7.98586877380103e-05,0,ir_needed,0,deterministic,0.2,5,4.0,0,907393157681425583,1,5.0
200.0,1,stage5b2,0,0.0,no_ir,0,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,sampled,nan,0,0.0,0,6879745109233889997,0,0.0
50.0,1,stage5b2,0,50.0,always_reward_only,0,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,sampled,nan,0,0.0,0,6879745109233889997,1,0.0
200.0,1,stage5b2,0,25.0,virtual_reward_dormant_25,0,0.09482675045728683,0.009120486676692963,0.0,0.0005950715276412666,0.00011005027045030147,kill_goblin,0.0017842954257503152,4.765722464084021e-05,5.7178347087146385e-05,0,ir_needed,0,sampled,0.5208333333333334,48,23.0,0,6879745109233889997,0,48.0
198.0,1,stage5b2,0,15.0,virtual_reward_dormant_100,0,0.09655767679214478,0.02406197413802147,0.0,0.0010256948880851269,0.00023048106231726706,kill_goblin,0.054921627044677734,0.006977380344469566,0.0364990377103095,0,ir_needed,0,sampled,0.6,25,10.0,0,6879745109233889997,1,25.0
200.0,1,stage5b2,0,0.0,no_ir,1,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,sampled,nan,0,0.0,0,3995900375815003603,0,0.0
183.0,1,stage5b2,0,183.0,always_reward_only,1,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,sampled,nan,0,0.0,0,3995900375815003603,1,0.0
200.0,1,stage5b2,0,13.0,virtual_reward_dormant_25,1,0.059111569076776505,0.002505629789084196,0.0,3.0393443012144417e-05,7.321564044104889e-05,kill_goblin,4.273826561984606e-05,-4.884339697419637e-06,0.0002396841322300225,0,ir_needed,0,sampled,0.40625,32,19.0,0,3995900375815003603,0,32.0
200.0,1,stage5b2,0,30.0,virtual_reward_dormant_100,1,0.21676842868328094,0.011255096644163132,0.0,0.006137325428426266,0.003672662191092968,kill_goblin,0.06192970275878906,0.007070873072821868,0.06136409878158977,0,ir_needed,0,sampled,0.6521739130434783,46,16.0,0,3995900375815003603,0,46.0
200.0,0,stage5b2,0,0.0,no_ir,2,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,sampled,nan,0,0.0,0,4948517626249183238,0,0.0
200.0,0,stage5b2,0,200.0,always_reward_only,2,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,sampled,nan,0,0.0,0,4948517626249183238,0,0.0
200.0,0,stage5b2,0,33.0,virtual_reward_dormant_25,2,0.03761405497789383,0.004151603206992149,0.0,-6.749556632712483e-06,0.00011764179362216964,kill_goblin,0.011390844359993935,0.0004437449706978421,0.0008787543198300144,0,not_repaired,0,sampled,0.55,60,27.0,0,4948517626249183238,0,60.0
200.0,0,stage5b2,0,39.0,virtual_reward_dormant_100,2,0.06937140226364136,0.011643113568425179,0.0,-6.657501216977835e-10,7.856651791371405e-07,kill_goblin,0.1035304069519043,0.012872690611329405,0.2005669181447882,0,not_repaired,0,sampled,0.6964285714285714,56,17.0,0,4948517626249183238,0,56.0
32.0,0,stage5b2,0,0.0,no_ir,3,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,6445674338620057113,1,0.0
200.0,0,stage5b2,1,200.0,always_reward_only,3,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,6445674338620057113,0,0.0
200.0,0,stage5b2,1,35.0,virtual_reward_dormant_25,3,0.46874234080314636,0.007716966327279806,0.015625,-0.004304185975342989,0.010389946401119232,kill_goblin,0.1636645495891571,0.013910815598779078,0.08370823623000133,0,ir_harmful,1,sampled,0.625,56,21.0,0,6445674338620057113,0,56.0
200.0,0,stage5b2,1,46.0,virtual_reward_dormant_100,3,0.35437238216400146,0.005863895174115896,0.0,4.68015787191689e-05,0.0001745131885400042,kill_goblin,0.06058013439178467,0.0019223035341509,0.011873344155127676,0,ir_harmful,1,sampled,0.5974025974025974,77,31.0,0,6445674338620057113,0,77.0
200.0,1,stage5b2,0,0.0,no_ir,4,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,1,ir_needed,0,sampled,nan,0,0.0,0,499911519651180282,0,0.0
122.0,1,stage5b2,0,122.0,always_reward_only,4,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_needed,0,sampled,nan,0,0.0,0,499911519651180282,1,0.0
200.0,1,stage5b2,0,34.0,virtual_reward_dormant_25,4,0.1769506335258484,0.028165923431515694,0.0,1.4043098417459987e-06,5.7157994888257235e-06,kill_goblin,0.05850780010223389,0.004047750665485475,0.025304458355236478,0,ir_needed,0,sampled,0.6071428571428571,56,22.0,0,499911519651180282,0,56.0
200.0,1,stage5b2,0,41.0,virtual_reward_dormant_100,4,0.09610997885465622,0.025994472205638885,0.0,4.819241894438164e-09,2.1920908466199762e-07,kill_goblin,0.07974207401275635,0.00543161548731277,0.11284151915352901,0,ir_needed,0,sampled,0.7192982456140351,57,16.0,0,499911519651180282,0,57.0
36.0,0,stage5b2,0,0.0,no_ir,5,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,8055861329175728677,1,0.0
200.0,0,stage5b2,1,200.0,always_reward_only,5,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,8055861329175728677,0,0.0
200.0,0,stage5b2,1,65.0,virtual_reward_dormant_25,5,0.22135238349437714,0.020712755620479584,0.0,0.009398954920470715,4.7212983190547675e-05,kill_goblin,0.11990535259246826,0.01248362908482733,0.22648994000967396,0,ir_harmful,1,sampled,0.7303370786516854,89,24.0,0,8055861329175728677,0,89.0
200.0,0,stage5b2,0,0.0,virtual_reward_dormant_100,5,0.26750022172927856,0.013228707015514374,0.0078125,-0.0037455703131854534,0.0037901585455983877,kill_goblin,-0.0016072476282715797,-0.0026764089707285166,0.006026861141435802,0,ir_harmful,1,sampled,0.0,2,2.0,0,8055861329175728677,0,2.0
171.0,0,stage5b2,0,0.0,no_ir,6,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,5877029393539050039,1,0.0
200.0,0,stage5b2,1,200.0,always_reward_only,6,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,5877029393539050039,0,0.0
1.0,0,stage5b2,1,1.0,virtual_reward_dormant_25,6,0.17184323072433472,0.022608816623687744,0.0,3.923467011190951e-05,7.854362775105983e-05,kill_goblin,3.923467011190951e-05,3.923467011190951e-05,7.854362775105983e-05,0,ir_harmful,1,sampled,1.0,1,0.0,0,5877029393539050039,1,1.0
200.0,0,stage5b2,1,47.0,virtual_reward_dormant_100,6,0.07809315621852875,0.02786184474825859,0.0,6.467947969213128e-06,0.000242790236370638,kill_goblin,0.32058951258659363,0.012574087655379478,0.06352330805687768,0,ir_harmful,1,sampled,0.6438356164383562,73,26.0,0,5877029393539050039,0,73.0
141.0,0,stage5b2,0,0.0,no_ir,7,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,5499737083021911378,1,0.0
200.0,0,stage5b2,1,200.0,always_reward_only,7,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,ir_harmful,1,sampled,nan,0,0.0,0,5499737083021911378,0,0.0
200.0,0,stage5b2,1,35.0,virtual_reward_dormant_25,7,0.10655055940151215,0.03328755125403404,0.0234375,0.007975658401846886,0.014376919716596603,kill_goblin,0.09783074259757996,0.004796654027388032,0.015797855240763967,0,ir_harmful,1,sampled,0.625,56,21.0,0,5499737083021911378,0,56.0
49.0,0,stage5b2,0,0.0,virtual_reward_dormant_100,7,0.07794490456581116,0.030353091657161713,0.0,-0.00011252355761826038,0.0010027848184108734,kill_goblin,-0.00011252355761826038,-0.00011252355761826038,0.0010027848184108734,0,ir_harmful,1,sampled,0.0,1,1.0,0,5499737083021911378,1,1.0
200.0,0,stage5b2,0,0.0,no_ir,8,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,sampled,nan,0,0.0,0,6791497654520349665,0,0.0
200.0,0,stage5b2,0,200.0,always_reward_only,8,nan,nan,nan,nan,nan,kill_goblin,nan,nan,nan,0,not_repaired,0,sampled,nan,0,0.0,0,6791497654520349665,0,0.0
78.0,0,stage5b2,0,19.0,virtual_reward_dormant_25,8,0.5138677954673767,0.019388126209378242,0.0,5.398993380367756e-06,0.0009856022661551833,kill_goblin,0.018994294106960297,0.0018843883748464454,0.004898994223276746,0,not_repaired,0,sampled,0.6333333333333333,30,11.0,0,6791497654520349665,1,30.0
