checkpoint,complete,episode_count_exact,episodes,eval_seed,integrity_equal,integrity_verified,logdir,mean_action_length,mean_return,median_action_length,median_return,policy_mode,requested_episodes,reset_count,reset_count_exact,return_std,returncode,success_rate,successes,task,training_seed
25000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000025000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,0
25000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000025000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,0
50000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000050000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,0
50000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000050000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,0
75000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000075000/sampled/attempt_01,31.16,0.6933199945092201,19.5,0.8244999945163727,sampled,50,50,True,0.32577160029382873,0,0.86,43,go_to_door,0
75000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000075000/deterministic/attempt_01,30.8,0.670219994187355,18.5,0.8244999945163727,deterministic,50,50,True,0.35337160232580195,0,0.8,40,go_to_door,0
100000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000100000/sampled/attempt_01,27.66,0.7430600017309189,13.5,0.8785000145435333,sampled,50,50,True,0.28583683414594185,0,0.92,46,go_to_door,0
100000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0000/evaluations/step_000000100000/deterministic/attempt_01,24.2,0.7721999996900558,13.0,0.8830000162124634,deterministic,50,50,True,0.2790980482739491,0,0.9,45,go_to_door,0
25000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000025000/sampled/attempt_01,99.26,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,1
25000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000025000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,1
50000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000050000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,1
50000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000050000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,1
75000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000075000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,1
75000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000075000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,1
100000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000100000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,1
100000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0001/evaluations/step_000000100000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,1
25000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000025000/sampled/attempt_01,98.82,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,2
25000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000025000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,2
50000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000050000/sampled/attempt_01,99.04,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,go_to_door,2
50000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000050000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,go_to_door,2
75000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000075000/sampled/attempt_01,91.44,0.0540800005197525,100.0,0.0,sampled,50,50,True,0.20437483795942693,0,0.08,4,go_to_door,2
75000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000075000/deterministic/attempt_01,91.68,0.03138000011444092,100.0,0.0,deterministic,50,50,True,0.13730155043898504,0,0.06,3,go_to_door,2
100000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000100000/sampled/attempt_01,61.04,0.3647800016403198,78.0,0.0,sampled,50,50,True,0.40655603892807407,0,0.46,23,go_to_door,2
100000,True,True,50,100002,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/go_to_door/seed_0002/evaluations/step_000000100000/deterministic/attempt_01,56.86,0.39090000331401825,45.0,0.0,deterministic,50,50,True,0.41693722928103744,0,0.48,24,go_to_door,2
25000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000025000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,fetch,0
25000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000025000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,fetch,0
50000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000050000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,fetch,0
50000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000050000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,fetch,0
75000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000075000/sampled/attempt_01,97.24,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,fetch,0
75000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000075000/deterministic/attempt_01,95.1,0.018559999465942383,100.0,0.0,deterministic,50,50,True,0.12991999626159667,0,0.02,1,fetch,0
100000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000100000/sampled/attempt_01,97.4,0.02740000009536743,100.0,0.0,sampled,50,50,True,0.13453341661278337,0,0.04,2,fetch,0
100000,True,True,50,100000,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0000/evaluations/step_000000100000/deterministic/attempt_01,98.24,0.01784000039100647,100.0,0.0,deterministic,50,50,True,0.12488000273704529,0,0.02,1,fetch,0
25000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0001/evaluations/step_000000025000/sampled/attempt_01,99.92,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,fetch,1
25000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0001/evaluations/step_000000025000/deterministic/attempt_01,100.0,0.0,100.0,0.0,deterministic,50,50,True,0.0,0,0.0,0,fetch,1
50000,True,True,50,100001,True,True,/home/localadmin/experiment_logs/minigrid/audition_12m_v1/runs/fetch/seed_0001/evaluations/step_000000050000/sampled/attempt_01,100.0,0.0,100.0,0.0,sampled,50,50,True,0.0,0,0.0,0,fetch,1
