observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.00046434349046899694,1.0,1.0,0.80903926720986,0.0006576505099036223,0.0020957091667561318,1.0,1.0,0.9955701487251075,0.0002268934585572424
0,go_to_door,1,fetch,0.006603172136803936,,,,0.006603172136803936,0.009615370138683266,,1.0,0.9895356209463465,
0,go_to_door,2,go_to_object,0.004338456343742919,,,,0.004338456343742919,0.014486583628327512,,1.0,0.9840960674475352,
0,go_to_door,3,put_near,0.006819229533981528,,,,0.006819229533981528,0.013317082532335874,,1.0,0.9847602123367465,
0,go_to_door,4,unlock_pickup,0.006845931684728515,,,,0.006845931684728515,0.013451413753836862,,1.0,0.9846418804920193,
0,go_to_door,5,pickup_dist,0.0068359032019792805,,,,0.0068359032019792805,0.013318692342569908,,1.0,0.9846552592838217,
1,fetch,0,go_to_door,0.004135905132438831,,,,0.004135905132438831,0.010154923106489258,,1.0,0.9868433206231445,
1,fetch,1,fetch,0.000125821275783124,1.0,1.0,0.7376062095165252,0.0006770762934435897,0.00038850645533427663,1.0,1.0,0.9969091948910351,0.00482463462477816
1,fetch,2,go_to_object,0.003474599387721012,,,,0.003474599387721012,0.008977953926778857,,1.0,0.988297465883422,
1,fetch,3,put_near,0.004074358268242797,,,,0.004074358268242797,0.00842325091241811,,1.0,0.9885905874025271,
1,fetch,4,unlock_pickup,0.004089067635580769,,,,0.004089067635580769,0.008640431815670535,,1.0,0.9883717278422617,
1,fetch,5,pickup_dist,0.004105188607698104,,,,0.004105188607698104,0.008594070386508253,,1.0,0.9884162140217567,
2,go_to_object,0,go_to_door,1.6445012887198017e-06,,,,1.6445012887198017e-06,0.00245594189013585,,1.0,0.9945416694672982,
2,go_to_object,1,fetch,7.353326099518772e-07,,,,7.353326099518772e-07,0.0003100109867530294,,1.0,0.997120606722218,
2,go_to_object,2,go_to_object,4.720226620206236e-08,,,,4.720226620206236e-08,0.000478417308318733,,1.0,0.9969321601092815,
2,go_to_object,3,put_near,1.3219460667032667e-06,,,,1.3219460667032667e-06,0.0011283591168351694,,1.0,0.9958888145145213,
2,go_to_object,4,unlock_pickup,1.2047395881621392e-06,,,,1.2047395881621392e-06,0.0012063485487262802,,1.0,0.9958040461608089,
2,go_to_object,5,pickup_dist,1.3095673377434217e-06,,,,1.3095673377434217e-06,0.001193905636520669,,1.0,0.9958170780377222,
3,put_near,0,go_to_door,6.128765280876799e-05,,,,6.128765280876799e-05,0.013567246323783356,,1.0,0.9834299200643223,
3,put_near,1,fetch,2.2581037404516912e-05,,,,2.2581037404516912e-05,0.0005100903903493787,,1.0,0.9967494591111594,
3,put_near,2,go_to_object,8.587966998386287e-07,,,,8.587966998386287e-07,0.04463759271815848,,1.0,0.9526273008413777,
3,put_near,3,put_near,4.904808432081007e-05,,,,4.904808432081007e-05,0.012538048586264105,,1.0,0.9844685721460102,
3,put_near,4,unlock_pickup,4.576814942111589e-05,,,,4.576814942111589e-05,0.015367332452880494,,1.0,0.9816368959791092,
3,put_near,5,pickup_dist,4.546682402727153e-05,,,,4.546682402727153e-05,0.013478134975464332,,1.0,0.9835258033264908,
