actent,adapt_actor_grad_norm_mean,adapt_actor_loss_mean,adapt_actor_steps_mean,adapt_actor_update_rms_mean,adapt_adapt_triggers_mean,checkpoint_kind,complete,condition,deaths,episode_count_exact,episodes,family,goal,horizon,integrity_equal,last_step,logdir,mean_action_length,median_action_length,objective,policy_mode,requested_episodes,reset_count,returncode,seed,success_rate,successes
0.0,0.03325967502352992,0.018704951121672822,136.99,1.1198704376393645e-05,136.99,corrupt,True,reward_only_ir_h6,0,True,100,reward_only_ir,bury_bones,6,True,13799,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h6/bury_bones/sampled/attempt_01,136.99,147.5,reward_only,sampled,100,100,0,2000,0.67,67
0.0,0.04099839048307346,0.039569291493307034,97.36,1.3084496190174605e-05,97.36,corrupt,True,reward_only_ir_h6,0,True,50,reward_only_ir,bury_bones,6,True,4918,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h6/bury_bones/deterministic/attempt_01,97.36,95.5,reward_only,deterministic,50,50,0,2000,0.9,45
0.0,0.014637178244872097,0.014101885639550435,137.73,1.3835106073029131e-05,137.73,corrupt,True,reward_only_ir_h6,0,True,100,reward_only_ir,chop_logs,6,True,13873,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h6/chop_logs/sampled/attempt_01,137.73,179.0,reward_only,sampled,100,100,0,2000,0.52,52
0.0,0.01389125419033243,0.01610987942839139,97.5,1.4828433873968062e-05,97.5,corrupt,True,reward_only_ir_h6,0,True,50,reward_only_ir,chop_logs,6,True,4925,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h6/chop_logs/deterministic/attempt_01,97.5,62.5,reward_only,deterministic,50,50,0,2000,0.74,37
0.0,0.0356013855835877,0.038196329506700766,112.55,1.6138970223357073e-05,112.55,corrupt,True,reward_only_ir_h15,0,True,100,reward_only_ir,kill_goblin,15,True,11355,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/kill_goblin/sampled/attempt_01,112.55,100.5,reward_only,sampled,100,100,0,2000,0.64,64
0.0,0.06596762870286613,0.0543247858436869,114.9,1.7562656408040657e-05,114.9,corrupt,True,reward_only_ir_h15,0,True,50,reward_only_ir,kill_goblin,15,True,5795,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/kill_goblin/deterministic/attempt_01,114.9,90.0,reward_only,deterministic,50,50,0,2000,0.66,33
0.0,0.03915005541924633,0.043222494531300754,75.7,1.7859071709686755e-05,75.7,corrupt,True,reward_only_ir_h15,0,True,100,reward_only_ir,bury_bones,15,True,7670,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/bury_bones/sampled/attempt_01,75.7,68.0,reward_only,sampled,100,100,0,2000,0.96,96
0.0,0.04305433811174874,0.05911859512354124,54.62,2.1222951706134965e-05,54.62,corrupt,True,reward_only_ir_h15,0,True,50,reward_only_ir,bury_bones,15,True,2781,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/bury_bones/deterministic/attempt_01,54.62,53.0,reward_only,deterministic,50,50,0,2000,0.96,48
0.0,0.014833269853670505,0.02171385886335854,132.4,1.4299143527851601e-05,132.4,corrupt,True,reward_only_ir_h15,0,True,100,reward_only_ir,chop_logs,15,True,13340,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/chop_logs/sampled/attempt_01,132.4,142.0,reward_only,sampled,100,100,0,2000,0.59,59
0.0,0.0255289598429154,0.06078776673291467,114.9,1.650159186327802e-05,114.9,corrupt,True,reward_only_ir_h15,0,True,50,reward_only_ir,chop_logs,15,True,5795,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h15/chop_logs/deterministic/attempt_01,114.9,99.5,reward_only,deterministic,50,50,0,2000,0.66,33
0.0,0.03684703561465417,0.045713316012821296,112.64,1.6546784739393808e-05,112.64,corrupt,True,reward_only_ir_h20,0,True,100,reward_only_ir,kill_goblin,20,True,11364,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/kill_goblin/sampled/attempt_01,112.64,108.0,reward_only,sampled,100,100,0,2000,0.65,65
0.0,0.05360102198886982,0.06275942852179761,99.12,1.7897642794408014e-05,99.12,corrupt,True,reward_only_ir_h20,0,True,50,reward_only_ir,kill_goblin,20,True,5006,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/kill_goblin/deterministic/attempt_01,99.12,70.5,reward_only,deterministic,50,50,0,2000,0.74,37
0.0,0.0365528061786012,0.06729018300176456,76.58,2.060318788404515e-05,76.58,corrupt,True,reward_only_ir_h20,0,True,100,reward_only_ir,bury_bones,20,True,7758,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/bury_bones/sampled/attempt_01,76.58,71.0,reward_only,sampled,100,100,0,2000,0.91,91
0.0,0.034899658304488906,0.05375846184002287,50.72,1.9969998512186317e-05,50.72,corrupt,True,reward_only_ir_h20,0,True,50,reward_only_ir,bury_bones,20,True,2586,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/bury_bones/deterministic/attempt_01,50.72,50.5,reward_only,deterministic,50,50,0,2000,0.98,49
0.0,0.022898110857622687,0.05944933179813734,155.53,1.449765331664145e-05,155.53,corrupt,True,reward_only_ir_h20,0,True,100,reward_only_ir,chop_logs,20,True,15653,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/chop_logs/sampled/attempt_01,155.53,200.0,reward_only,sampled,100,100,0,2000,0.48,48
0.0,0.018309286419532656,0.02702975336365555,96.64,1.6680267989165435e-05,96.64,corrupt,True,reward_only_ir_h20,0,True,50,reward_only_ir,chop_logs,20,True,4882,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reward_only_ir_h20/chop_logs/deterministic/attempt_01,96.64,76.0,reward_only,deterministic,50,50,0,2000,0.84,42
0.0,24.301076065449344,2.224663503623379,126.73,1.7826947925253572e-05,126.73,corrupt,True,reference_distill,0,True,100,reference_distill,kill_goblin,0,True,12773,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/kill_goblin/sampled/attempt_01,126.73,159.0,distill,sampled,100,100,0,2000,0.58,58
0.0,23.491361128738347,2.1360974961957044,139.72,1.6528145939669724e-05,139.72,corrupt,True,reference_distill,0,True,50,reference_distill,kill_goblin,0,True,7036,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/kill_goblin/deterministic/attempt_01,139.72,184.0,distill,deterministic,50,50,0,2000,0.5,25
0.0,22.53260111067495,2.3794390687815787,186.4,1.606235998190404e-05,186.4,corrupt,True,reference_distill,0,True,100,reference_distill,bury_bones,0,True,18740,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/bury_bones/sampled/attempt_01,186.4,200.0,distill,sampled,100,100,0,2000,0.14,14
0.0,21.301258161309402,2.950068805084633,168.54,1.6767602006567738e-05,168.54,corrupt,True,reference_distill,0,True,50,reference_distill,bury_bones,0,True,8477,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/bury_bones/deterministic/attempt_01,168.54,200.0,distill,deterministic,50,50,0,2000,0.28,14
0.0,12.00716984218007,4.029555225337535,121.92,1.8165223106066062e-05,121.92,corrupt,True,reference_distill,0,True,100,reference_distill,chop_logs,0,True,12292,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/chop_logs/sampled/attempt_01,121.92,129.5,distill,sampled,100,100,0,2000,0.73,73
0.0,12.563819217393725,4.430420605318841,126.38,1.6969795660422107e-05,126.38,corrupt,True,reference_distill,0,True,50,reference_distill,chop_logs,0,True,6369,/home/cm150user/crl_ir/logs/rlscape/m4_reservoir_3goal_500k_seed0/stage2_actor_recovery/main/reference_distill/chop_logs/deterministic/attempt_01,126.38,131.5,distill,deterministic,50,50,0,2000,0.62,31
