event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.1979881227016449,0.00739066768437624,0.7901281714439392,0.7912055253982544
0,go_to_door,1,fetch,16,0.2324843406677246,0.005802965722978115,0.7918451428413391,0.7926270961761475
0,go_to_door,2,go_to_object,16,0.2509569525718689,0.005549668334424496,0.7912417054176331,0.7922395467758179
0,go_to_door,3,put_near,16,0.24802467226982117,0.005198479164391756,0.7899925708770752,0.7913370132446289
0,go_to_door,4,unlock_pickup,16,0.23535433411598206,0.004521210212260485,0.7905787229537964,0.7916561365127563
0,go_to_door,5,pickup_dist,16,0.2427608072757721,0.006664575077593327,0.787006139755249,0.7883192300796509
2,go_to_object,0,go_to_door,16,2.136320745194098e-06,0.008621182292699814,0.6557257175445557,0.6516188383102417
2,go_to_object,1,fetch,16,2.816977712427615e-06,0.007927116006612778,0.6424643397331238,0.6387436389923096
2,go_to_object,2,go_to_object,16,3.3658643587841652e-06,0.007177011109888554,0.6397049427032471,0.6354786157608032
2,go_to_object,3,put_near,16,3.4200784284621477e-06,0.00642051175236702,0.6374659538269043,0.6331188678741455
2,go_to_object,4,unlock_pickup,16,3.051684416277567e-06,0.006168559193611145,0.6397240161895752,0.6358422040939331
2,go_to_object,5,pickup_dist,16,3.2094999369292054e-06,0.007906473241746426,0.6419886350631714,0.6381620168685913
