event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.861254096031189,1.8002423530560918e-05,0.8199276924133301,0.8249988555908203
0,go_to_door,1,fetch,16,0.8600475192070007,2.2012300178175792e-05,0.8188282251358032,0.8240814805030823
0,go_to_door,2,go_to_object,16,0.8609080910682678,1.9433373381616548e-05,0.8182269930839539,0.823688268661499
0,go_to_door,3,put_near,16,0.8581331968307495,2.0131279597990215e-05,0.8164886236190796,0.8220124840736389
0,go_to_door,4,unlock_pickup,16,0.8599038124084473,1.8621994968270883e-05,0.8185248374938965,0.8239742517471313
0,go_to_door,5,pickup_dist,16,0.8604528903961182,2.0735918951686472e-05,0.8193613290786743,0.8246322870254517
2,go_to_object,0,go_to_door,16,2.9673747121705674e-05,0.13993026316165924,0.7309174537658691,0.7333270907402039
2,go_to_object,1,fetch,16,4.174664354650304e-05,0.13542324304580688,0.7281930446624756,0.7298247814178467
2,go_to_object,2,go_to_object,16,4.9098191084340215e-05,0.1353897899389267,0.7288076877593994,0.7307669520378113
2,go_to_object,3,put_near,16,5.039499228587374e-05,0.1351696401834488,0.7295920252799988,0.731295108795166
2,go_to_object,4,unlock_pickup,16,3.883397948811762e-05,0.13241392374038696,0.7280555963516235,0.7303280830383301
2,go_to_object,5,pickup_dist,16,4.857486055698246e-05,0.1392817497253418,0.7281078100204468,0.7299981713294983
