observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.0005732318193847113,1.0,1.0,0.804799341238462,0.000776119023621393,0.002460831141659236,1.0,1.0,0.994896507478622,0.006317432562354952
0,go_to_door,1,fetch,0.006678538118030649,,,,0.006678538118030649,0.011789678737206833,,1.0,0.9873984163811115,
0,go_to_door,2,go_to_object,0.006905752094985443,,,,0.006905752094985443,0.013572201092534627,,1.0,0.9837263857017736,
0,go_to_door,3,put_near,0.006841944642469309,,,,0.006841944642469309,0.01336988805823499,,1.0,0.9839957732619973,
0,go_to_door,4,unlock_pickup,0.006878652453930234,,,,0.006878652453930234,0.01360137753162278,,1.0,0.9837794958873669,
0,go_to_door,5,pickup_dist,0.006919082794688405,,,,0.006919082794688405,0.013496677292514072,,1.0,0.9838231658663213,
1,fetch,0,go_to_door,0.0038935749415275485,,,,0.0038935749415275485,0.011493233301081962,,1.0,0.9855037654858443,
1,fetch,1,fetch,0.0008049203682379569,0.9998178506375228,0.9714285714285713,0.613460935652256,0.000805906612823282,0.0009279488661881208,1.0,1.0,0.9967910546782243,0.07456626736425928
1,fetch,2,go_to_object,0.0038094191365730975,,,,0.0038094191365730975,0.010210812206079056,,1.0,0.9867861865808472,
1,fetch,3,put_near,0.003783946307762217,,,,0.003783946307762217,0.009886937305373026,,1.0,0.9871100814218198,
1,fetch,4,unlock_pickup,0.003778404188030909,,,,0.003778404188030909,0.010089925918882208,,1.0,0.9869071326888434,
1,fetch,5,pickup_dist,0.0038325324966163384,,,,0.0038325324966163384,0.010083980680747735,,1.0,0.9869130181061785,
2,go_to_object,0,go_to_door,1.9462655388705144e-06,,,,1.9462655388705144e-06,0.003588337672523933,,1.0,0.9934086611144023,
2,go_to_object,1,fetch,7.420579387953462e-07,,,,7.420579387953462e-07,0.0002946511353596602,,1.0,0.9968292178346378,
2,go_to_object,2,go_to_object,1.9911557895098725e-06,,,,1.9911557895098725e-06,0.002904819306170586,,1.0,0.9940921794807557,
2,go_to_object,3,put_near,1.8917405532213455e-06,,,,1.8917405532213455e-06,0.002753834249359546,,1.0,0.9942431645375667,
2,go_to_object,4,unlock_pickup,1.7753545487713195e-06,,,,1.7753545487713195e-06,0.002833595923563041,,1.0,0.9941634028633632,
2,go_to_object,5,pickup_dist,1.918152619918446e-06,,,,1.918152619918446e-06,0.002807463749800578,,1.0,0.9941895350371257,
3,put_near,0,go_to_door,3.211260250027627e-05,,,,3.211260250027627e-05,0.006947161021208999,,1.0,0.9900498377657173,
3,put_near,1,fetch,8.8397662891595e-06,,,,8.8397662891595e-06,0.0005392052675827895,,1.0,0.9965934477156342,
3,put_near,2,go_to_object,3.093120067893523e-05,,,,3.093120067893523e-05,0.005466692666016002,,1.0,0.9915303061209103,
3,put_near,3,put_near,2.886669808319389e-05,,,,2.886669808319389e-05,0.005014407678995982,,1.0,0.9919825911079303,
3,put_near,4,unlock_pickup,2.809813105279683e-05,,,,2.809813105279683e-05,0.00535211439179902,,1.0,0.9916448843951272,
3,put_near,5,pickup_dist,2.9167703604485364e-05,,,,2.9167703604485364e-05,0.005039289483044407,,1.0,0.9919577093038818,
