observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,kill_goblin,0,kill_goblin,0.0005053670380657874,0.9999914596744808,0.9978498484825689,0.9400851232931018,0.00026975867615817447,0.002893648772054626,0.9999867150491922,0.9999999483737215,0.9953356809505972,0.03568610617246293
0,kill_goblin,1,bury_bones,0.003378576920266494,,,,0.003378576920266494,0.007185274392897303,,1.0,0.9904155842787261,
0,kill_goblin,2,chop_logs,0.003107668032489076,,,,0.003107668032489076,0.0049480591684489565,,1.0,0.9949739328326201,
0,kill_goblin,3,light_fire,0.003818930075600182,,,,0.003818930075600182,0.0070125482991906275,,1.0,0.9908577576367839,
0,kill_goblin,4,catch_fish,0.00379577486785977,,,,0.00379577486785977,0.007068552384506705,,1.0,0.9907620846591249,
1,bury_bones,0,kill_goblin,0.005281495084118042,,,,0.0052814950841180396,0.007031121988027082,,1.0,0.9908383879491787,
1,bury_bones,1,bury_bones,0.0007481407555832755,0.9998129275940707,0.8902276190983045,0.9993830751627684,0.0007426072255983169,0.0023688274956950696,0.9999788430017104,0.9999999035379511,0.9954832708701677,0.0009186286193826332
1,bury_bones,2,chop_logs,0.004844516798766924,,,,0.004844516798766924,0.006117897061574511,,1.0,0.9935464433815143,
1,bury_bones,3,light_fire,0.0053809371218450155,,,,0.0053809371218450155,0.0070524517326087536,,1.0,0.9908955330135,
1,bury_bones,4,catch_fish,0.005368518284630212,,,,0.005368518284630212,0.007065240669369686,,1.0,0.9908405481321477,
2,chop_logs,0,kill_goblin,0.004973091050778608,,,,0.004973091050778608,0.01304259385903082,,1.0,0.984129965896503,
2,chop_logs,1,bury_bones,0.0042880129545098825,,,,0.0042880129545098825,0.012873594825964342,,1.0,0.9842560438489443,
2,chop_logs,2,chop_logs,0.00047837904889320217,0.9999900223499362,0.9974504550109389,0.9748916393145919,0.00038291782831816295,0.0026650018332961957,0.9999709741089051,0.9999998921970397,0.9957092035130145,0.02374421153414291
2,chop_logs,3,light_fire,0.0046982764345349535,,,,0.0046982764345349535,0.013345133975752913,,1.0,0.9838115312170337,
2,chop_logs,4,catch_fish,0.004655295037404913,,,,0.004655295037404913,0.013104919361889225,,1.0,0.9840508003267955,
