observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,0.7105312347412109,0.7145284414291382,0.7065339088439941,0.59765625,0.6401575903574652
0,go_to_door,1,fetch,32,16,0.7011215090751648,0.7053509950637817,0.6968919038772583,0.61328125,0.6592850306055951
0,go_to_door,2,go_to_object,32,16,0.7097569704055786,0.7142930030822754,0.7052210569381714,0.609375,0.6608679371604734
0,go_to_door,3,put_near,32,16,0.6812344789505005,0.6858106851577759,0.6766582727432251,0.6015625,0.6514002713086308
0,go_to_door,4,unlock_pickup,32,16,0.7078823447227478,0.7119636535644531,0.7038010358810425,0.60546875,0.6472369178995877
0,go_to_door,5,pickup_dist,32,16,0.7028611898422241,0.7068480253219604,0.698874294757843,0.59765625,0.6447030449029199
1,fetch,0,go_to_door,16,0,0.7008410692214966,,0.7008410692214966,,
1,fetch,1,fetch,16,0,0.6930792331695557,,0.6930792331695557,,
1,fetch,2,go_to_object,16,0,0.7044944167137146,,0.7044944167137146,,
1,fetch,3,put_near,16,0,0.6720934510231018,,0.6720934510231018,,
1,fetch,4,unlock_pickup,16,0,0.699259877204895,,0.699259877204895,,
1,fetch,5,pickup_dist,16,0,0.6941480040550232,,0.6941480040550232,,
2,go_to_object,0,go_to_door,32,16,0.7069498300552368,0.7073995471000671,0.7065001726150513,0.515625,0.5883813182620229
2,go_to_object,1,fetch,32,16,0.698306679725647,0.698698878288269,0.6979145407676697,0.5078125,0.5876170060654633
2,go_to_object,2,go_to_object,32,16,0.7085962295532227,0.7097612619400024,0.7074311375617981,0.546875,0.6083534679552824
2,go_to_object,3,put_near,32,16,0.6763566732406616,0.6765477061271667,0.6761656999588013,0.51171875,0.5450631702899849
2,go_to_object,4,unlock_pickup,32,16,0.7051740884780884,0.7056668996810913,0.7046811580657959,0.51953125,0.5918042417185562
2,go_to_object,5,pickup_dist,32,16,0.6996528506278992,0.6998456716537476,0.6994600296020508,0.515625,0.5903624000162901
3,put_near,0,go_to_door,16,0,0.7087602615356445,,0.7087602615356445,,
3,put_near,1,fetch,16,0,0.6999129056930542,,0.6999129056930542,,
3,put_near,2,go_to_object,16,0,0.7115294933319092,,0.7115294933319092,,
3,put_near,3,put_near,16,0,0.6797236204147339,,0.6797236204147339,,
3,put_near,4,unlock_pickup,16,0,0.7063596248626709,,0.7063596248626709,,
3,put_near,5,pickup_dist,16,0,0.701387882232666,,0.701387882232666,,
