goal,goal_name,target,bin,count,prediction_mean,target_mean,prediction_min,prediction_max
0,go_to_door,inclusive,0,84,0.5188170075416565,0.417889267206192,0.3121172785758972,0.577008843421936
0,go_to_door,inclusive,1,83,0.5974888205528259,0.20707087218761444,0.5786378383636475,0.6112583875656128
0,go_to_door,inclusive,2,83,0.6178551912307739,0.1711561530828476,0.6112661361694336,0.6245749592781067
0,go_to_door,inclusive,3,83,0.6323947906494141,0.2570079565048218,0.625434398651123,0.6386485695838928
0,go_to_door,inclusive,4,83,0.6456593871116638,0.22909146547317505,0.6392461061477661,0.6515593528747559
0,go_to_door,inclusive,5,83,0.6579107046127319,0.14284133911132812,0.6517096757888794,0.6635298132896423
0,go_to_door,inclusive,6,83,0.6684145927429199,0.18577630817890167,0.6635795831680298,0.6744633913040161
0,go_to_door,inclusive,7,83,0.6808260679244995,0.22338880598545074,0.6745354533195496,0.687986433506012
0,go_to_door,inclusive,8,83,0.6973265409469604,0.15770845115184784,0.6885238885879517,0.7072875499725342
0,go_to_door,inclusive,9,84,0.7337710857391357,0.2647489905357361,0.7087805271148682,0.8216502666473389
0,go_to_door,exclusive,0,84,0.5188170075416565,0.3479488492012024,0.3121172785758972,0.577008843421936
0,go_to_door,exclusive,1,83,0.5974888205528259,0.17461304366588593,0.5786378383636475,0.6112583875656128
0,go_to_door,exclusive,2,83,0.6178551912307739,0.15997542440891266,0.6112661361694336,0.6245749592781067
0,go_to_door,exclusive,3,83,0.6323947906494141,0.2463693916797638,0.625434398651123,0.6386485695838928
0,go_to_door,exclusive,4,83,0.6456593871116638,0.21866975724697113,0.6392461061477661,0.6515593528747559
0,go_to_door,exclusive,5,83,0.6579107046127319,0.13176904618740082,0.6517096757888794,0.6635298132896423
0,go_to_door,exclusive,6,83,0.6684145927429199,0.18577630817890167,0.6635795831680298,0.6744633913040161
0,go_to_door,exclusive,7,83,0.6808260679244995,0.20167799293994904,0.6745354533195496,0.687986433506012
0,go_to_door,exclusive,8,83,0.6973265409469604,0.15770845115184784,0.6885238885879517,0.7072875499725342
0,go_to_door,exclusive,9,84,0.7337710857391357,0.2647489905357361,0.7087805271148682,0.8216502666473389
1,fetch,inclusive,0,162,0.5182231664657593,0.0,0.3228849768638611,0.5911034941673279
1,fetch,inclusive,1,162,0.6137461066246033,0.0,0.5913293957710266,0.6240763068199158
1,fetch,inclusive,2,161,0.6302981376647949,0.0,0.6243745684623718,0.6360288858413696
1,fetch,inclusive,3,162,0.6419059634208679,0.0,0.6362932920455933,0.6466556787490845
1,fetch,inclusive,4,161,0.6510686278343201,0.0,0.646665096282959,0.6562334895133972
1,fetch,inclusive,5,162,0.6614300012588501,0.0,0.6562366485595703,0.6656580567359924
1,fetch,inclusive,6,161,0.6699617505073547,0.0,0.6656985878944397,0.6743709444999695
1,fetch,inclusive,7,162,0.6790108680725098,0.0,0.674371600151062,0.6845499277114868
1,fetch,inclusive,8,161,0.6947720050811768,0.0,0.6845880746841431,0.7075890302658081
1,fetch,inclusive,9,162,0.7322254180908203,0.0,0.7077195644378662,0.7838168144226074
1,fetch,exclusive,0,162,0.5182231664657593,0.0,0.3228849768638611,0.5911034941673279
1,fetch,exclusive,1,162,0.6137461066246033,0.0,0.5913293957710266,0.6240763068199158
1,fetch,exclusive,2,161,0.6302981376647949,0.0,0.6243745684623718,0.6360288858413696
1,fetch,exclusive,3,162,0.6419059634208679,0.0,0.6362932920455933,0.6466556787490845
1,fetch,exclusive,4,161,0.6510686278343201,0.0,0.646665096282959,0.6562334895133972
1,fetch,exclusive,5,162,0.6614300012588501,0.0,0.6562366485595703,0.6656580567359924
1,fetch,exclusive,6,161,0.6699617505073547,0.0,0.6656985878944397,0.6743709444999695
1,fetch,exclusive,7,162,0.6790108680725098,0.0,0.674371600151062,0.6845499277114868
1,fetch,exclusive,8,161,0.6947720050811768,0.0,0.6845880746841431,0.7075890302658081
1,fetch,exclusive,9,162,0.7322254180908203,0.0,0.7077195644378662,0.7838168144226074
2,go_to_object,inclusive,0,160,0.27165913581848145,0.3028983473777771,0.20067793130874634,0.3011200726032257
2,go_to_object,inclusive,1,160,0.3218253254890442,0.2422397881746292,0.3011394739151001,0.3437408208847046
2,go_to_object,inclusive,2,160,0.36841481924057007,0.21077518165111542,0.34506189823150635,0.391774445772171
2,go_to_object,inclusive,3,159,0.41358765959739685,0.14164823293685913,0.39194926619529724,0.43442198634147644
2,go_to_object,inclusive,4,160,0.4556092321872711,0.13965818285942078,0.4345836639404297,0.47763901948928833
2,go_to_object,inclusive,5,160,0.5029916763305664,0.14650683104991913,0.4781099855899811,0.5319028496742249
2,go_to_object,inclusive,6,159,0.560112714767456,0.09303593635559082,0.5320985317230225,0.5827013850212097
2,go_to_object,inclusive,7,160,0.6024296283721924,0.058616410940885544,0.5835897922515869,0.6148251295089722
2,go_to_object,inclusive,8,160,0.628203272819519,0.12054739147424698,0.6151423454284668,0.6458170413970947
2,go_to_object,inclusive,9,160,0.6760045289993286,0.16438236832618713,0.6462214589118958,0.759799599647522
2,go_to_object,exclusive,0,160,0.27165913581848145,0.29157331585884094,0.20067793130874634,0.3011200726032257
2,go_to_object,exclusive,1,160,0.3218253254890442,0.22157101333141327,0.3011394739151001,0.3437408208847046
2,go_to_object,exclusive,2,160,0.36841481924057007,0.20294395089149475,0.34506189823150635,0.391774445772171
2,go_to_object,exclusive,3,159,0.41358765959739685,0.13439036905765533,0.39194926619529724,0.43442198634147644
2,go_to_object,exclusive,4,160,0.4556092321872711,0.13965818285942078,0.4345836639404297,0.47763901948928833
2,go_to_object,exclusive,5,160,0.5029916763305664,0.13158182799816132,0.4781099855899811,0.5319028496742249
2,go_to_object,exclusive,6,159,0.560112714767456,0.09303593635559082,0.5320985317230225,0.5827013850212097
2,go_to_object,exclusive,7,160,0.6024296283721924,0.058616410940885544,0.5835897922515869,0.6148251295089722
2,go_to_object,exclusive,8,160,0.628203272819519,0.1176723837852478,0.6151423454284668,0.6458170413970947
2,go_to_object,exclusive,9,160,0.6760045289993286,0.15824487805366516,0.6462214589118958,0.759799599647522
3,put_near,inclusive,0,162,0.5876849889755249,0.0,0.5121145248413086,0.6097290515899658
3,put_near,inclusive,1,162,0.6208138465881348,0.0,0.6099005341529846,0.630288302898407
3,put_near,inclusive,2,161,0.636947512626648,0.0,0.6304707527160645,0.6440483331680298
3,put_near,inclusive,3,162,0.6512184739112854,0.0,0.6440858840942383,0.6581578254699707
3,put_near,inclusive,4,161,0.6636074781417847,0.0,0.6583366394042969,0.6680956482887268
3,put_near,inclusive,5,162,0.6726858615875244,0.0,0.6681579351425171,0.6774593591690063
3,put_near,inclusive,6,161,0.683140754699707,0.0,0.6774704456329346,0.6905392408370972
3,put_near,inclusive,7,162,0.7009884715080261,0.0,0.6906113624572754,0.7125334739685059
3,put_near,inclusive,8,161,0.7203033566474915,0.0,0.712645411491394,0.7278647422790527
3,put_near,inclusive,9,162,0.7436484098434448,0.0,0.727882981300354,0.8111622929573059
3,put_near,exclusive,0,162,0.5876849889755249,0.0,0.5121145248413086,0.6097290515899658
3,put_near,exclusive,1,162,0.6208138465881348,0.0,0.6099005341529846,0.630288302898407
3,put_near,exclusive,2,161,0.636947512626648,0.0,0.6304707527160645,0.6440483331680298
3,put_near,exclusive,3,162,0.6512184739112854,0.0,0.6440858840942383,0.6581578254699707
3,put_near,exclusive,4,161,0.6636074781417847,0.0,0.6583366394042969,0.6680956482887268
3,put_near,exclusive,5,162,0.6726858615875244,0.0,0.6681579351425171,0.6774593591690063
3,put_near,exclusive,6,161,0.683140754699707,0.0,0.6774704456329346,0.6905392408370972
3,put_near,exclusive,7,162,0.7009884715080261,0.0,0.6906113624572754,0.7125334739685059
3,put_near,exclusive,8,161,0.7203033566474915,0.0,0.712645411491394,0.7278647422790527
3,put_near,exclusive,9,162,0.7436484098434448,0.0,0.727882981300354,0.8111622929573059
