observed_goal,observed_goal_name,probed_goal,probed_goal_name,reward_mae,reward_auroc,reward_ap,reward_positive_mean,reward_negative_mean,continuation_mae,continuation_auroc,continuation_ap,continuation_positive_mean,continuation_negative_mean
0,go_to_door,0,go_to_door,0.01678627982255038,0.5234375,0.020322930435204865,1.3318041447440976e-08,2.265756584462497e-07,0.035941458880328216,0.6493213710605015,0.9731735623081981,0.9929388423143707,0.9829982386695014
0,go_to_door,1,fetch,7.589026085117126e-08,,,,7.589026085117126e-08,0.0045449275953265336,,1.0,0.992476618848741,
0,go_to_door,2,go_to_object,3.752178946741001e-08,,,,3.752178946741001e-08,0.007108795848370601,,1.0,0.989951917581493,
0,go_to_door,3,put_near,2.7721855347224457e-07,,,,2.7721855347224457e-07,0.004743182530196814,,1.0,0.9923339365050197,
0,go_to_door,4,unlock_pickup,2.1816254354194047e-07,,,,2.1816254354194047e-07,0.004638030319116437,,1.0,0.9924718825898778,
0,go_to_door,5,pickup_dist,2.3988927509763863e-07,,,,2.3988927509763863e-07,0.004567094415856095,,1.0,0.9925367812303683,
1,fetch,0,go_to_door,1.1323798743108746e-05,,,,1.1323798743108746e-05,0.0039606255912544705,,1.0,0.9931577046466346,
1,fetch,1,fetch,4.162436957847454e-06,,,,4.162436957847454e-06,0.004020595056290674,,1.0,0.9929990097511523,
1,fetch,2,go_to_object,1.6511347968603457e-06,,,,1.6511347968603457e-06,0.00728822997448468,,1.0,0.9897515841271027,
1,fetch,3,put_near,1.5060823131628635e-05,,,,1.5060823131628635e-05,0.004080424546310217,,1.0,0.9929904319198415,
1,fetch,4,unlock_pickup,1.1782644406454825e-05,,,,1.1782644406454825e-05,0.004133196307881044,,1.0,0.992977078819629,
1,fetch,5,pickup_dist,1.285410080629674e-05,,,,1.285410080629674e-05,0.004079376633214478,,1.0,0.9930186364615318,
2,go_to_object,0,go_to_door,3.467528101393317e-08,,,,3.467528101393317e-08,0.008247844306041063,,1.0,0.9887937894825345,
2,go_to_object,1,fetch,1.9575325567714578e-08,,,,1.9575325567714578e-08,0.008960892191070489,,1.0,0.9880403356908708,
2,go_to_object,2,go_to_object,0.007106397328196985,0.8101618327028163,0.024660658097737084,2.0933129378046072e-08,1.473815629311162e-08,0.025072873417330027,0.5651345755693582,0.9882484945015474,0.9854097741227301,0.9474088458911233
2,go_to_object,3,put_near,3.74501327134828e-08,,,,3.74501327134828e-08,0.008649246396499223,,1.0,0.9883724704888347,
2,go_to_object,4,unlock_pickup,3.4882077395231604e-08,,,,3.4882077395231604e-08,0.008549516132388156,,1.0,0.9884884454431164,
2,go_to_object,5,pickup_dist,3.7421014072317436e-08,,,,3.7421014072317436e-08,0.00843541851926954,,1.0,0.9885976313052697,
3,put_near,0,go_to_door,1.2966803853412172e-07,,,,1.2966803853412172e-07,0.0010782426020296493,,1.0,0.9961581701910732,
3,put_near,1,fetch,3.33987657974158e-08,,,,3.33987657974158e-08,0.0015294483613849867,,1.0,0.9955228550525586,
3,put_near,2,go_to_object,2.6733039988432165e-08,,,,2.6733039988432165e-08,0.0016615802034883216,,1.0,0.995434705831922,
3,put_near,3,put_near,1.5949049955590795e-07,,,,1.5949049955590795e-07,0.001182776128891671,,1.0,0.9959737877592002,
3,put_near,4,unlock_pickup,1.2785026435321785e-07,,,,1.2785026435321785e-07,0.0011181573171426755,,1.0,0.9961058333663657,
3,put_near,5,pickup_dist,1.4194850936536683e-07,,,,1.4194850936536683e-07,0.001120476218143312,,1.0,0.9960833274491943,
