event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.0,0.5966871976852417,0.0,0.0
0,go_to_door,1,fetch,16,0.0,0.5839465856552124,0.0,0.0
0,go_to_door,2,go_to_object,16,0.0,0.5888924598693848,0.0,0.0
0,go_to_door,3,put_near,16,0.0,0.603496789932251,0.0,0.0
0,go_to_door,4,unlock_pickup,16,0.0,0.6021150350570679,0.0,0.0
0,go_to_door,5,pickup_dist,16,0.0,0.567638635635376,0.0,0.0
1,fetch,0,go_to_door,6,0.0,0.5953819751739502,0.0,0.0
1,fetch,1,fetch,6,0.0,0.5883738994598389,0.0,0.0
1,fetch,2,go_to_object,6,0.0,0.5918752551078796,0.0,0.0
1,fetch,3,put_near,6,0.0,0.6030978560447693,0.0,0.0
1,fetch,4,unlock_pickup,6,0.0,0.605200469493866,0.0,0.0
1,fetch,5,pickup_dist,6,0.0,0.5776392221450806,0.0,0.0
2,go_to_object,0,go_to_door,16,0.0,0.6339119672775269,0.0,0.0
2,go_to_object,1,fetch,16,0.0,0.6226060390472412,0.0,0.0
2,go_to_object,2,go_to_object,16,0.0,0.623359203338623,0.0,0.0
2,go_to_object,3,put_near,16,0.0,0.6414748430252075,0.0,0.0
2,go_to_object,4,unlock_pickup,16,0.0,0.6360068917274475,0.0,0.0
2,go_to_object,5,pickup_dist,16,0.0,0.6040084958076477,0.0,0.0
