event_goal,event_goal_name,probed_goal,probed_goal_name,count,reward_mean,continuation_mean,value_mean,slowvalue_mean
0,go_to_door,0,go_to_door,16,0.8397963643074036,2.9296370485099033e-05,5.679618835449219,5.833951473236084
0,go_to_door,1,fetch,16,0.8315929174423218,0.043009743094444275,4.891386985778809,5.137870788574219
0,go_to_door,2,go_to_object,16,0.8257806897163391,3.5952634789282456e-05,5.293935775756836,5.567796230316162
0,go_to_door,3,put_near,16,0.8439841270446777,3.747928349184804e-05,5.418236255645752,5.643801212310791
0,go_to_door,4,unlock_pickup,16,0.8414223194122314,4.289046046324074e-05,5.3530683517456055,5.57728385925293
0,go_to_door,5,pickup_dist,16,0.8416380882263184,3.5896609915653244e-05,5.393000602722168,5.606259346008301
1,fetch,0,go_to_door,6,0.8310734629631042,0.0035251828376203775,2.892951726913452,2.700490951538086
1,fetch,1,fetch,6,0.8111891746520996,0.07524702697992325,2.5159943103790283,2.278381109237671
1,fetch,2,go_to_object,6,0.3517931401729584,0.0007047576364129782,2.553325891494751,2.3195297718048096
1,fetch,3,put_near,6,0.8536190986633301,0.0019546039402484894,2.6585283279418945,2.429067373275757
1,fetch,4,unlock_pickup,6,0.8562179207801819,0.0020343014039099216,2.6361567974090576,2.4093809127807617
1,fetch,5,pickup_dist,6,0.8552585244178772,0.0018720257794484496,2.6542396545410156,2.4303719997406006
2,go_to_object,0,go_to_door,16,0.7033374309539795,0.0037249375600367785,2.659881591796875,2.4912028312683105
2,go_to_object,1,fetch,16,0.6722742319107056,0.0624050535261631,2.364171028137207,2.186439037322998
2,go_to_object,2,go_to_object,16,0.551099419593811,0.0026469954755157232,2.284245014190674,2.1078550815582275
2,go_to_object,3,put_near,16,0.7268602848052979,0.003300728276371956,2.445110559463501,2.265876531600952
2,go_to_object,4,unlock_pickup,16,0.7274055480957031,0.003500462044030428,2.4412927627563477,2.2621140480041504
2,go_to_object,5,pickup_dist,16,0.7307560443878174,0.0031658802181482315,2.4561750888824463,2.2803871631622314
