observed_goal,observed_goal_name,probed_goal,probed_goal_name,count,successes,prediction_mean,success_mean,failure_mean,success_auroc,success_average_precision
0,go_to_door,0,go_to_door,32,16,4.029012203216553,4.016715049743652,4.041309356689453,0.5234375,0.5297341989571127
0,go_to_door,1,fetch,32,16,2.7910232543945312,2.7587430477142334,2.823303699493408,0.44140625,0.5203884195772381
0,go_to_door,2,go_to_object,32,16,2.666630506515503,2.6590635776519775,2.674197196960449,0.48046875,0.5515531906862552
0,go_to_door,3,put_near,32,16,3.280503273010254,3.2350687980651855,3.325937271118164,0.421875,0.5081434189988054
0,go_to_door,4,unlock_pickup,32,16,3.2357640266418457,3.1982531547546387,3.2732748985290527,0.42578125,0.5081334226916123
0,go_to_door,5,pickup_dist,32,16,3.2986948490142822,3.256237030029297,3.341153144836426,0.42578125,0.508155814093314
1,fetch,0,go_to_door,22,6,3.677534580230713,3.6860265731811523,3.674349784851074,0.5208333333333334,0.29334733893557424
1,fetch,1,fetch,22,6,2.506871223449707,2.495408773422241,2.51116943359375,0.4479166666666667,0.30864898989898987
1,fetch,2,go_to_object,22,6,2.300109624862671,2.3058767318725586,2.2979469299316406,0.5208333333333334,0.33544973544973544
1,fetch,3,put_near,22,6,2.810333251953125,2.7935478687286377,2.8166275024414062,0.46875,0.2789783802941697
1,fetch,4,unlock_pickup,22,6,2.790909767150879,2.7850024700164795,2.7931249141693115,0.4895833333333333,0.2861111111111111
1,fetch,5,pickup_dist,22,6,2.854978322982788,2.8502464294433594,2.85675311088562,0.5,0.2904215667373562
2,go_to_object,0,go_to_door,32,16,3.539001941680908,3.5194830894470215,3.558520793914795,0.4453125,0.5313569711737816
2,go_to_object,1,fetch,32,16,2.469966411590576,2.4816601276397705,2.458272933959961,0.5234375,0.5095540687103821
2,go_to_object,2,go_to_object,32,16,2.122732162475586,2.156660556793213,2.088804244995117,0.52734375,0.5407837726251628
2,go_to_object,3,put_near,32,16,2.715299129486084,2.727632522583008,2.70296573638916,0.51171875,0.5475528208826144
2,go_to_object,4,unlock_pickup,32,16,2.7001588344573975,2.711486339569092,2.688831329345703,0.5078125,0.5539451050690163
2,go_to_object,5,pickup_dist,32,16,2.7478597164154053,2.7572643756866455,2.738455057144165,0.5234375,0.5651503275426211
3,put_near,0,go_to_door,16,0,3.599015235900879,,3.599015235900879,,
3,put_near,1,fetch,16,0,2.4139788150787354,,2.4139788150787354,,
3,put_near,2,go_to_object,16,0,2.1759586334228516,,2.1759586334228516,,
3,put_near,3,put_near,16,0,2.6868844032287598,,2.6868844032287598,,
3,put_near,4,unlock_pickup,16,0,2.6837077140808105,,2.6837077140808105,,
3,put_near,5,pickup_dist,16,0,2.7287447452545166,,2.7287447452545166,,
