observed_goal,observed_goal_name,probed_goal,probed_goal_name,states,entropy_mean,entropy_normalized_mean,mean_distribution_mode,mean_distribution_concentration,state_modal_action_concentration
0,go_to_door,0,go_to_door,972,0.0952153205871582,0.048930995417945,2,0.47497454285621643,0.4732510288065844
0,go_to_door,1,fetch,972,0.09801440685987473,0.050369441213643944,2,0.4686419367790222,0.46810699588477367
0,go_to_door,2,go_to_object,972,0.09867114573717117,0.05070693823405636,2,0.47022759914398193,0.4711934156378601
0,go_to_door,3,put_near,972,0.096684031188488,0.04968576336138927,2,0.4750986397266388,0.4763374485596708
0,go_to_door,4,unlock_pickup,972,0.097584567964077,0.05014854771760745,2,0.4754493534564972,0.4732510288065844
0,go_to_door,5,pickup_dist,972,0.09609350562095642,0.04938229325110783,2,0.4704137444496155,0.4722222222222222
